,time,acc_X,acc_Y,acc_Z,gyro_X,gyro_Y,gyro_Z,compass_1,compass_2,compass_3
1648,6.0,28.36,-0.1656,0.0001,0.6135,0.7721,23.44,75.38,164.85,302.41
1649,5.85,31.06,-0.1612,-0.0074,0.5622,0.8111,22.29,67.99,165.04,303.47
1650,5.55,28.06,-0.1539,-0.0071,0.5247,0.8373,19.97,62.85,165.28,298.55
1651,5.25,29.11,-0.1492,-0.012,0.4673,0.8713,18.45,55.23,165.4,302.01
1652,4.65,28.21,-0.1453,0.0204,0.3812,0.9128,8.44,44.73,163.64,298.54
1653,4.95,28.06,-0.1406,0.1057,0.2976,0.9384,346.82,36.31,160.8,299.64
1654,5.1,29.26,-0.1539,0.192,0.1985,0.9487,324.7,27.21,157.27,303.18
1655,4.95,28.81,-0.1669,0.282,0.0448,0.9437,297.69,12.05,156.57,299.64
1656,3.6,28.21,-0.1966,0.417,-0.1042,0.8813,258.22,358.21,155.7,298.07
1657,4.65,25.36,-0.2477,0.5228,-0.2582,0.7737,220.91,336.3,161.07,311.53
1658,3.45,24.91,-0.1867,0.5663,-0.4707,0.6503,228.35,258.1,225.14,306.57
1659,3.6,26.41,-0.1125,0.5931,-0.5837,0.5431,258.3,232.44,244.56,320.19
1660,2.55,25.06,-0.1213,0.6235,-0.5577,0.5343,253.43,228.07,251.15,313.36
1661,3.3,26.11,-0.111,0.6099,-0.6045,0.5003,263.78,224.68,249.72,329.42
1662,2.7,26.26,-0.0517,0.5745,-0.6748,0.4603,286.44,224.54,245.31,322.13
1663,3.6,25.81,-0.0136,0.5898,-0.659,0.4665,290.75,226.7,248.32,348.23
1664,3.0,25.96,0.014,0.6233,-0.6336,0.4581,292.8,225.88,254.5,8.53
1665,3.45,24.46,0.0888,0.5989,-0.6747,0.4221,314.62,227.12,253.19,325.18
1666,3.3,25.36,0.1754,0.6141,-0.6592,0.3969,330.31,229.84,259.01,325.71
1667,4.5,23.86,0.2757,0.6575,-0.5967,0.3683,342.13,234.28,270.97,352.41
1668,4.35,25.36,0.3858,0.6748,-0.5327,0.3345,355.37,241.39,282.04,340.97
1669,4.5,25.66,0.4512,0.7081,-0.45,0.3041,357.18,245.93,294.22,334.98
1670,3.6,25.36,0.4998,0.78,-0.3196,0.1989,1.06,245.09,315.78,316.22
1671,3.9,26.11,0.5775,0.7791,-0.2329,0.0729,17.88,250.95,333.09,310.91
1672,6.0,26.26,0.5327,0.8324,-0.1075,-0.1085,34.33,244.66,356.19,318.01
1673,4.65,25.06,0.5227,0.8134,-0.0064,-0.2552,49.9,249.1,16.42,300.8
1674,5.1,25.06,0.463,0.8012,0.1261,-0.3575,54.28,249.22,36.8,298.74
1675,6.15,25.36,0.3125,0.6795,0.2787,-0.6025,80.27,264.09,81.07,308.25
1676,5.55,23.41,0.1023,0.4728,0.3881,-0.7845,82.96,289.63,135.25,295.38
1677,5.55,22.81,-0.1445,0.1773,0.4081,-0.8838,51.09,312.03,187.05,290.88
1678,8.25,22.36,-0.4971,-0.4089,0.18,-0.7438,309.15,311.7,259.07,296.57
1679,9.15,18.0,-0.6635,-0.6648,0.0673,-0.3367,318.0,276.59,324.94,293.85
1680,9.3,15.6,-0.7861,-0.5756,-0.0056,-0.2254,328.88,290.5,338.83,291.3
1681,10.8,17.85,-0.8044,-0.5846,-0.0409,-0.0974,339.3,288.56,353.64,294.36
1682,12.45,17.55,-0.7773,-0.6176,-0.0413,0.1123,8.55,283.55,13.07,297.42
1683,13.5,15.9,-0.7468,-0.6083,-0.0645,0.2607,25.52,284.94,28.68,299.82
1684,14.4,13.95,-0.7676,-0.5278,-0.2731,0.24,340.89,287.33,41.75,297.3
1685,14.55,14.85,-0.7288,-0.456,-0.4808,0.1725,294.16,278.34,55.28,297.8
1686,14.85,17.4,-0.7027,-0.2855,-0.6074,0.2363,268.12,278.2,77.5,298.02
1687,16.65,19.95,-0.5351,-0.211,-0.7338,0.3615,281.49,257.62,115.91,300.83
1688,18.75,17.4,-0.2572,-0.0148,-0.8832,0.392,307.46,231.32,165.28,304.34
1689,20.86,20.11,0.0202,0.2287,-0.8567,0.4618,339.65,234.43,204.65,307.68
1690,24.31,21.31,0.2081,0.4285,-0.6375,0.6055,330.61,259.27,235.63,309.29
1691,27.01,18.75,0.3918,0.6196,-0.3871,0.5592,314.14,265.79,274.67,311.01
1692,27.61,18.15,0.4192,0.8269,-0.1386,0.3482,305.26,242.79,324.07,311.22
1693,30.16,17.85,0.3296,0.9019,0.2551,0.1137,316.17,215.33,24.53,312.03
1694,32.26,15.15,0.1982,0.7957,0.562,0.1082,313.47,192.17,67.95,316.09
1695,35.11,14.1,0.2534,0.6494,0.7169,-0.0052,318.23,201.12,91.72,318.5
1696,37.51,15.0,0.4083,0.3497,0.8087,-0.2387,300.86,230.56,119.02,320.92
1697,39.76,13.5,0.2445,0.1441,0.8769,-0.3878,323.04,232.33,152.19,321.6
1698,42.16,12.0,0.215,-0.0462,0.8495,-0.4796,311.64,240.63,171.95,324.02
1699,44.26,12.6,0.3799,-0.1943,0.7599,-0.4905,259.67,248.93,173.06,325.6
1700,43.06,12.45,0.6224,-0.2818,0.6458,-0.3408,190.3,274.51,137.78,325.13
1701,41.26,15.6,0.7775,-0.3072,0.5122,-0.1972,226.87,43.87,358.85,324.25
1702,40.96,14.85,0.9032,-0.3236,0.2793,0.0395,302.78,43.71,343.31,322.3
1703,39.91,17.25,0.9726,-0.1205,-0.1018,0.171,27.69,11.87,341.51,323.48
1704,40.96,16.5,0.8718,0.0666,-0.3787,0.3035,76.6,333.83,312.38,322.3
1705,37.21,15.6,0.7786,0.2346,-0.4078,0.4153,52.23,308.37,291.04,320.01
1706,35.26,13.95,0.7056,0.3347,-0.3687,0.5041,21.07,300.85,282.92,318.9
1707,34.81,13.8,0.6871,0.4043,-0.3027,0.5223,359.26,299.33,285.74,316.65
1708,37.21,12.15,0.7226,0.2989,-0.2649,0.5641,5.23,312.97,282.91,319.08
1709,36.61,15.15,0.7509,0.2014,-0.1602,0.6082,359.49,330.17,282.05,319.15
1710,36.46,14.25,0.7426,0.0832,0.0748,0.6603,334.47,358.54,276.88,319.85
1711,35.71,13.95,0.7224,0.0124,0.1463,0.6758,333.63,10.64,272.58,317.51
1712,35.56,12.6,0.7063,-0.1194,0.2128,0.6645,343.68,27.14,271.52,317.26
1713,37.51,13.5,0.7497,-0.2497,0.2519,0.5586,348.66,41.23,284.49,319.57
1714,36.76,15.0,0.8399,-0.3053,0.3768,0.2438,302.1,52.75,313.03,318.73
1715,39.16,12.3,0.8356,-0.2961,0.3918,0.2461,298.79,53.03,311.64,321.58
1716,39.91,12.3,0.7918,-0.3428,0.3638,0.3511,320.81,57.92,301.25,320.92
1717,39.91,15.15,0.706,-0.3588,0.2942,0.5351,356.39,55.27,284.73,323.2
1718,39.01,13.95,0.7068,-0.311,0.4576,0.4407,316.22,65.3,281.99,320.67
1719,38.26,12.15,0.7175,-0.2532,0.5988,0.25,265.78,76.86,283.42,321.89
1720,38.26,11.85,0.7255,-0.1763,0.6543,0.1206,229.87,78.83,285.79,319.21
1721,38.86,8.4,0.7318,-0.1941,0.6417,0.1224,233.81,77.11,288.87,320.83
1722,39.01,10.65,0.7368,-0.205,0.6288,0.1404,239.29,75.35,290.07,321.75
1723,39.61,10.2,0.715,-0.2106,0.6532,0.1329,237.15,83.05,283.44,321.63
1724,38.56,12.45,0.7067,-0.2965,0.6093,0.2032,264.4,83.02,285.08,322.67
1725,39.91,10.5,0.7238,-0.3967,0.4815,0.2949,304.84,75.52,294.13,320.92
1726,40.81,12.45,0.7357,-0.4071,0.4369,0.3197,315.01,71.92,296.61,322.33
1727,40.66,13.05,0.7658,-0.3601,0.4579,0.2722,299.29,68.15,300.07,322.36
1728,41.41,10.5,0.788,-0.3897,0.394,0.2682,311.36,64.95,306.79,323.53
1729,39.31,12.15,0.8225,-0.3292,0.3355,0.3203,320.13,53.58,307.31,323.2
1730,42.16,12.3,0.848,-0.2562,0.2908,0.3614,324.12,42.66,306.78,324.29
1731,40.96,13.8,0.8708,-0.2109,0.2388,0.3744,330.11,34.42,308.81,322.83
1732,39.76,12.15,0.9033,-0.2263,0.2388,0.2753,324.26,34.59,320.5,321.87
1733,41.56,10.05,0.9205,-0.1545,0.2904,0.211,304.02,27.44,327.22,321.8
1734,42.61,10.65,0.9345,-0.0625,0.233,0.262,312.51,15.12,325.48,322.24
1735,40.66,11.55,0.8985,-0.097,0.0809,0.4204,352.68,14.05,309.41,322.1
1736,39.16,13.8,0.9073,-0.003,0.0445,0.4182,351.02,2.46,310.41,321.58
1737,40.21,13.8,0.916,0.1806,0.1242,0.3361,319.16,344.69,322.47,321.79
1738,40.96,13.35,0.8652,0.2545,0.3248,0.2849,270.02,338.83,332.4,323.23
1739,41.71,9.9,0.528,0.3263,0.7779,0.0986,235.32,204.32,119.64,323.06
1740,42.16,5.55,0.5799,0.329,0.744,-0.0432,246.87,234.02,101.61,323.62
1741,42.91,4.5,0.8141,0.3502,0.4583,-0.0677,271.34,297.9,37.06,324.1
1742,41.26,6.9,0.8891,0.3707,0.2417,-0.1168,319.86,310.37,24.32,324.25
1743,42.31,7.95,0.9151,0.3586,0.1318,-0.1293,342.91,315.73,19.56,322.94
1744,42.16,7.35,0.9145,0.3944,-0.0186,-0.0885,11.93,313.79,8.51,324.29
1745,42.16,7.05,0.9134,0.4029,-0.0199,-0.0541,9.17,312.59,4.77,324.02
1746,41.26,6.45,0.9512,0.2629,-0.1371,-0.0855,35.6,329.96,5.46,321.98
1747,41.71,9.15,0.9784,0.1236,-0.1509,0.0681,32.33,344.15,349.77,321.77
1748,39.91,9.9,0.6672,-0.0505,-0.5553,0.4937,104.53,308.17,260.18,322.11
1749,34.06,11.55,0.5561,-0.2769,-0.7289,0.2876,151.86,207.24,159.81,317.09
1750,34.66,15.0,0.4794,-0.5793,-0.6591,-0.0136,76.07,133.28,80.43,316.66
1751,35.71,16.05,0.4786,-0.743,-0.4658,-0.044,44.72,125.58,52.56,317.25
1752,32.71,20.26,0.4895,-0.7722,-0.4044,-0.0243,42.01,123.82,43.99,316.07
1753,32.56,18.0,0.3676,-0.8471,-0.3582,0.1377,59.56,142.85,35.63,316.77
1754,30.91,19.5,0.0906,-0.9336,-0.299,0.1756,44.93,176.02,34.73,314.04
1755,29.86,22.81,-0.0899,-0.9702,-0.2229,-0.0322,348.22,189.26,25.4,314.15
1756,28.06,22.36,-0.2476,-0.8921,-0.1746,-0.3351,273.63,206.46,11.51,312.37
1757,29.11,24.91,-0.3344,-0.7686,-0.055,-0.5425,238.9,247.57,325.51,313.7
1758,28.36,27.01,-0.4228,-0.6142,0.1288,-0.6537,272.08,287.15,278.96,315.46
1759,28.66,29.11,-0.5016,-0.4321,0.1974,-0.723,309.47,307.35,262.15,317.02
1760,28.51,29.71,-0.5224,-0.342,0.1717,-0.762,320.03,318.8,256.44,315.92
1761,28.66,29.11,-0.5638,-0.267,0.3125,-0.7164,356.54,311.48,257.18,316.23
1762,29.11,30.16,-0.571,-0.3067,0.3216,-0.6903,353.57,307.3,260.79,318.61
1763,29.26,31.06,-0.5772,-0.2939,0.3374,-0.6831,358.62,306.83,260.74,317.77
1764,28.51,31.06,-0.5871,-0.3019,0.3268,-0.6763,357.17,307.18,262.63,317.85
1765,29.26,31.36,-0.587,-0.3355,0.3419,-0.6526,355.81,302.79,265.08,318.92
1766,28.96,32.11,-0.5994,-0.2764,0.402,-0.6346,15.07,301.9,262.55,318.63
1767,28.51,31.36,-0.6322,-0.1343,0.4174,-0.6388,41.74,311.2,259.86,317.85
1768,29.71,30.76,-0.6651,-0.0428,0.3854,-0.6382,54.51,321.87,262.78,319.85
1769,30.16,32.26,-0.6819,0.0287,0.3459,-0.6439,61.15,331.84,265.44,321.31
1770,30.16,30.91,-0.7053,0.0955,0.2443,-0.6586,56.12,347.76,270.85,319.61
1771,30.61,31.96,-0.7296,0.1066,0.1475,-0.6592,41.68,357.62,275.36,320.86
1772,30.01,32.86,-0.7523,0.1211,0.0487,-0.6458,26.57,7.04,279.54,319.64
1773,32.41,32.26,-0.7428,0.1443,0.0183,-0.6535,24.93,11.25,278.56,323.3
1774,32.26,30.31,-0.6956,0.1014,0.1257,-0.7,36.95,357.9,269.3,320.86
1775,30.16,32.71,-0.6423,0.031,0.2314,-0.7301,40.06,341.5,259.38,320.45
1776,29.71,32.11,-0.6226,-0.0554,0.3229,-0.7107,37.72,326.09,256.64,320.19
1777,29.41,31.21,-0.602,-0.1399,0.3964,-0.6789,33.4,312.45,255.73,318.9
1778,29.11,30.61,-0.5734,-0.267,0.4478,-0.632,20.28,297.63,258.29,320.31
1779,26.86,31.21,-0.5365,-0.3999,0.4824,-0.5653,7.51,282.43,263.98,315.98
1780,27.61,34.06,-0.5057,-0.5025,0.4871,-0.5044,358.37,271.17,270.94,317.94
1781,28.06,30.61,-0.4304,-0.5959,0.4639,-0.4945,338.1,261.77,274.71,317.89
1782,27.01,27.91,-0.4287,-0.6447,0.4203,-0.4732,331.07,259.01,281.85,315.0
1783,27.61,30.91,-0.3289,-0.7688,0.3852,-0.3903,319.43,239.29,295.15,315.47
1784,26.56,31.21,-0.3277,-0.7908,0.3977,-0.3302,329.66,234.01,298.85,314.36
1785,26.41,30.76,-0.3393,-0.753,0.4391,-0.3536,332.88,237.68,292.01,313.73
1786,27.61,30.16,-0.3147,-0.7327,0.4548,-0.3966,325.7,239.33,286.52,317.94
1787,25.66,31.81,-0.3323,-0.7127,0.4147,-0.4579,315.7,247.14,284.81,316.55
1788,25.96,30.31,-0.3022,-0.7345,0.379,-0.4749,304.12,245.5,287.23,312.77
1789,26.71,31.36,-0.3037,-0.6974,0.43,-0.4863,310.69,247.86,279.96,314.36
1790,27.31,30.91,-0.2818,-0.6866,0.4589,-0.4885,311.33,246.46,276.4,314.84
1791,25.96,30.01,-0.2342,-0.7647,0.401,-0.4467,300.6,235.57,288.76,313.24
1792,26.41,31.36,-0.2006,-0.8134,0.4095,-0.3612,309.9,223.37,296.46,313.73
1793,25.96,30.76,-0.2064,-0.826,0.4259,-0.306,321.5,219.59,298.46,312.77
1794,25.06,30.91,-0.2311,-0.8243,0.4818,-0.1872,350.13,214.3,297.86,311.92
1795,25.21,30.76,-0.2333,-0.8361,0.4924,0.0632,39.2,200.37,302.56,311.94
1796,24.46,31.36,-0.1711,-0.8564,0.4246,0.2388,67.32,186.23,309.14,310.78
1797,24.46,31.06,-0.181,-0.8713,0.2791,0.3608,93.74,189.6,328.64,312.64
1798,26.56,31.96,-0.211,-0.867,0.0958,0.4411,107.29,208.33,1.93,314.36
1799,24.76,31.66,-0.2406,-0.8194,-0.1252,0.505,100.23,234.3,44.34,313.64
1800,26.86,30.91,-0.3989,-0.8037,-0.3324,0.2908,23.33,238.43,51.48,315.16
1801,27.01,33.61,-0.5092,-0.7007,-0.4912,0.0921,316.44,239.99,57.38,317.15
1802,30.01,36.46,-0.5179,-0.5667,-0.6307,-0.1133,257.18,225.4,73.35,321.34
1803,31.51,36.46,-0.4451,-0.4251,-0.7447,-0.2582,236.13,179.25,121.02,324.46
1804,33.01,36.46,-0.5304,-0.3308,-0.745,-0.2329,218.42,180.67,131.65,325.18
1805,34.06,36.76,-0.5983,-0.2842,-0.7136,-0.228,200.82,184.65,132.69,326.02
1806,34.66,36.91,-0.6006,-0.2885,-0.7216,-0.1879,205.56,199.93,120.44,329.33
1807,35.71,37.66,-0.5799,-0.2454,-0.7665,-0.1259,216.06,197.22,131.94,328.82
1808,35.86,36.76,-0.6113,-0.2464,-0.7335,-0.1663,203.73,196.19,129.69,330.54
1809,35.86,37.51,-0.6095,-0.2953,-0.7066,-0.2048,201.54,202.19,116.2,328.76
1810,36.31,37.06,-0.6566,-0.3729,-0.6499,-0.0864,226.77,251.96,69.29,328.21
1811,34.06,36.46,-0.6679,-0.4636,-0.5816,-0.0276,253.27,259.74,57.34,326.9
1812,35.56,38.11,-0.6096,-0.596,-0.5115,0.1073,300.57,254.39,58.51,325.98
1813,36.01,36.61,-0.5241,-0.6633,-0.4964,0.1972,330.01,247.3,63.61,324.21
1814,34.06,36.01,-0.5788,-0.6472,-0.4807,0.1227,313.15,250.92,56.4,322.06
1815,33.46,39.46,-0.5815,-0.6453,-0.4943,0.0348,296.0,247.73,53.12,322.84
1816,33.31,39.91,-0.5383,-0.6575,-0.5269,-0.0155,288.01,238.73,56.69,321.75
1817,34.81,40.96,-0.4865,-0.7147,-0.4977,-0.0693,288.62,230.47,52.45,321.13
1818,33.61,41.41,-0.4461,-0.7464,-0.4854,-0.0905,290.75,224.64,51.49,322.8
1819,33.91,40.06,-0.4,-0.7412,-0.5072,-0.1826,274.85,213.62,55.34,320.55
1820,35.26,40.81,-0.3235,-0.7713,-0.5182,-0.1785,284.73,203.37,59.73,323.17
1821,36.61,40.96,-0.1887,-0.8293,-0.4774,-0.2208,293.76,187.0,57.77,322.98
1822,35.56,38.86,-0.1115,-0.8454,-0.4182,-0.3131,282.98,174.62,54.52,322.78
1823,35.26,37.21,-0.1289,-0.8534,-0.3295,-0.3827,264.85,177.26,43.43,319.88
1824,34.66,37.66,-0.1024,-0.8109,-0.3812,-0.432,257.72,164.92,57.6,321.16
1825,34.66,38.26,-0.0016,-0.8276,-0.3821,-0.4111,274.04,154.8,59.62,320.41
1826,34.96,35.56,0.0648,-0.8626,-0.352,-0.3574,290.36,153.73,52.77,321.85
1827,34.06,34.66,0.0664,-0.8456,-0.4081,-0.3378,297.72,153.05,59.16,320.97
1828,34.21,35.86,0.0752,-0.8286,-0.4201,-0.3624,294.98,149.41,62.88,320.49
1829,36.31,35.71,0.1134,-0.8169,-0.4069,-0.3926,293.37,142.83,64.45,322.01
1830,34.36,35.71,0.1711,-0.7693,-0.4106,-0.4586,291.19,129.14,72.93,320.02
1831,34.06,35.71,0.1991,-0.7182,-0.422,-0.5162,290.02,118.24,82.23,319.77
1832,35.26,35.56,0.2213,-0.6894,-0.4453,-0.5267,296.12,114.16,86.72,320.6
1833,34.96,34.51,0.2219,-0.6614,-0.5147,-0.4984,308.95,116.65,91.69,321.1
1834,34.36,35.26,0.2235,-0.6496,-0.578,-0.4403,323.44,122.65,93.38,320.02
1835,36.31,34.66,0.19,-0.6212,-0.6936,-0.3113,345.85,137.7,99.04,321.28
1836,35.26,35.11,0.068,-0.5457,-0.8055,-0.2208,344.9,154.3,113.5,320.6
1837,36.01,32.26,-0.0947,-0.4861,-0.8512,-0.1737,321.46,167.54,122.66,320.48
1838,37.96,32.26,-0.1108,-0.4575,-0.851,-0.233,312.61,161.19,127.45,322.66
1839,35.56,32.56,-0.0937,-0.3318,-0.9167,-0.202,324.38,161.12,143.19,320.7
1840,37.21,32.26,-0.1903,-0.2415,-0.9474,-0.0885,312.44,175.25,152.4,322.11
1841,36.31,32.86,-0.2053,-0.2417,-0.9445,-0.0856,309.18,176.04,152.19,321.28
1842,37.36,31.36,-0.1545,-0.1796,-0.9698,-0.0588,322.57,176.45,159.6,323.54
1843,37.36,33.16,-0.1916,-0.1131,-0.9731,0.0601,317.88,189.9,164.89,322.8
1844,37.36,30.31,-0.1649,-0.1179,-0.9786,0.036,323.38,186.61,165.19,322.8
1845,39.01,30.91,-0.1485,-0.0604,-0.9837,-0.0812,324.86,171.44,174.3,322.99
1846,38.86,31.81,-0.1614,-0.0056,-0.9653,-0.2053,323.42,155.44,183.35,324.61
1847,37.21,33.31,-0.2236,0.0043,-0.9479,-0.227,310.09,151.53,186.94,322.11
1848,37.21,31.96,-0.3194,0.0139,-0.918,-0.2347,289.11,147.32,192.43,324.64
1849,38.56,31.96,-0.3661,-0.0304,-0.9027,-0.2241,275.17,148.82,188.51,324.55
1850,36.91,31.36,-0.4886,-0.0461,-0.8527,-0.1787,243.61,150.48,190.5,322.76
1851,37.51,30.61,-0.7206,-0.0442,-0.6771,-0.1427,197.47,58.55,286.22,325.32
1852,35.56,29.71,-0.9323,-0.0148,-0.3201,-0.1675,286.0,5.72,337.72,319.98
1853,33.91,32.71,-0.9757,-0.1282,-0.0536,-0.1693,342.97,346.43,341.33,320.55
1854,30.91,30.61,-0.8747,0.1263,0.4344,0.1733,91.5,32.17,36.28,318.7
1855,29.71,32.56,-0.7613,0.1516,0.5954,0.2071,115.09,62.84,67.52,321.06
1856,29.41,33.76,-0.6927,0.1708,0.6652,0.2202,115.62,83.89,88.06,320.08
1857,29.26,33.61,-0.5742,0.2593,0.7126,0.3087,82.32,101.5,105.89,318.92
1858,28.96,33.61,-0.4073,0.4192,0.7049,0.4019,27.45,110.81,109.03,318.29
1859,26.86,35.11,-0.2317,0.5126,0.7433,0.3621,356.92,129.1,111.55,319.85
1860,25.36,35.56,-0.1734,0.5942,0.7078,0.3405,341.68,135.82,103.7,319.57
1861,25.36,35.11,-0.1078,0.6454,0.6688,0.3529,323.71,139.97,98.7,318.22
1862,24.46,34.96,0.0446,0.7005,0.6627,0.261,309.74,161.75,90.93,316.81
1863,22.36,34.21,0.1963,0.721,0.6366,0.1908,296.66,182.71,82.11,316.18
1864,21.76,36.16,0.2729,0.7033,0.6521,0.0751,305.03,198.8,81.04,319.46
1865,21.61,33.61,0.2286,0.6583,0.7172,-0.0041,322.38,198.91,91.74,315.2
1866,22.06,34.51,0.0454,0.5907,0.7996,0.0983,338.24,173.95,107.67,313.3
1867,23.56,34.51,-0.1068,0.488,0.854,0.1458,4.59,159.3,120.09,316.5
1868,24.76,34.81,-0.346,0.3723,0.8552,0.1016,62.14,149.76,124.36,316.06
1869,25.96,34.66,-0.5301,0.2406,0.8022,0.1322,103.8,130.77,121.47,317.24
1870,28.21,33.91,-0.6598,0.1839,0.7208,0.1059,131.64,105.11,98.64,317.88
1871,28.21,37.51,-0.7318,0.1204,0.6706,0.0155,155.8,70.02,61.46,319.25
1872,28.06,33.76,-0.798,-0.1031,0.5875,-0.0861,133.82,317.34,318.75,318.4
1873,29.86,33.76,-0.855,-0.3054,0.4051,-0.1075,77.68,308.53,326.38,317.4
1874,30.91,32.71,-0.8966,-0.2751,0.3222,-0.1287,60.93,318.04,331.73,317.16
1875,32.71,31.96,-0.9345,-0.2112,0.2533,-0.134,49.27,329.4,336.85,318.04
1876,32.56,32.86,-0.9886,-0.1147,0.0923,-0.0307,20.22,346.35,355.23,318.5
1877,33.16,33.76,-0.9861,0.0712,-0.0599,0.1378,344.17,7.18,15.42,319.92
1878,33.01,36.76,-0.9543,0.1861,-0.1021,0.2102,328.29,18.95,22.18,323.97
1879,34.66,36.91,-0.8796,0.29,-0.1571,0.3428,303.27,27.22,35.58,324.3
1880,36.61,38.11,-0.848,0.4181,-0.1919,0.2631,293.9,46.52,19.93,323.28
1881,37.36,38.86,-0.8429,0.432,-0.1886,0.2594,294.36,48.62,19.05,328.43
1882,36.01,39.76,-0.8022,0.5447,-0.1824,0.1631,303.89,67.33,4.09,326.14
1883,35.11,40.96,-0.6625,0.7183,-0.2107,-0.0259,332.0,97.15,339.67,327.34
1884,34.81,43.51,-0.2944,0.8287,-0.3014,-0.3683,51.31,128.03,307.37,328.35
1885,33.01,46.36,0.0019,0.7486,-0.3581,-0.558,113.61,133.55,282.73,332.81
1886,30.91,47.56,0.0686,0.7263,-0.4361,-0.5268,111.21,140.43,276.55,329.99
1887,28.66,45.76,0.251,0.5982,-0.4377,-0.6226,149.41,111.96,233.1,327.01
1888,28.36,47.86,0.3354,0.5681,-0.381,-0.6477,165.12,60.3,179.28,328.68
1889,29.41,47.11,0.2481,0.6229,-0.3677,-0.6444,160.28,105.7,233.87,334.86
1890,30.31,46.66,0.2684,0.6246,-0.3346,-0.6526,168.35,92.41,221.86,334.58
1891,30.61,48.31,0.4208,0.5706,-0.3108,-0.633,159.47,330.88,88.29,333.89
1892,31.81,48.76,0.5607,0.5073,-0.2089,-0.6201,119.43,322.1,73.46,337.23
1893,29.86,48.31,0.6876,0.4279,-0.0229,-0.5861,64.44,318.4,68.36,334.01
1894,31.66,48.91,0.7463,0.3716,0.0562,-0.5493,37.85,319.34,65.64,339.71
1895,33.61,46.96,0.7346,0.3114,0.0836,-0.5969,28.83,324.86,73.61,340.57
1896,32.71,46.51,0.7188,0.2411,-0.015,-0.6519,39.26,339.68,80.86,344.37
1897,31.81,45.31,0.7407,0.2161,-0.2075,-0.6014,69.12,355.09,76.62,342.46
1898,30.01,43.51,0.7213,0.2533,-0.1804,-0.6189,70.01,350.01,78.11,339.7
1899,30.31,45.31,0.7665,0.2212,0.0791,-0.5978,16.46,334.02,74.0,342.94
1900,32.41,43.36,0.7906,0.1457,0.3506,-0.4805,311.05,321.45,71.25,343.01
1901,34.21,42.16,0.8656,0.0001,0.2342,-0.4426,312.17,346.88,56.95,346.91
1902,32.71,45.46,0.865,-0.1601,-0.1202,-0.4602,6.96,22.85,56.73,346.34
1903,29.71,43.51,0.8231,-0.1862,-0.3054,-0.4411,39.57,37.75,63.2,348.02
1904,29.86,45.76,0.7888,-0.1274,-0.4431,-0.4064,73.1,44.31,69.83,346.44
1905,28.21,44.86,0.6495,-0.0685,-0.6858,-0.3212,115.73,84.6,106.02,343.97
1906,24.76,45.46,0.5792,-0.068,-0.775,-0.2436,119.67,114.76,129.54,339.1
1907,23.71,42.76,0.6207,-0.086,-0.7348,-0.2597,120.32,100.96,115.57,334.02
1908,24.01,43.36,0.6527,-0.1189,-0.7011,-0.2614,117.08,91.24,103.26,336.97
1909,26.11,42.61,0.7603,-0.1185,-0.5812,-0.2648,110.36,58.74,71.18,338.09
1910,25.21,43.06,0.917,-0.0954,-0.3134,-0.2275,64.2,22.02,34.28,336.23
1911,27.76,42.76,0.9679,-0.2118,0.0236,-0.1333,348.26,23.94,14.44,342.31
1912,28.66,45.01,0.93,-0.2665,0.2419,0.0742,311.55,35.66,342.97,342.29
1913,30.16,45.76,0.9315,0.068,0.3298,0.1377,281.43,357.34,344.13,349.85
1914,30.91,43.96,0.8294,0.4216,0.3604,0.0659,278.39,300.54,14.9,339.26
1915,29.71,42.76,0.7927,0.5528,0.2416,0.0874,302.68,288.07,8.42,336.52
1916,29.86,43.96,0.727,0.5435,0.0213,0.419,301.78,297.86,317.87,334.01
1917,27.46,42.76,0.4592,0.3963,-0.2297,0.7611,313.82,309.12,253.32,334.06
1918,27.61,42.91,-0.0359,0.1058,-0.3197,0.9409,334.36,322.47,180.01,335.21
1919,27.01,44.56,-0.5142,-0.2143,-0.3268,0.7635,358.98,314.0,112.29,337.65
1920,23.41,44.11,-0.7034,-0.1158,-0.5527,0.4316,274.68,299.51,88.72,336.76
1921,23.71,45.91,-0.7939,0.0206,-0.6042,0.0647,211.66,350.39,16.59,341.13
1922,25.21,45.61,-0.8797,0.0514,-0.4727,0.0078,247.3,8.62,356.39,348.23
1923,23.71,43.81,-0.9514,-0.0209,-0.3068,-0.016,288.47,357.89,358.76,352.79
1924,22.06,45.01,-0.981,-0.1366,-0.1358,-0.0226,328.36,344.2,359.57,350.73
1925,21.01,43.66,-0.9517,-0.2971,-0.0508,0.0582,352.88,325.08,8.12,347.51
1926,19.95,42.61,-0.8755,-0.4672,-0.0541,0.1105,0.98,303.89,14.13,342.87
1927,20.71,42.61,-0.8023,-0.5774,-0.1363,0.0657,343.58,287.41,15.39,341.57
1928,19.2,42.91,-0.7824,-0.5985,-0.0846,0.1496,5.34,285.63,19.62,332.02
1929,19.5,40.51,-0.8086,-0.5041,0.093,0.2888,52.41,301.93,24.58,335.96
1930,18.75,40.51,-0.7195,-0.4074,0.2605,0.4985,102.7,328.48,53.98,335.11
1931,17.55,40.66,-0.5069,-0.397,0.412,0.6448,136.75,20.45,117.62,328.39
1932,15.9,39.01,-0.3618,-0.5541,0.4087,0.6285,165.75,65.35,179.18,328.09
