,time,acc_X,acc_Y,acc_Z,gyro_X,gyro_Y,gyro_Z,compass_1,compass_2,compass_3
0,1490.0,-0.05,0.02,-1.01,-0.3,-1.77,0.06,-7.65,80.42,-21.46
1,1573.0,-0.05,0.01,-0.98,-0.43,-1.52,-0.73,-9.3,79.22,-19.2
2,1582.0,-0.06,0.03,-1.06,-1.34,-4.02,-0.49,-8.55,79.52,-19.95
3,1591.0,-0.05,0.0,-0.96,0.0,3.11,-0.55,-8.7,80.42,-20.41
4,1600.0,-0.07,0.02,-1.03,-0.55,-3.72,-0.3,-8.4,81.62,-20.86
5,1610.0,-0.06,0.0,-1.02,-0.3,0.61,-0.3,-8.7,80.12,-21.16
6,1619.0,-0.05,0.01,-1.03,-0.06,-2.44,0.18,-8.7,78.92,-20.86
7,1628.0,-0.07,0.01,-0.96,-0.55,-1.46,-0.98,-7.65,79.37,-20.86
8,1637.0,-0.07,0.02,-1.0,-0.06,-0.79,0.67,-7.95,80.12,-21.16
9,1647.0,-0.06,0.02,-1.02,-0.55,-2.2,-1.34,-8.1,79.52,-21.61
10,1656.0,-0.06,0.03,-1.02,0.24,0.18,0.73,-9.15,78.92,-21.16
11,1665.0,-0.05,0.02,-1.04,-0.61,-1.89,-1.16,-9.15,78.92,-21.16
12,1675.0,-0.06,0.01,-1.01,0.12,-1.16,0.3,-8.85,79.52,-21.01
13,1684.0,-0.07,0.02,-1.02,-0.3,-1.28,-0.61,-8.7,78.92,-20.41
14,1693.0,-0.05,-0.0,-1.01,-0.18,-1.65,-0.49,-8.85,79.97,-20.56
15,1736.0,-0.06,0.04,-1.0,-0.3,-2.2,-0.12,-8.1,79.22,-20.56
16,1745.0,-0.06,0.0,-1.01,-0.43,-0.73,-0.91,-8.1,79.22,-20.56
17,1754.0,-0.06,0.01,-1.01,-0.06,-0.85,0.12,-10.05,79.52,-21.01
18,1763.0,-0.06,0.02,-1.01,-0.43,-0.98,-0.49,-9.45,79.67,-21.91
19,1773.0,-0.05,0.01,-1.02,-0.18,-1.1,-0.24,-9.3,81.02,-21.31
20,1782.0,-0.06,0.02,-1.0,-0.24,-1.59,-0.18,-9.3,79.52,-22.36
21,1791.0,-0.05,0.02,-1.01,-0.3,-1.34,-0.61,-8.85,79.97,-22.66
22,1800.0,-0.05,0.02,-1.01,-0.24,-1.77,-0.12,-9.15,79.67,-22.51
23,1809.0,-0.05,0.02,-1.02,-0.3,-0.91,-0.49,-10.35,78.77,-20.26
24,1818.0,-0.05,0.01,-1.01,-0.3,-1.28,-0.43,-8.55,80.27,-20.26
25,1828.0,-0.06,0.02,-1.02,-0.18,-1.77,0.0,-10.2,79.67,-22.21
26,1837.0,-0.06,0.02,-1.01,-0.3,-1.22,-0.73,-8.7,81.62,-21.46
27,1846.0,-0.06,0.02,-1.02,-0.24,-1.34,0.0,-8.7,80.12,-22.51
28,1855.0,-0.06,0.02,-1.02,-0.43,-1.22,-0.61,-8.7,80.12,-22.51
29,1883.0,-0.06,0.01,-1.02,-0.37,-1.34,-0.43,-9.3,78.47,-19.2
30,1892.0,-0.06,0.02,-1.02,-0.24,-1.52,-0.12,-8.4,79.37,-20.11
31,1901.0,-0.05,0.01,-1.01,-0.43,-1.28,-0.61,-9.3,79.97,-22.06
32,1910.0,-0.06,0.02,-1.02,-0.12,-1.22,0.0,-10.05,80.57,-20.26
33,1919.0,-0.06,0.02,-1.02,-0.37,-1.04,-0.55,-10.05,79.22,-20.56
34,1929.0,-0.06,0.01,-1.02,-0.24,-1.34,-0.3,-10.95,80.42,-20.41
35,1938.0,-0.07,0.02,-1.03,-0.18,-1.59,0.0,-10.2,79.37,-21.46
36,1947.0,-0.06,0.01,-1.01,-0.3,-1.28,-0.67,-8.4,81.17,-20.41
37,1956.0,-0.06,0.02,-1.01,-0.24,-1.52,0.0,-8.4,80.87,-19.35
38,1965.0,-0.07,0.02,-1.0,-0.18,-1.1,-0.49,-8.4,80.87,-19.35
39,1974.0,-0.06,0.01,-1.0,-0.24,-1.28,-0.37,-8.85,79.52,-21.31
40,1983.0,-0.06,0.02,-1.02,-0.24,-1.52,-0.12,-8.85,80.27,-20.26
41,1993.0,-0.06,0.02,-1.02,-0.3,-1.4,-0.67,-8.1,80.27,-21.61
42,2002.0,-0.06,0.01,-1.01,-0.18,-1.22,-0.18,-9.45,78.92,-20.41
43,2029.0,-0.06,0.02,-1.02,-0.3,-1.16,-0.3,-10.05,79.97,-22.36
44,2039.0,-0.05,0.01,-1.01,-0.24,-1.22,-0.55,-7.95,80.87,-21.16
45,2048.0,-0.06,0.02,-1.02,-0.24,-1.52,0.0,-10.05,79.22,-21.01
46,2057.0,-0.05,0.02,-1.01,-0.37,-1.28,-0.79,-9.15,80.12,-22.21
47,2066.0,-0.06,0.01,-1.02,-0.18,-1.28,-0.24,-7.95,80.42,-21.46
48,2075.0,-0.06,0.03,-1.01,-0.3,-1.46,-0.3,-10.2,79.67,-21.46
49,2085.0,-0.05,0.0,-1.03,-0.43,-1.28,-0.73,-10.2,79.67,-21.46
50,2094.0,-0.06,0.01,-1.02,-0.12,-1.22,0.06,-8.55,79.52,-21.31
51,2103.0,-0.05,0.02,-1.01,-0.3,-0.73,-0.61,-9.15,78.92,-21.16
52,2112.0,-0.05,0.0,-1.01,-0.12,-1.52,-0.18,-9.45,80.42,-21.46
53,2121.0,-0.07,0.02,-1.02,-0.24,-1.83,-0.3,-7.65,80.12,-20.86
54,2130.0,-0.05,0.01,-1.01,-0.3,-0.98,-0.67,-8.55,80.27,-21.31
55,2140.0,-0.06,0.02,-1.0,-0.24,-1.46,0.0,-8.85,79.22,-21.61
56,2149.0,-0.06,0.03,-1.02,-0.3,-1.16,-0.55,-6.9,80.12,-20.86
57,2176.0,-0.05,0.01,-1.03,-0.18,-0.79,-0.49,-8.4,80.87,-20.11
58,2185.0,-0.06,0.02,-1.01,-0.12,-1.22,-0.12,-7.2,80.12,-21.16
59,2194.0,-0.05,0.02,-1.02,-0.18,-1.4,-0.73,-7.2,80.12,-21.16
60,2204.0,-0.05,0.02,-1.01,-0.24,-1.4,-0.12,-7.2,78.62,-20.86
61,2213.0,-0.06,0.02,-1.01,-0.3,-1.34,-0.43,-7.8,79.97,-22.06
62,2222.0,-0.04,0.01,-1.01,-0.3,-1.04,-0.55,-8.1,81.32,-21.01
63,2231.0,-0.06,0.03,-1.02,-0.06,-1.22,-0.12,-7.65,81.62,-22.51
64,2240.0,-0.06,0.02,-1.01,-0.37,-1.34,-0.67,-7.8,79.22,-20.26
65,2249.0,-0.06,0.01,-1.02,-0.12,-1.04,-0.24,-9.3,78.77,-21.31
66,2259.0,-0.06,0.03,-1.01,-0.43,-1.22,-0.18,-7.8,80.27,-22.06
67,2268.0,-0.06,0.02,-1.01,-0.37,-1.1,-0.61,-8.7,79.67,-21.16
68,2277.0,-0.06,0.01,-1.02,-0.12,-1.46,0.0,-8.55,81.02,-21.61
69,2286.0,-0.06,0.02,-1.01,-0.18,-1.59,-0.61,-8.55,79.97,-21.61
70,2295.0,-0.06,0.02,-1.02,-0.18,-1.28,-0.43,-7.2,80.42,-20.41
71,2322.0,-0.06,0.02,-1.0,-0.24,-1.22,-0.12,-8.7,79.37,-21.46
72,2332.0,-0.06,0.03,-1.0,-0.43,-1.04,-0.73,-7.5,80.27,-22.36
73,2341.0,-0.05,0.02,-1.01,-0.3,-1.1,-0.12,-8.85,79.52,-21.61
74,2350.0,-0.06,0.02,-1.02,-0.18,-1.4,-0.43,-7.8,79.97,-22.06
75,2359.0,-0.06,0.01,-1.01,-0.3,-1.4,-0.49,-8.85,79.52,-19.95
76,2368.0,-0.05,0.02,-1.0,-0.24,-1.46,-0.12,-6.15,78.92,-20.86
77,2377.0,-0.06,0.02,-1.02,-0.37,-1.22,-0.61,-7.95,80.42,-21.91
78,2387.0,-0.06,0.01,-1.0,-0.43,-1.22,-0.3,-7.95,79.67,-22.51
79,2396.0,-0.06,0.03,-1.02,-0.3,-1.34,-0.24,-8.1,81.77,-21.31
80,2405.0,-0.07,0.01,-1.01,-0.37,-1.1,-0.79,-8.7,79.67,-20.86
81,2414.0,-0.06,0.01,-1.02,-0.24,-1.34,0.0,-8.7,79.67,-20.86
82,2423.0,-0.07,0.02,-1.01,-0.3,-1.4,-0.55,-6.75,80.27,-23.86
83,2432.0,-0.07,0.01,-1.01,-0.24,-1.28,-0.43,-9.15,80.12,-21.16
84,2441.0,-0.06,0.02,-1.02,-0.24,-1.28,-0.12,-7.95,81.62,-22.21
85,2469.0,-0.07,0.02,-1.02,-0.37,-1.28,-0.55,-7.05,79.52,-20.26
86,2478.0,-0.05,0.01,-1.0,-0.24,-1.22,-0.18,-7.5,80.57,-21.01
87,2487.0,-0.05,0.02,-1.02,-0.3,-1.4,-0.18,-7.2,80.42,-20.41
88,2497.0,-0.06,0.01,-1.02,-0.37,-1.22,-0.55,-6.9,80.42,-20.86
89,2506.0,-0.06,0.02,-1.02,-0.24,-1.34,-0.12,-5.4,81.17,-21.16
90,2515.0,-0.07,0.02,-1.02,-0.37,-1.22,-0.49,-6.45,80.42,-21.91
91,2524.0,-0.05,0.02,-1.02,-0.18,-1.52,-0.3,-6.45,80.42,-21.91
92,2533.0,-0.06,0.01,-1.03,-0.3,-1.4,0.0,-5.4,80.42,-20.86
93,2542.0,-0.05,0.02,-1.02,-0.3,-1.16,-0.67,-6.45,80.12,-22.51
94,2551.0,-0.06,0.01,-1.02,-0.18,-1.28,-0.12,-6.3,80.27,-23.41
95,2561.0,-0.06,0.01,-1.01,-0.18,-1.34,-0.24,-6.45,80.42,-21.46
96,2570.0,-0.06,0.02,-1.01,-0.37,-1.16,-0.61,-6.0,81.02,-21.01
97,2579.0,-0.07,0.01,-1.01,-0.18,-1.34,0.0,-5.25,81.77,-21.61
98,2588.0,-0.05,0.03,-1.02,-0.3,-1.46,-0.37,-8.4,80.42,-21.46
99,2616.0,-0.05,0.01,-1.02,-0.37,-1.28,-0.43,-7.8,79.22,-20.56
100,2625.0,-0.06,0.02,-1.02,-0.24,-1.59,0.0,-8.4,79.67,-22.51
101,2634.0,-0.06,0.03,-1.01,-0.49,-1.16,-0.67,-8.4,79.67,-22.51
102,2643.0,-0.05,0.02,-1.0,-0.37,-1.16,-0.12,-6.9,80.12,-21.91
103,2652.0,-0.07,0.02,-1.01,-0.24,-1.22,-0.3,-7.2,80.87,-21.91
104,2661.0,-0.06,0.02,-1.02,-0.3,-1.16,-0.67,-7.2,79.67,-20.86
105,2670.0,-0.06,0.03,-1.01,-0.12,-1.71,-0.12,-6.9,79.37,-21.16
106,2680.0,-0.06,0.02,-1.03,-0.24,-1.16,-0.55,-7.65,81.17,-21.46
107,2689.0,-0.05,0.02,-1.01,-0.06,-0.91,-0.43,-6.3,78.77,-21.31
108,2698.0,-0.06,0.02,-1.02,-0.18,-1.1,-0.12,-7.65,79.37,-20.86
109,2707.0,-0.06,0.01,-1.01,-0.3,-1.28,-0.73,-9.15,78.62,-21.91
110,2716.0,-0.05,0.01,-1.02,-0.43,-1.59,-0.24,-7.95,80.12,-23.26
111,2725.0,-0.06,0.02,-1.01,-0.3,-1.28,-0.24,-8.55,78.77,-22.06
112,2735.0,-0.06,0.01,-1.01,-0.3,-0.85,-0.67,-6.75,79.22,-21.01
113,2762.0,-0.07,0.01,-1.01,-0.18,-1.1,0.0,-7.05,79.52,-21.61
114,2771.0,-0.06,0.02,-1.02,-0.3,-1.4,-0.49,-8.4,78.62,-20.41
115,2780.0,-0.05,0.01,-1.02,-0.3,-1.34,-0.61,-7.95,79.67,-21.16
116,2789.0,-0.05,0.02,-1.02,-0.24,-1.28,0.0,-8.4,80.42,-23.26
117,2799.0,-0.05,0.02,-1.01,-0.43,-1.1,-0.55,-8.85,80.57,-21.61
118,2808.0,-0.06,0.01,-1.02,-0.12,-1.16,0.0,-7.65,78.92,-21.46
119,2817.0,-0.05,0.02,-1.01,-0.18,-1.46,-0.18,-8.7,80.12,-20.41
120,2826.0,-0.05,0.02,-1.02,-0.3,-1.52,-0.73,-6.9,79.67,-22.51
121,2835.0,-0.05,0.01,-1.04,-0.24,-1.46,-0.18,-7.8,79.52,-21.01
122,2844.0,-0.05,0.02,-1.02,-0.24,-1.34,-0.37,-7.2,80.12,-20.86
123,2853.0,-0.06,0.02,-1.02,-0.43,-1.34,-0.55,-7.2,80.12,-20.86
124,2863.0,-0.05,0.01,-1.01,-0.49,-2.13,-0.24,-7.8,79.22,-22.36
125,2872.0,-0.06,0.03,-1.02,-0.24,-0.43,0.0,-9.15,80.87,-22.21
126,2881.0,-0.06,0.01,-1.02,-0.61,-1.04,-0.61,-7.95,80.12,-20.86
127,2905.0,-0.06,0.01,-1.03,-0.12,-1.95,0.24,-6.45,80.87,-21.46
128,2915.0,-0.06,0.03,-1.01,-0.3,-0.06,-0.55,-8.4,80.12,-21.46
129,2924.0,-0.05,0.0,-1.02,-0.49,-2.8,-0.55,-8.4,80.12,-21.46
130,2933.0,-0.07,0.04,-1.02,-0.06,-0.43,0.12,-8.55,79.97,-21.31
131,2942.0,-0.06,0.01,-1.01,-0.43,-1.22,-0.91,-7.05,79.22,-21.31
132,2951.0,-0.07,0.02,-1.03,-0.3,-1.59,0.24,-7.5,81.32,-21.61
133,2960.0,-0.06,0.01,-1.0,-0.18,-0.79,-0.61,-8.7,81.92,-21.91
134,2970.0,-0.06,0.01,-1.01,-0.3,-1.95,-0.37,-10.35,79.97,-21.61
135,2979.0,-0.06,0.01,-1.02,-0.12,-1.52,-0.12,-8.85,79.22,-22.06
136,2988.0,-0.06,0.02,-1.0,-0.24,-0.85,-0.43,-8.85,78.77,-22.06
137,2997.0,-0.06,0.02,-1.01,-0.37,-1.46,-0.49,-7.2,80.42,-21.46
138,3006.0,-0.06,0.02,-1.02,-0.37,-1.4,0.0,-8.55,79.52,-22.36
139,3015.0,-0.06,0.02,-1.02,-0.43,-1.04,-0.73,-8.1,79.52,-20.26
140,3025.0,-0.06,0.01,-1.02,-0.37,-1.16,0.0,-8.55,79.52,-22.06
141,3052.0,-0.05,0.03,-1.03,-0.24,-1.22,-0.49,-8.4,80.87,-21.16
142,3061.0,-0.06,0.02,-1.01,-0.24,-1.28,-0.55,-7.5,78.47,-22.06
143,3070.0,-0.05,0.02,-1.02,-0.18,-1.46,0.0,-7.8,80.27,-22.06
144,3079.0,-0.06,0.02,-1.01,-0.18,-1.16,-0.55,-7.5,80.27,-22.06
145,3089.0,-0.05,0.02,-1.03,-0.24,-1.46,-0.37,-8.55,80.27,-22.06
146,3098.0,-0.06,0.02,-1.01,-0.18,-1.4,-0.18,-8.55,80.57,-21.31
147,3107.0,-0.06,0.02,-1.0,-0.3,-1.52,-0.55,-7.95,80.42,-22.21
148,3116.0,-0.06,0.01,-1.01,-0.43,-1.34,-0.3,-7.65,78.62,-21.46
149,3125.0,-0.06,0.02,-1.02,-0.18,-1.22,-0.12,-9.15,81.92,-20.86
150,3134.0,-0.05,0.02,-1.0,-0.43,-1.28,-0.61,-8.7,79.67,-21.16
151,3144.0,-0.05,-0.0,-1.02,-0.37,-1.4,-0.12,-8.7,79.67,-21.16
152,3153.0,-0.07,0.02,-1.02,-0.24,-1.28,-0.43,-8.4,79.37,-21.16
153,3162.0,-0.06,0.01,-1.01,-0.49,-1.04,-0.49,-8.55,81.02,-23.11
154,3171.0,-0.05,0.01,-1.0,-0.3,-1.16,0.0,-7.65,81.17,-22.51
155,3198.0,-0.07,0.03,-1.02,-0.24,-1.34,-0.55,-7.5,79.52,-20.56
156,3208.0,-0.06,0.01,-1.02,-0.3,-1.34,-0.43,-8.1,79.22,-22.66
157,3217.0,-0.06,0.01,-1.02,-0.24,-1.46,-0.3,-6.9,80.12,-20.86
158,3226.0,-0.06,0.02,-1.0,-0.37,-1.04,-0.73,-8.55,79.22,-22.36
159,3235.0,-0.07,0.01,-1.02,-0.18,-1.22,-0.24,-6.3,81.02,-21.31
160,3244.0,-0.06,0.02,-1.02,-0.3,-1.59,-0.18,-8.4,80.42,-21.16
161,3254.0,-0.06,0.02,-1.02,-0.43,-1.1,-0.61,-8.7,80.42,-21.16
162,3263.0,-0.06,0.02,-1.01,-0.18,-1.28,-0.12,-8.7,80.42,-21.16
163,3272.0,-0.07,0.02,-1.02,-0.12,-1.22,-0.3,-7.8,79.22,-20.56
164,3281.0,-0.06,0.02,-1.0,-0.37,-1.1,-0.49,-7.65,79.67,-21.46
165,3290.0,-0.06,0.02,-1.01,-0.18,-1.46,0.06,-6.9,80.12,-20.11
166,3299.0,-0.06,0.02,-1.01,-0.3,-1.22,-0.55,-7.2,78.92,-22.21
167,3309.0,-0.05,0.01,-1.02,-0.24,-1.22,-0.55,-7.65,78.62,-21.16
168,3318.0,-0.05,0.02,-1.01,-0.24,-1.52,0.0,-5.85,80.42,-22.21
169,3345.0,-0.06,0.02,-1.01,-0.37,-1.16,-0.61,-6.45,79.37,-21.16
170,3354.0,-0.06,0.01,-1.01,-0.24,-1.04,-0.24,-6.75,79.22,-21.61
171,3364.0,-0.06,0.02,-1.02,-0.18,-1.16,-0.18,-6.75,80.57,-22.36
172,3373.0,-0.05,0.02,-1.02,-0.24,-1.34,-0.55,-6.75,80.57,-22.36
173,3382.0,-0.06,0.01,-1.01,-0.12,-1.59,-0.18,-7.8,81.02,-22.36
174,3391.0,-0.05,0.02,-1.0,-0.24,-1.4,-0.37,-7.2,78.32,-22.51
175,3400.0,-0.05,0.01,-0.99,-0.37,-1.16,-0.67,-8.55,80.27,-21.31
176,3409.0,-0.06,0.03,-1.01,-0.3,-1.46,-0.12,-6.9,78.32,-21.46
177,3419.0,-0.06,0.01,-1.02,-0.3,-1.16,-0.37,-7.65,79.67,-22.21
178,3428.0,-0.05,0.01,-1.01,-0.24,-1.34,-0.43,-7.5,79.97,-22.06
179,3437.0,-0.06,0.02,-1.01,-0.18,-1.4,-0.12,-7.2,80.12,-22.21
180,3446.0,-0.06,0.01,-1.01,-0.43,-1.34,-0.67,-8.4,78.62,-22.21
181,3455.0,-0.06,0.01,-1.01,-0.3,-1.28,-0.24,-9.45,79.67,-21.16
182,3465.0,-0.05,0.02,-1.02,-0.18,-1.28,-0.18,-9.15,80.87,-21.46
183,3492.0,-0.06,0.02,-1.01,-0.3,-1.22,-0.61,-6.3,79.52,-22.36
184,3501.0,-0.05,0.01,-1.02,-0.43,-1.34,-0.12,-6.45,79.67,-20.41
185,3510.0,-0.06,0.02,-1.01,-0.3,-1.34,-0.24,-7.5,79.52,-21.01
186,3519.0,-0.06,0.02,-1.02,-0.43,-1.28,-0.61,-6.9,80.87,-21.46
187,3529.0,-0.06,0.01,-1.02,-0.12,-1.16,-0.18,-10.2,78.92,-21.46
188,3538.0,-0.06,0.02,-1.02,-0.3,-1.22,-0.37,-8.1,79.97,-21.61
189,3547.0,-0.05,0.02,-1.02,-0.24,-1.28,-0.49,-8.7,81.17,-21.16
190,3556.0,-0.06,0.02,-1.01,-0.06,-1.4,-0.12,-8.4,80.87,-20.86
191,3565.0,-0.06,0.02,-1.02,-0.37,-1.22,-0.55,-7.2,79.67,-22.96
192,3574.0,-0.06,0.01,-1.01,-0.24,-1.28,-0.43,-8.7,80.12,-21.16
193,3584.0,-0.05,0.01,-1.02,-0.24,-1.4,-0.18,-6.9,79.37,-22.21
194,3593.0,-0.06,0.01,-1.01,-0.24,-0.91,-0.67,-6.9,79.37,-22.21
195,3602.0,-0.06,0.01,-1.03,-0.37,-2.01,-0.43,-6.45,80.42,-22.21
196,3611.0,-0.06,0.02,-1.01,-0.24,-1.28,0.0,-7.5,80.27,-21.01
197,3639.0,-0.06,0.02,-1.03,-0.49,-1.28,-0.73,-7.05,80.57,-21.01
198,3648.0,-0.05,0.01,-1.03,-0.37,-0.91,-0.37,-9.45,80.12,-22.21
199,3657.0,-0.06,0.02,-1.02,-0.24,-0.91,-0.12,-8.85,79.22,-21.61
200,3666.0,-0.05,0.01,-1.0,-0.3,-1.28,-0.67,-8.1,78.77,-22.36
201,3675.0,-0.06,0.03,-1.02,-0.24,-1.28,0.12,-8.1,79.52,-22.06
202,3685.0,-0.05,0.02,-1.02,-0.24,-1.4,-0.55,-9.6,79.52,-21.61
203,3694.0,-0.05,0.01,-1.01,-0.18,-1.16,-0.3,-8.55,80.27,-22.66
204,3703.0,-0.06,0.02,-1.02,-0.37,-1.46,-0.18,-8.55,80.27,-22.66
205,3712.0,-0.06,0.02,-1.01,-0.24,-1.4,-0.61,-7.8,79.52,-22.06
206,3721.0,-0.06,0.02,-1.02,-0.37,-1.34,-0.37,-8.4,80.87,-21.46
207,3730.0,-0.04,0.02,-1.03,-0.37,-1.16,-0.18,-10.2,80.42,-22.51
208,3740.0,-0.05,0.02,-1.01,-0.49,-1.22,-0.61,-7.95,79.37,-20.41
209,3749.0,-0.06,0.01,-1.02,-0.3,-1.4,-0.3,-7.2,80.42,-21.91
210,3758.0,-0.06,0.02,-1.02,-0.3,-1.52,-0.24,-9.45,78.92,-21.16
211,3787.0,-0.06,0.01,-1.0,-0.37,-0.98,-0.73,-9.45,79.67,-20.86
212,3796.0,-0.06,0.02,-1.01,-0.24,-1.22,0.0,-8.4,79.67,-21.91
213,3805.0,-0.06,0.01,-1.02,-0.37,-1.22,-0.3,-9.15,79.67,-22.21
214,3814.0,-0.06,0.02,-1.01,-0.37,-1.28,-0.55,-7.95,80.42,-21.91
215,3823.0,-0.06,0.02,-1.03,-0.24,-1.34,-0.12,-9.3,81.02,-22.36
216,3833.0,-0.06,0.02,-1.02,-0.3,-1.46,-0.43,-9.3,81.02,-22.36
217,3842.0,-0.05,0.01,-1.0,-0.37,-1.28,-0.49,-9.45,80.12,-22.21
218,3851.0,-0.05,0.02,-1.02,-0.3,-1.46,-0.12,-6.75,79.52,-22.06
219,3860.0,-0.1,0.02,-1.05,-1.16,-3.23,-0.85,-8.85,80.27,-21.61
220,3869.0,-0.06,0.03,-1.03,-0.91,-0.85,-0.85,-9.6,79.22,-22.06
221,3879.0,-0.01,-0.02,-2.0,-0.73,-1.28,0.91,-7.5,79.52,-21.31
222,3888.0,-0.03,0.01,-1.15,-0.73,-1.65,-0.85,-8.55,79.52,-21.31
223,3897.0,-0.07,0.02,-1.0,0.12,2.2,0.18,-8.1,80.27,-22.36
224,3906.0,-0.05,0.02,-1.05,-0.49,-3.35,-0.85,-8.85,79.97,-21.31
225,3934.0,-0.05,0.02,-1.01,0.06,-1.59,-0.61,-7.95,80.12,-21.91
226,3943.0,-0.06,0.02,-1.01,-0.12,-0.91,-0.37,-7.95,80.12,-21.91
227,3952.0,-0.05,0.01,-1.01,0.3,-0.43,-0.55,-7.95,81.17,-22.51
228,3961.0,-0.06,0.03,-0.91,-0.24,-2.01,-0.3,-8.1,79.22,-22.36
229,3970.0,-0.07,0.03,-1.03,-0.12,-1.46,-0.85,-9.3,81.77,-22.06
230,3979.0,-0.05,-0.01,-0.83,-0.91,-1.83,-0.12,-8.7,80.12,-21.91
231,3989.0,-0.07,0.01,-0.98,-0.98,-2.56,-0.24,-8.85,78.77,-22.06
232,3998.0,-0.06,0.01,-1.01,-0.67,-0.49,-0.73,-7.8,78.02,-21.61
233,4007.0,-0.06,0.01,-1.05,-0.24,-0.37,0.0,-8.1,79.97,-21.01
234,4016.0,-0.05,0.02,-1.04,0.12,0.79,0.0,-8.7,79.37,-21.91
235,4025.0,-0.05,0.03,-1.03,-0.18,-0.91,-0.12,-8.85,79.52,-22.06
236,4034.0,-0.05,0.02,-1.02,-0.06,-2.74,-0.3,-8.1,80.27,-22.06
237,4043.0,-0.06,0.03,-1.0,0.12,-2.32,-0.24,-8.85,80.57,-22.06
238,4053.0,-0.06,0.02,-0.99,-0.12,-1.52,-0.85,-8.85,80.57,-22.06
239,4080.0,0.99,0.84,0.08,-1830.24,83.66,-986.89,-8.7,78.62,-20.86
240,4089.0,0.99,1.82,0.08,-1702.38,84.39,271.28,-7.8,80.27,-23.11
241,4099.0,0.99,-0.93,0.08,1573.23,85.0,-1418.23,-8.55,78.47,-21.31
242,4108.0,0.99,-0.6,0.08,703.72,85.79,-882.32,-7.95,79.37,-21.91
243,4118.0,0.99,-0.61,0.08,-1337.26,86.65,388.96,-7.95,77.57,-21.91
244,4127.0,0.99,-0.46,0.08,1823.17,87.38,1791.28,-8.55,79.52,-23.11
245,4137.0,0.99,-0.16,0.08,-681.89,88.11,-1741.52,-8.85,80.27,-22.06
246,4146.0,0.99,-0.47,0.08,322.2,88.9,1717.13,-9.15,79.67,-22.51
247,4155.0,0.99,-1.14,0.08,-1225.49,89.76,-1280.79,-9.45,80.12,-22.51
248,4165.0,0.99,1.99,0.08,-1241.04,90.61,-481.83,-7.8,79.22,-23.11
249,4174.0,0.99,1.49,0.08,590.73,91.4,1780.91,-8.1,79.52,-22.66
250,4184.0,0.99,1.66,0.08,771.83,92.07,1203.11,-9.9,79.67,-20.86
251,4193.0,0.99,1.34,0.09,1248.05,92.8,1098.17,-8.85,80.27,-21.61
252,4203.0,0.99,0.21,0.09,-601.77,93.6,-445.24,-8.7,80.42,-21.16
253,4228.0,-0.06,0.02,-1.01,-0.3,-1.22,-0.3,-8.85,78.77,-21.01
254,4237.0,-0.05,0.01,-1.01,-0.49,-1.34,-0.67,-6.75,79.97,-22.06
255,4246.0,-0.04,0.02,-1.02,-0.18,-1.1,-0.12,-8.1,78.77,-22.36
256,4256.0,-0.05,0.01,-0.99,-0.24,-0.55,-0.43,-8.55,81.77,-20.26
257,4265.0,-0.06,0.01,-1.01,-0.3,-0.91,-0.3,-9.45,80.42,-21.46
258,4274.0,-0.05,0.02,-1.02,-0.18,-1.83,-0.18,-10.05,79.22,-20.56
259,4283.0,-0.05,0.02,-0.99,-0.24,-1.83,-0.49,-7.2,80.42,-21.16
260,4292.0,-0.05,0.02,-1.02,-0.3,-1.4,-0.43,-7.2,80.42,-21.16
261,4302.0,-0.05,0.01,-1.02,-0.06,-0.91,-0.12,-8.1,79.97,-21.31
262,4311.0,-0.06,0.01,-1.0,-0.18,-0.98,-0.67,-8.85,80.27,-23.11
263,4320.0,-0.05,0.02,-1.0,-0.3,-1.77,-0.24,-8.1,79.97,-22.36
264,4329.0,-0.06,0.02,-1.01,-0.24,-1.65,-0.3,-9.45,78.92,-20.86
265,4338.0,-0.05,0.01,-0.99,-0.49,-1.16,-0.73,-10.05,82.07,-21.61
266,4347.0,-0.06,0.01,-1.0,-0.37,-0.98,-0.12,-8.85,79.52,-20.26
267,4375.0,-0.06,0.02,-1.02,-0.24,-1.34,-0.67,-8.4,80.42,-21.91
268,4384.0,-0.05,0.02,-1.02,-0.24,-1.16,-0.12,-7.65,80.87,-21.46
269,4393.0,-0.05,0.02,-1.03,-0.3,-0.85,-0.3,-8.7,80.42,-21.91
270,4403.0,-0.06,0.01,-1.01,-0.43,-1.34,-0.55,-8.7,80.87,-21.46
271,4412.0,-0.06,0.01,-1.01,-0.3,-1.71,-0.18,-8.7,80.87,-21.46
272,4421.0,-0.07,0.02,-1.03,-0.3,-1.71,-0.55,-8.7,80.12,-22.96
273,4430.0,-0.06,0.01,-1.02,-0.3,-1.34,-0.55,-8.85,79.97,-21.61
274,4439.0,-0.06,0.01,-1.03,-0.12,-1.1,0.0,-8.4,80.42,-21.16
275,4448.0,-0.06,0.02,-1.02,-0.43,-1.1,-0.67,-6.3,78.77,-22.06
276,4458.0,-0.05,0.01,-1.02,-0.3,-1.34,-0.3,-8.4,79.67,-21.16
277,4467.0,-0.06,0.02,-1.01,-0.24,-1.22,-0.24,-7.05,80.57,-22.06
278,4476.0,-0.06,0.02,-1.01,-0.43,-1.04,-0.55,-9.45,78.92,-22.51
279,4485.0,-0.06,0.01,-1.01,-0.18,-1.16,-0.18,-8.4,79.37,-21.16
