,time,acc_X,acc_Y,acc_Z,gyro_X,gyro_Y,gyro_Z,heading
5846,0.155,0.2997,-0.228,0.9133,303.05,324.59,208.53,33.18
5847,0.1548,0.2998,-0.2286,0.9132,303.04,324.51,208.53,54.69
5848,0.1549,0.3001,-0.2289,0.913,303.02,324.46,208.56,8.53
5849,0.1548,0.3001,-0.2291,0.913,303.03,324.43,208.56,18.43
5850,0.1546,0.2997,-0.2295,0.913,303.1,324.41,208.53,14.62
5851,0.1543,0.2993,-0.2298,0.9131,303.18,324.41,208.47,4.4
5852,0.154,0.2993,-0.2301,0.9131,303.19,324.37,208.45,32.47
5853,0.1538,0.2997,-0.2304,0.9129,303.12,324.32,208.46,12.09
5854,0.1536,0.2992,-0.2304,0.9131,303.19,324.35,208.41,36.25
5855,0.1534,0.2992,-0.2306,0.9131,303.2,324.33,208.38,354.29
5856,0.1531,0.299,-0.231,0.9131,303.25,324.3,208.34,23.75
5857,0.1527,0.299,-0.2313,0.9131,303.23,324.27,208.31,351.25
5858,0.1527,0.2992,-0.2316,0.913,303.21,324.23,208.33,20.22
5859,0.153,0.2992,-0.2317,0.9129,303.24,324.2,208.37,6.84
5860,0.1531,0.2989,-0.232,0.9129,303.32,324.17,208.37,9.46
5861,0.1531,0.2985,-0.2324,0.9129,303.42,324.15,208.36,40.24
5862,0.153,0.2982,-0.2328,0.913,303.51,324.12,208.34,7.43
5863,0.1527,0.2981,-0.2331,0.913,303.53,324.1,208.31,20.22
5864,0.1525,0.298,-0.2333,0.913,303.55,324.08,208.28,16.7
5865,0.1522,0.2979,-0.2334,0.913,303.54,324.08,208.25,17.65
5866,0.1521,0.2978,-0.2334,0.913,303.57,324.08,208.24,18.43
5867,0.1521,0.2978,-0.2335,0.913,303.56,324.08,208.23,31.43
5868,0.152,0.2976,-0.2336,0.9131,303.61,324.08,208.21,24.78
5869,0.1518,0.2975,-0.2339,0.9131,303.64,324.05,208.19,35.22
5870,0.1516,0.2975,-0.2344,0.913,303.65,323.99,208.19,15.95
5871,0.1515,0.2974,-0.2346,0.913,303.69,323.98,208.17,27.9
5872,0.1516,0.2975,-0.2347,0.9129,303.67,323.95,208.18,14.93
5873,0.1514,0.2982,-0.235,0.9127,303.53,323.9,208.21,16.7
5874,0.1515,0.2976,-0.2346,0.9129,303.63,323.96,208.18,15.95
5875,0.1514,0.2985,-0.2347,0.9126,303.44,323.9,208.23,35.84
5876,0.1513,0.2985,-0.2346,0.9127,303.44,323.92,208.21,345.96
5877,0.1509,0.2989,-0.2344,0.9127,303.31,323.94,208.17,26.57
5878,0.1507,0.2996,-0.2343,0.9125,303.14,323.92,208.19,19.18
5879,0.1508,0.3011,-0.2344,0.912,302.83,323.82,208.29,5.71
5880,0.151,0.3025,-0.2341,0.9115,302.53,323.78,208.39,28.81
5881,0.1513,0.3034,-0.2338,0.9113,302.35,323.77,208.46,18.43
5882,0.1511,0.3041,-0.2335,0.9111,302.16,323.77,208.48,31.61
5883,0.1507,0.3051,-0.2332,0.911,301.91,323.76,208.48,20.14
5884,0.1505,0.3062,-0.2324,0.9108,301.6,323.8,208.5,12.99
5885,0.1502,0.3079,-0.2316,0.9105,301.17,323.82,208.54,17.65
5886,0.1499,0.3082,-0.2307,0.9107,301.03,323.93,208.49,32.28
5887,0.1498,0.309,-0.2298,0.9107,300.81,324.0,208.49,15.95
5888,0.1494,0.3094,-0.2292,0.9107,300.64,324.07,208.45,0.0
5889,0.1489,0.3102,-0.2288,0.9106,300.41,324.08,208.43,3.18
5890,0.1488,0.3106,-0.2285,0.9106,300.31,324.1,208.44,20.56
5891,0.149,0.311,-0.2281,0.9105,300.21,324.13,208.46,3.18
5892,0.1488,0.3114,-0.2278,0.9105,300.1,324.15,208.46,14.62
5893,0.1485,0.3115,-0.2276,0.9106,300.05,324.18,208.42,20.56
5894,0.1481,0.3114,-0.2273,0.9107,300.02,324.22,208.36,26.57
5895,0.1477,0.3116,-0.227,0.9108,299.93,324.26,208.31,355.03
5896,0.1472,0.3117,-0.2266,0.9109,299.85,324.33,208.25,15.95
5897,0.1468,0.3119,-0.2262,0.911,299.74,324.38,208.19,6.84
5898,0.1463,0.3121,-0.2256,0.9112,299.64,324.46,208.12,18.43
5899,0.1461,0.3121,-0.2251,0.9114,299.59,324.53,208.08,28.61
5900,0.1457,0.3121,-0.2249,0.9115,299.55,324.57,208.03,9.46
5901,0.1454,0.3121,-0.2247,0.9116,299.51,324.6,207.98,23.96
5902,0.1451,0.3119,-0.2245,0.9117,299.53,324.64,207.92,6.01
5903,0.1448,0.3114,-0.2243,0.912,299.58,324.71,207.85,23.96
5904,0.1444,0.3118,-0.224,0.912,299.46,324.74,207.83,19.18
5905,0.1442,0.311,-0.2234,0.9125,299.59,324.87,207.72,9.46
5906,0.144,0.3107,-0.2231,0.9126,299.61,324.92,207.68,26.57
5907,0.1433,0.311,-0.2232,0.9126,299.5,324.92,207.61,4.4
5908,0.1427,0.31,-0.2225,0.9133,299.64,325.08,207.46,22.38
5909,0.1423,0.3096,-0.222,0.9136,299.68,325.18,207.36,10.3
5910,0.1418,0.3093,-0.2222,0.9137,299.7,325.18,207.3,45.0
5911,0.1417,0.3097,-0.2223,0.9136,299.63,325.14,207.32,6.12
5912,0.1419,0.3098,-0.2223,0.9135,299.62,325.14,207.34,8.53
5913,0.1418,0.3099,-0.2223,0.9135,299.59,325.13,207.33,36.87
5914,0.1414,0.3101,-0.2224,0.9135,299.53,325.13,207.3,19.18
5915,0.1411,0.3101,-0.2224,0.9135,299.5,325.14,207.26,16.26
5916,0.1408,0.3105,-0.2221,0.9135,299.36,325.16,207.24,14.62
5917,0.1402,0.3107,-0.2219,0.9135,299.28,325.19,207.17,13.5
5918,0.1398,0.3104,-0.2216,0.9138,299.31,325.26,207.1,5.19
5919,0.1395,0.3103,-0.2213,0.9139,299.28,325.31,207.04,31.61
5920,0.139,0.3105,-0.2212,0.914,299.2,325.32,207.0,20.22
5921,0.1386,0.3107,-0.2212,0.914,299.11,325.33,206.96,6.71
5922,0.1387,0.3107,-0.2211,0.914,299.11,325.34,206.96,21.8
5923,0.1386,0.3108,-0.2209,0.914,299.08,325.36,206.95,25.35
5924,0.1384,0.3106,-0.2208,0.9141,299.1,325.39,206.91,31.43
5925,0.1381,0.3105,-0.2206,0.9143,299.09,325.43,206.86,19.18
5926,0.1378,0.3105,-0.2204,0.9143,299.06,325.46,206.82,5.19
5927,0.1373,0.3106,-0.2202,0.9144,299.0,325.49,206.76,23.96
5928,0.1369,0.3107,-0.2199,0.9145,298.92,325.54,206.7,21.8
5929,0.1367,0.3107,-0.2197,0.9146,298.9,325.57,206.67,18.43
5930,0.1365,0.3107,-0.2195,0.9147,298.89,325.61,206.64,13.24
5931,0.1363,0.3107,-0.2195,0.9147,298.87,325.61,206.62,22.38
5932,0.1361,0.3107,-0.2196,0.9147,298.85,325.61,206.6,0.0
5933,0.1358,0.3103,-0.2195,0.9149,298.91,325.65,206.54,14.62
5934,0.1356,0.3104,-0.2194,0.9149,298.87,325.66,206.52,14.62
5935,0.1353,0.3107,-0.2193,0.9149,298.79,325.68,206.49,344.36
5936,0.135,0.3096,-0.219,0.9154,298.98,325.77,206.39,1.74
5937,0.1344,0.3105,-0.2193,0.9151,298.75,325.7,206.37,25.56
5938,0.1339,0.3096,-0.2189,0.9156,298.9,325.82,206.24,30.96
5939,0.1337,0.3091,-0.2186,0.9159,298.97,325.89,206.17,18.43
5940,0.1335,0.3087,-0.2187,0.916,299.05,325.91,206.13,0.0
5941,0.1334,0.309,-0.219,0.9159,298.99,325.86,206.14,11.31
5942,0.1335,0.309,-0.2192,0.9158,299.0,325.83,206.16,13.24
5943,0.1335,0.3088,-0.2194,0.9158,299.06,325.82,206.16,354.29
5944,0.1331,0.3085,-0.2198,0.9159,299.13,325.79,206.1,349.11
5945,0.1327,0.3081,-0.2202,0.9159,299.2,325.77,206.06,53.75
5946,0.1324,0.3078,-0.2204,0.916,299.26,325.77,206.01,14.62
5947,0.1321,0.308,-0.2204,0.916,299.2,325.77,205.98,32.74
5948,0.1316,0.307,-0.2204,0.9164,299.38,325.84,205.86,23.75
5949,0.1315,0.3068,-0.2206,0.9165,299.44,325.83,205.84,21.45
5950,0.1312,0.3065,-0.2208,0.9166,299.48,325.82,205.8,16.7
5951,0.1308,0.3065,-0.2211,0.9165,299.47,325.8,205.76,32.28
5952,0.1308,0.3063,-0.2212,0.9166,299.53,325.8,205.75,25.56
5953,0.131,0.3062,-0.2214,0.9166,299.57,325.77,205.78,17.74
5954,0.131,0.3058,-0.2217,0.9166,299.66,325.75,205.77,31.43
5955,0.1309,0.3052,-0.222,0.9168,299.81,325.75,205.72,13.57
5956,0.1307,0.3049,-0.2222,0.9168,299.87,325.74,205.69,14.93
5957,0.1306,0.3047,-0.2222,0.9169,299.9,325.75,205.67,345.96
5958,0.1304,0.3048,-0.2225,0.9168,299.88,325.72,205.66,9.46
5959,0.1301,0.3046,-0.2227,0.9169,299.93,325.72,205.61,35.22
5960,0.13,0.3042,-0.2225,0.9171,299.98,325.76,205.58,2.49
5961,0.13,0.3045,-0.2226,0.917,299.94,325.74,205.6,9.46
5962,0.1302,0.3041,-0.2224,0.9171,300.02,325.78,205.58,13.57
5963,0.1303,0.3037,-0.2225,0.9172,300.11,325.78,205.59,20.14
5964,0.13,0.3038,-0.2225,0.9172,300.07,325.78,205.55,8.53
5965,0.1295,0.3032,-0.2227,0.9175,300.18,325.81,205.46,16.26
5966,0.1291,0.303,-0.2228,0.9176,300.2,325.82,205.41,28.61
5967,0.1289,0.3035,-0.2228,0.9174,300.07,325.79,205.41,8.53
5968,0.1291,0.3043,-0.2229,0.9171,299.93,325.74,205.48,45.0
5969,0.1291,0.3056,-0.223,0.9166,299.65,325.65,205.56,7.43
5970,0.1285,0.3073,-0.2233,0.9161,299.25,325.55,205.59,18.43
5971,0.1278,0.3087,-0.2233,0.9157,298.9,325.49,205.59,20.56
5972,0.1275,0.3097,-0.2234,0.9154,298.67,325.44,205.61,8.13
5973,0.1269,0.3107,-0.2234,0.9151,298.4,325.41,205.6,31.43
5974,0.1266,0.3105,-0.2232,0.9153,298.42,325.45,205.53,3.95
5975,0.1264,0.3104,-0.2232,0.9153,298.43,325.46,205.51,24.78
5976,0.1263,0.3104,-0.2234,0.9153,298.44,325.44,205.5,21.8
5977,0.1262,0.3102,-0.2236,0.9153,298.47,325.42,205.49,2.29
5978,0.1265,0.31,-0.2236,0.9154,298.54,325.43,205.51,11.89
5979,0.1269,0.3097,-0.2236,0.9154,298.63,325.43,205.55,25.56
5980,0.1273,0.3091,-0.2237,0.9156,298.81,325.44,205.55,23.96
5981,0.1273,0.3085,-0.2239,0.9157,298.95,325.44,205.53,28.07
5982,0.1274,0.308,-0.224,0.9158,299.06,325.45,205.52,25.35
5983,0.1273,0.3077,-0.2239,0.9159,299.11,325.48,205.49,36.25
5984,0.1271,0.3077,-0.2239,0.916,299.09,325.5,205.46,32.28
5985,0.127,0.3081,-0.2238,0.9159,299.01,325.49,205.47,352.41
5986,0.1269,0.3079,-0.2234,0.9161,299.01,325.55,205.43,9.46
5987,0.1267,0.308,-0.223,0.9162,298.97,325.6,205.41,32.74
5988,0.127,0.3086,-0.2229,0.916,298.85,325.58,205.46,345.96
5989,0.1274,0.3077,-0.2225,0.9163,299.04,325.66,205.45,30.26
5990,0.1273,0.3086,-0.2228,0.9159,298.86,325.58,205.5,0.0
5991,0.1269,0.3086,-0.223,0.9159,298.85,325.57,205.46,28.07
5992,0.1265,0.3088,-0.223,0.9159,298.78,325.57,205.42,355.03
5993,0.1263,0.3095,-0.2231,0.9157,298.61,325.53,205.44,21.8
5994,0.1263,0.3111,-0.2231,0.9151,298.26,325.44,205.53,32.28
5995,0.1266,0.3126,-0.223,0.9146,297.96,325.37,205.65,6.12
5996,0.1268,0.3136,-0.2228,0.9143,297.74,325.33,205.74,347.2
5997,0.1266,0.3146,-0.2227,0.914,297.51,325.3,205.76,0.0
5998,0.1264,0.3156,-0.2227,0.9137,297.29,325.25,205.79,17.65
5999,0.1262,0.3164,-0.2224,0.9135,297.08,325.25,205.8,26.57
6000,0.126,0.3175,-0.2221,0.9132,296.8,325.24,205.83,20.22
6001,0.1257,0.3175,-0.2216,0.9134,296.75,325.31,205.78,35.75
6002,0.1254,0.318,-0.2213,0.9133,296.61,325.33,205.76,352.41
6003,0.1249,0.3181,-0.221,0.9134,296.53,325.38,205.7,9.46
6004,0.1244,0.3186,-0.2209,0.9134,296.39,325.39,205.65,349.99
6005,0.1244,0.319,-0.2206,0.9133,296.3,325.41,205.67,353.66
6006,0.1244,0.3193,-0.2203,0.9133,296.21,325.43,205.68,39.47
6007,0.1242,0.3193,-0.2201,0.9133,296.17,325.46,205.65,11.31
6008,0.1239,0.3191,-0.2201,0.9134,296.2,325.48,205.6,29.48
6009,0.1235,0.3188,-0.22,0.9136,296.24,325.52,205.52,6.01
6010,0.123,0.3187,-0.2198,0.9138,296.21,325.56,205.45,325.3
6011,0.1224,0.3188,-0.2197,0.9138,296.14,325.59,205.38,39.81
6012,0.1219,0.3186,-0.2195,0.914,296.14,325.65,205.3,22.38
6013,0.1215,0.318,-0.2189,0.9144,296.22,325.77,205.2,2.49
6014,0.1212,0.3183,-0.2184,0.9145,296.09,325.83,205.15,15.95
6015,0.1208,0.318,-0.218,0.9148,296.11,325.91,205.08,32.47
6016,0.1205,0.3167,-0.2173,0.9154,296.34,326.08,204.94,22.48
6017,0.1199,0.3173,-0.2172,0.9153,296.16,326.07,204.89,2.86
6018,0.1191,0.3163,-0.2164,0.9159,296.27,326.25,204.72,9.46
6019,0.1185,0.3161,-0.2157,0.9163,296.24,326.39,204.6,8.53
6020,0.1179,0.3161,-0.2154,0.9164,296.18,326.43,204.52,10.3
6021,0.1175,0.3168,-0.2155,0.9162,296.0,326.4,204.52,2.86
6022,0.1175,0.3172,-0.2153,0.9161,295.91,326.4,204.53,40.6
6023,0.1173,0.3172,-0.215,0.9162,295.88,326.44,204.49,8.53
6024,0.1168,0.3172,-0.2151,0.9162,295.85,326.45,204.44,14.62
6025,0.1163,0.3174,-0.2148,0.9163,295.77,326.5,204.37,17.65
6026,0.1159,0.3174,-0.2146,0.9164,295.72,326.53,204.32,12.99
6027,0.1155,0.3178,-0.2143,0.9164,295.59,326.56,204.28,19.09
6028,0.115,0.3176,-0.2138,0.9166,295.58,326.67,204.18,32.28
6029,0.1146,0.3176,-0.2133,0.9168,295.52,326.75,204.12,7.43
6030,0.1141,0.3175,-0.2131,0.9169,295.49,326.79,204.04,6.12
6031,0.1135,0.3178,-0.2129,0.9169,295.39,326.81,203.98,5.19
6032,0.1133,0.318,-0.2126,0.917,295.32,326.86,203.95,5.19
6033,0.1133,0.3181,-0.2122,0.917,295.26,326.9,203.94,352.87
6034,0.113,0.3181,-0.212,0.9171,295.25,326.94,203.9,25.56
6035,0.1127,0.3179,-0.2119,0.9173,295.26,326.97,203.85,5.19
6036,0.1123,0.3178,-0.2117,0.9174,295.25,327.01,203.78,62.1
6037,0.1117,0.3177,-0.2114,0.9175,295.2,327.08,203.7,22.25
6038,0.1114,0.3178,-0.2112,0.9176,295.15,327.11,203.65,8.13
6039,0.1111,0.3179,-0.211,0.9177,295.1,327.14,203.61,11.89
6040,0.1108,0.317,-0.2102,0.9182,295.23,327.29,203.5,348.23
6041,0.1105,0.3169,-0.2098,0.9184,295.23,327.37,203.44,15.95
6042,0.1103,0.3178,-0.2098,0.9181,295.02,327.33,203.47,3.18
6043,0.1099,0.3173,-0.2099,0.9183,295.11,327.35,203.39,20.22
6044,0.1096,0.3177,-0.2098,0.9182,294.98,327.35,203.37,7.43
6045,0.109,0.3174,-0.2096,0.9184,295.0,327.42,203.27,4.4
6046,0.1084,0.3169,-0.2093,0.9187,295.05,327.5,203.16,2.86
6047,0.1079,0.3169,-0.2094,0.9187,295.03,327.51,203.11,17.65
6048,0.1076,0.3172,-0.2096,0.9186,294.95,327.47,203.09,0.0
6049,0.1076,0.3178,-0.2097,0.9184,294.83,327.43,203.12,16.7
6050,0.1076,0.3178,-0.2098,0.9184,294.82,327.42,203.13,35.22
6051,0.1074,0.3178,-0.21,0.9183,294.82,327.39,203.12,6.12
6052,0.107,0.3179,-0.2101,0.9183,294.78,327.39,203.07,8.53
6053,0.1066,0.318,-0.2104,0.9183,294.75,327.37,203.04,8.13
6054,0.1064,0.3185,-0.2103,0.9182,294.61,327.36,203.03,8.75
6055,0.1058,0.3179,-0.21,0.9185,294.69,327.44,202.92,20.22
6056,0.1057,0.3177,-0.2097,0.9187,294.72,327.51,202.87,355.43
6057,0.1053,0.3176,-0.2096,0.9188,294.71,327.53,202.83,25.35
6058,0.1049,0.3179,-0.2096,0.9187,294.61,327.53,202.79,2.29
6059,0.1047,0.3181,-0.2097,0.9186,294.55,327.51,202.78,343.61
6060,0.1048,0.3183,-0.2096,0.9186,294.52,327.51,202.8,16.26
6061,0.1047,0.3183,-0.2097,0.9186,294.53,327.51,202.79,0.0
6062,0.1045,0.3181,-0.2097,0.9187,294.55,327.52,202.75,28.61
6063,0.1042,0.318,-0.2098,0.9187,294.55,327.53,202.71,24.9
6064,0.1037,0.3181,-0.2096,0.9188,294.49,327.57,202.65,0.0
6065,0.1034,0.3181,-0.2095,0.9188,294.46,327.58,202.61,4.76
6066,0.1033,0.3178,-0.2095,0.9189,294.52,327.61,202.58,9.46
6067,0.1034,0.3173,-0.2095,0.9191,294.65,327.63,202.57,26.57
6068,0.1035,0.317,-0.2096,0.9192,294.71,327.62,202.56,16.26
6069,0.1037,0.3162,-0.21,0.9193,294.93,327.6,202.57,19.09
6070,0.1038,0.3157,-0.2104,0.9194,295.06,327.58,202.56,6.84
6071,0.1037,0.3155,-0.2105,0.9194,295.11,327.57,202.54,40.24
6072,0.1035,0.315,-0.2105,0.9196,295.21,327.6,202.5,0.0
6073,0.1035,0.3145,-0.2105,0.9198,295.31,327.63,202.46,7.43
6074,0.1033,0.3144,-0.2106,0.9199,295.33,327.62,202.43,5.19
6075,0.103,0.3142,-0.2108,0.9199,295.36,327.62,202.4,17.24
6076,0.1025,0.3144,-0.2108,0.9199,295.29,327.63,202.34,24.9
6077,0.102,0.3145,-0.2109,0.9199,295.23,327.62,202.29,15.26
6078,0.1017,0.3146,-0.2109,0.9199,295.19,327.63,202.26,35.22
6079,0.1015,0.3148,-0.2112,0.9198,295.14,327.59,202.25,14.62
6080,0.1012,0.3147,-0.2113,0.9198,295.15,327.59,202.22,25.35
6081,0.1011,0.3143,-0.2114,0.92,295.24,327.61,202.18,9.46
6082,0.1008,0.3144,-0.2114,0.9199,295.21,327.6,202.16,11.31
6083,0.1006,0.3141,-0.2112,0.9201,295.25,327.65,202.1,36.25
6084,0.1007,0.3134,-0.2112,0.9204,295.41,327.69,202.08,22.25
6085,0.1003,0.3136,-0.2114,0.9203,295.34,327.66,202.05,22.25
6086,0.0999,0.3127,-0.2114,0.9206,295.52,327.71,201.96,22.38
6087,0.0996,0.3124,-0.2115,0.9207,295.56,327.73,201.9,25.35
6088,0.0996,0.3127,-0.2118,0.9206,295.52,327.68,201.92,353.66
6089,0.0998,0.3135,-0.2121,0.9202,295.37,327.59,202.01,21.8
6090,0.1003,0.3136,-0.2123,0.92,295.37,327.54,202.08,6.01
6091,0.1003,0.3138,-0.2128,0.9199,295.37,327.47,202.11,9.46
6092,0.1001,0.3136,-0.2132,0.9199,295.42,327.44,202.09,36.87
6093,0.1,0.3134,-0.2135,0.9199,295.47,327.41,202.08,355.03
6094,0.1,0.3138,-0.2134,0.9198,295.36,327.4,202.1,6.01
6095,0.0998,0.3136,-0.2135,0.9199,295.41,327.41,202.06,24.78
6096,0.0998,0.3131,-0.2135,0.92,295.52,327.43,202.04,0.0
6097,0.0996,0.3129,-0.2137,0.92,295.55,327.41,202.01,17.74
6098,0.0992,0.3127,-0.214,0.9201,295.59,327.4,201.96,8.53
6099,0.0991,0.3128,-0.2142,0.92,295.56,327.37,201.96,23.96
6100,0.0993,0.3128,-0.2144,0.9199,295.59,327.34,202.0,21.16
6101,0.0994,0.3127,-0.2149,0.9199,295.65,327.28,202.02,0.0
6102,0.0993,0.3125,-0.2153,0.9199,295.71,327.24,202.01,2.49
6103,0.0993,0.312,-0.2155,0.92,295.81,327.24,201.99,7.43
6104,0.0992,0.312,-0.2157,0.9199,295.81,327.22,201.98,21.45
6105,0.099,0.3121,-0.2156,0.92,295.77,327.23,201.95,13.24
6106,0.0988,0.3123,-0.2154,0.92,295.73,327.25,201.94,53.13
6107,0.0988,0.3124,-0.2152,0.92,295.69,327.28,201.93,25.35
6108,0.0989,0.3125,-0.2151,0.9199,295.66,327.28,201.95,45.0
6109,0.0989,0.3129,-0.215,0.9198,295.56,327.27,201.97,16.7
6110,0.099,0.3135,-0.2149,0.9196,295.43,327.25,202.01,9.46
6111,0.099,0.3144,-0.215,0.9193,295.25,327.2,202.05,36.38
6112,0.099,0.3151,-0.215,0.9191,295.09,327.16,202.1,29.48
6113,0.099,0.3158,-0.2148,0.9189,294.92,327.16,202.13,8.53
6114,0.099,0.3165,-0.2144,0.9187,294.74,327.17,202.15,17.65
6115,0.0989,0.3177,-0.2139,0.9184,294.45,327.17,202.2,7.35
6116,0.0989,0.3183,-0.2132,0.9184,294.3,327.25,202.19,33.02
6117,0.0988,0.319,-0.2125,0.9183,294.09,327.3,202.2,6.71
6118,0.0983,0.3203,-0.2119,0.9181,293.76,327.33,202.19,355.91
6119,0.0978,0.3208,-0.2113,0.9181,293.58,327.4,202.12,17.65
6120,0.0974,0.3218,-0.2106,0.9179,293.29,327.45,202.11,36.87
6121,0.0973,0.3233,-0.2105,0.9174,292.95,327.4,202.18,0.0
6122,0.0974,0.325,-0.2103,0.9169,292.58,327.34,202.27,12.99
6123,0.0977,0.3262,-0.2101,0.9165,292.31,327.3,202.37,17.65
6124,0.0975,0.3269,-0.2098,0.9163,292.13,327.3,202.38,13.24
6125,0.0971,0.3272,-0.2098,0.9162,292.04,327.3,202.34,354.29
6126,0.0967,0.3276,-0.2097,0.9162,291.94,327.31,202.3,0.0
6127,0.0963,0.3283,-0.2094,0.916,291.73,327.33,202.28,40.91
6128,0.0957,0.3279,-0.2088,0.9164,291.74,327.45,202.17,15.95
6129,0.0954,0.328,-0.208,0.9165,291.67,327.56,202.1,28.81
6130,0.0948,0.3281,-0.2075,0.9167,291.58,327.64,202.01,355.43
6131,0.0939,0.3284,-0.2073,0.9167,291.45,327.68,201.91,6.01
6132,0.0934,0.3286,-0.2072,0.9167,291.38,327.71,201.85,334.98
6133,0.0932,0.3284,-0.2068,0.9169,291.38,327.78,201.8,31.43
6134,0.0931,0.3282,-0.2065,0.9171,291.41,327.83,201.76,0.0
6135,0.0927,0.3279,-0.2062,0.9173,291.44,327.9,201.68,17.65
6136,0.0922,0.3274,-0.2061,0.9175,291.49,327.96,201.6,9.46
6137,0.0917,0.3272,-0.2058,0.9177,291.5,328.02,201.5,17.65
6138,0.0912,0.3271,-0.2057,0.9178,291.48,328.07,201.42,19.09
6139,0.0906,0.3269,-0.2054,0.918,291.47,328.13,201.33,32.74
6140,0.0901,0.3269,-0.2051,0.9181,291.44,328.19,201.25,2.86
6141,0.0897,0.3265,-0.2046,0.9184,291.48,328.29,201.16,18.43
6142,0.0893,0.3261,-0.2044,0.9186,291.52,328.35,201.08,45.0
6143,0.089,0.3261,-0.2042,0.9187,291.5,328.39,201.03,351.25
6144,0.0885,0.3261,-0.2043,0.9187,291.46,328.39,200.98,354.29
6145,0.088,0.3258,-0.2042,0.9189,291.5,328.44,200.9,20.56
6146,0.0877,0.3255,-0.2038,0.9191,291.52,328.52,200.82,8.75
6147,0.0872,0.3258,-0.2035,0.9191,291.42,328.56,200.77,22.38
6148,0.0868,0.3246,-0.203,0.9197,291.62,328.7,200.63,49.4
6149,0.0863,0.3248,-0.2027,0.9198,291.55,328.74,200.57,32.28
6150,0.0856,0.3247,-0.2024,0.9199,291.5,328.82,200.46,23.96
6151,0.0851,0.3239,-0.202,0.9204,291.64,328.94,200.34,14.62
6152,0.0847,0.3233,-0.2018,0.9207,291.74,329.01,200.24,25.35
6153,0.0843,0.3233,-0.2018,0.9207,291.7,329.0,200.2,4.4
6154,0.0842,0.3239,-0.2019,0.9205,291.58,328.97,200.21,9.46
6155,0.0841,0.324,-0.2018,0.9205,291.55,328.99,200.21,35.22
6156,0.0839,0.3241,-0.202,0.9204,291.51,328.97,200.19,350.91
6157,0.0834,0.3241,-0.2021,0.9204,291.49,328.97,200.14,2.49
6158,0.0831,0.3243,-0.2021,0.9204,291.44,328.97,200.11,18.43
6159,0.0827,0.3246,-0.202,0.9203,291.33,328.99,200.07,6.71
6160,0.0823,0.3248,-0.2019,0.9203,291.26,329.0,200.02,11.31
6161,0.082,0.3244,-0.2016,0.9205,291.3,329.07,199.95,40.6
6162,0.0816,0.3243,-0.2013,0.9207,291.29,329.13,199.89,26.57
6163,0.081,0.3246,-0.2014,0.9206,291.2,329.13,199.83,4.4
6164,0.0807,0.3246,-0.2015,0.9206,291.17,329.13,199.79,39.81
6165,0.0806,0.3248,-0.2013,0.9206,291.11,329.14,199.79,37.69
6166,0.0806,0.3249,-0.2011,0.9206,291.1,329.16,199.79,6.71
6167,0.0804,0.3248,-0.2011,0.9207,291.1,329.18,199.75,12.99
6168,0.08,0.3245,-0.201,0.9208,291.13,329.21,199.69,2.49
6169,0.0795,0.3245,-0.2008,0.9209,291.1,329.26,199.62,35.31
6170,0.0793,0.3247,-0.2006,0.9209,291.03,329.3,199.58,0.0
6171,0.0791,0.3249,-0.2004,0.9209,290.96,329.32,199.56,12.09
6172,0.0787,0.3249,-0.2002,0.921,290.94,329.36,199.5,17.65
6173,0.0784,0.325,-0.2002,0.921,290.9,329.37,199.47,342.9
6174,0.0782,0.3249,-0.2001,0.921,290.9,329.39,199.44,14.93
6175,0.0779,0.3248,-0.2001,0.9211,290.88,329.4,199.4,25.35
6176,0.0777,0.3249,-0.2002,0.921,290.86,329.39,199.38,49.4
6177,0.0774,0.3249,-0.2002,0.9211,290.84,329.4,199.34,351.03
6178,0.0771,0.3246,-0.2001,0.9212,290.9,329.44,199.29,18.43
6179,0.077,0.3251,-0.2,0.9211,290.75,329.43,199.29,23.96
6180,0.0767,0.3248,-0.1997,0.9213,290.81,329.5,199.23,21.8
6181,0.0766,0.3241,-0.1995,0.9216,290.94,329.57,199.17,40.24
6182,0.076,0.3248,-0.1996,0.9213,290.75,329.54,199.13,6.71
6183,0.0754,0.3238,-0.1994,0.9218,290.93,329.63,199.0,32.28
6184,0.0753,0.3234,-0.1993,0.922,291.02,329.68,198.95,30.26
6185,0.0749,0.3233,-0.1995,0.922,291.02,329.66,198.91,17.24
6186,0.0748,0.3239,-0.1999,0.9217,290.9,329.58,198.94,18.43
6187,0.0749,0.3241,-0.2,0.9216,290.85,329.56,198.97,19.18
6188,0.0749,0.324,-0.1999,0.9216,290.87,329.57,198.96,30.26
6189,0.0746,0.3239,-0.2001,0.9217,290.89,329.57,198.93,21.8
6190,0.0743,0.3237,-0.2003,0.9217,290.93,329.56,198.88,35.31
6191,0.0741,0.3237,-0.2004,0.9217,290.91,329.56,198.86,26.57
6192,0.0738,0.3237,-0.2003,0.9218,290.89,329.58,198.82,28.61
6193,0.0736,0.3229,-0.2004,0.9221,291.06,329.61,198.75,29.48
6194,0.0734,0.3225,-0.2004,0.9222,291.13,329.63,198.71,33.11
6195,0.0729,0.3221,-0.2006,0.9223,291.2,329.65,198.64,3.18
6196,0.0728,0.3219,-0.2008,0.9224,291.25,329.63,198.62,18.43
6197,0.0728,0.3218,-0.2008,0.9224,291.27,329.63,198.63,3.18
