,time,acc_X,acc_Y,acc_Z,gyro_X,gyro_Y,gyro_Z,heading
2797,-0.4566,-0.5304,0.7143,-0.0055,80.54,220.18,268.47,304.51
2798,-0.4571,-0.5295,0.7146,-0.005,80.79,220.17,268.39,302.38
2799,-0.458,-0.5285,0.7147,-0.0043,81.11,220.19,268.37,308.47
2800,-0.4583,-0.5276,0.7153,-0.0036,81.36,220.12,268.24,305.22
2801,-0.4582,-0.5268,0.7159,-0.0028,81.55,220.01,268.11,305.16
2802,-0.4584,-0.526,0.7163,-0.0019,81.81,219.92,268.01,305.2
2803,-0.4585,-0.5251,0.717,-0.0012,82.01,219.82,267.86,307.91
2804,-0.4587,-0.5242,0.7175,-0.0009,82.18,219.78,267.75,304.24
2805,-0.4588,-0.5235,0.718,-0.0007,82.31,219.73,267.64,299.8
2806,-0.4583,-0.5227,0.7189,-0.0002,82.4,219.57,267.44,307.91
2807,-0.4578,-0.5218,0.7198,0.0005,82.54,219.4,267.23,303.58
2808,-0.4577,-0.521,0.7204,0.0008,82.66,219.32,267.09,306.15
2809,-0.4581,-0.5201,0.7209,0.0012,82.86,219.28,266.99,306.25
2810,-0.4583,-0.5192,0.7214,0.0019,83.08,219.21,266.87,304.11
2811,-0.4588,-0.5182,0.7218,0.0026,83.37,219.17,266.77,304.01
2812,-0.4592,-0.5173,0.7222,0.0032,83.61,219.13,266.68,304.03
2813,-0.4591,-0.5165,0.7228,0.0037,83.76,219.03,266.54,310.52
2814,-0.4587,-0.5157,0.7236,0.0042,83.86,218.89,266.36,307.54
2815,-0.4584,-0.515,0.7243,0.0048,83.98,218.74,266.19,303.04
2816,-0.4583,-0.5141,0.725,0.0053,84.14,218.65,266.04,306.79
2817,-0.4584,-0.5132,0.7256,0.0056,84.29,218.58,265.9,306.44
2818,-0.4584,-0.5124,0.7261,0.0063,84.46,218.48,265.77,307.87
2819,-0.4586,-0.5116,0.7266,0.0069,84.67,218.4,265.65,302.44
2820,-0.4587,-0.5106,0.7272,0.0079,84.94,218.28,265.52,305.88
2821,-0.4591,-0.5096,0.7276,0.0085,85.18,218.22,265.4,305.1
2822,-0.4592,-0.5088,0.7281,0.0087,85.31,218.18,265.28,308.54
2823,-0.4592,-0.508,0.7287,0.0092,85.47,218.08,265.14,303.8
2824,-0.4585,-0.5071,0.7298,0.0097,85.53,217.89,264.89,306.71
2825,-0.4589,-0.5063,0.73,0.0105,85.79,217.83,264.82,303.92
2826,-0.4599,-0.5053,0.7301,0.0112,86.14,217.87,264.8,300.77
2827,-0.46,-0.5043,0.7308,0.0119,86.35,217.75,264.63,306.23
2828,-0.4597,-0.5034,0.7316,0.0121,86.44,217.64,264.44,305.09
2829,-0.459,-0.5025,0.7326,0.0123,86.46,217.47,264.2,304.62
2830,-0.4583,-0.5017,0.7335,0.0127,86.49,217.29,263.97,308.98
2831,-0.4585,-0.5009,0.734,0.0131,86.66,217.23,263.86,304.14
2832,-0.4588,-0.5,0.7343,0.0137,86.88,217.17,263.76,302.26
2833,-0.459,-0.4991,0.7349,0.0143,87.08,217.09,263.62,306.71
2834,-0.459,-0.4982,0.7354,0.0149,87.25,216.99,263.48,304.7
2835,-0.4591,-0.4975,0.7359,0.0158,87.49,216.88,263.36,302.44
2836,-0.459,-0.4966,0.7365,0.0165,87.66,216.75,263.21,304.03
2837,-0.4591,-0.4957,0.737,0.0168,87.81,216.68,263.06,309.7
2838,-0.459,-0.4949,0.7376,0.0172,87.92,216.58,262.92,305.58
2839,-0.4585,-0.4942,0.7384,0.0177,87.98,216.42,262.73,300.14
2840,-0.458,-0.4935,0.7392,0.0181,88.05,216.26,262.53,304.45
2841,-0.4581,-0.4925,0.7398,0.0184,88.2,216.19,262.38,303.47
2842,-0.4585,-0.4917,0.74,0.0189,88.42,216.15,262.3,309.26
2843,-0.4588,-0.4907,0.7405,0.0198,88.67,216.06,262.18,310.96
2844,-0.4591,-0.4898,0.7409,0.0205,88.9,215.97,262.05,303.57
2845,-0.4592,-0.489,0.7413,0.0209,89.07,215.91,261.94,303.92
2846,-0.4593,-0.4881,0.7419,0.0215,89.25,215.8,261.78,305.09
2847,-0.4591,-0.4872,0.7426,0.0221,89.39,215.67,261.61,305.09
2848,-0.4589,-0.4863,0.7433,0.0226,89.52,215.53,261.42,305.3
2849,-0.4586,-0.4855,0.7439,0.0233,89.65,215.38,261.24,306.71
2850,-0.4586,-0.4845,0.7446,0.0236,89.79,215.29,261.08,308.38
2851,-0.4588,-0.4836,0.745,0.0239,89.94,215.23,260.96,305.84
2852,-0.4588,-0.4826,0.7457,0.0246,90.14,215.1,260.77,312.07
2853,-0.4586,-0.4817,0.7464,0.0252,90.28,214.95,260.58,306.23
2854,-0.4594,-0.4807,0.7464,0.0261,90.62,214.94,260.54,305.54
2855,-0.4603,-0.4797,0.7465,0.0269,90.97,214.93,260.47,307.13
2856,-0.4601,-0.4786,0.7473,0.0276,91.14,214.76,260.25,307.18
2857,-0.4594,-0.4778,0.7483,0.0278,91.14,214.58,260.02,311.33
2858,-0.4583,-0.4771,0.7494,0.0281,91.07,214.34,259.74,306.44
2859,-0.4575,-0.4762,0.7504,0.0282,91.05,214.16,259.49,307.91
2860,-0.458,-0.4752,0.7507,0.0287,91.28,214.12,259.39,307.13
2861,-0.4587,-0.4742,0.7509,0.0295,91.59,214.09,259.3,304.0
2862,-0.4589,-0.4732,0.7514,0.0301,91.8,213.99,259.15,307.54
2863,-0.4591,-0.4723,0.7518,0.0308,92.0,213.89,259.01,305.88
2864,-0.4592,-0.4715,0.7522,0.0315,92.2,213.79,258.89,303.47
2865,-0.4592,-0.4705,0.7528,0.0321,92.36,213.67,258.71,305.77
2866,-0.4593,-0.4695,0.7534,0.0325,92.53,213.58,258.55,310.89
2867,-0.4592,-0.4686,0.754,0.0328,92.64,213.46,258.37,300.38
2868,-0.4588,-0.4677,0.7547,0.0332,92.71,213.31,258.17,304.24
2869,-0.4584,-0.4668,0.7555,0.0336,92.78,213.16,257.97,304.59
2870,-0.4586,-0.4658,0.756,0.0339,92.94,213.09,257.82,302.92
2871,-0.4589,-0.4648,0.7564,0.0345,93.15,213.01,257.68,308.79
2872,-0.4593,-0.4637,0.7568,0.0352,93.42,212.92,257.54,307.76
2873,-0.4597,-0.4626,0.7572,0.0358,93.66,212.85,257.4,305.12
2874,-0.4599,-0.4616,0.7577,0.0362,93.83,212.77,257.24,302.1
2875,-0.4597,-0.4607,0.7583,0.0367,93.96,212.63,257.05,308.45
2876,-0.4595,-0.4597,0.7591,0.0371,94.06,212.48,256.84,304.62
2877,-0.4592,-0.4588,0.7598,0.0377,94.17,212.32,256.64,304.49
2878,-0.4593,-0.4578,0.7603,0.0382,94.34,212.21,256.48,308.2
2879,-0.4594,-0.4568,0.7608,0.0386,94.49,212.13,256.32,306.53
2880,-0.4597,-0.4558,0.7612,0.0392,94.7,212.03,256.17,305.88
2881,-0.4593,-0.4548,0.762,0.0394,94.75,211.88,255.94,305.16
2882,-0.4592,-0.4539,0.7626,0.04,94.9,211.75,255.77,306.03
2883,-0.4603,-0.4528,0.7625,0.0409,95.3,211.75,255.73,305.74
2884,-0.4608,-0.4516,0.7629,0.0418,95.61,211.64,255.56,304.65
2885,-0.4606,-0.4507,0.7635,0.0423,95.71,211.49,255.37,307.37
2886,-0.4596,-0.4498,0.7646,0.0424,95.62,211.28,255.08,305.3
2887,-0.4586,-0.4489,0.7658,0.0423,95.52,211.06,254.79,308.59
2888,-0.4586,-0.4479,0.7664,0.0425,95.61,210.98,254.61,304.55
2889,-0.4591,-0.4469,0.7666,0.043,95.87,210.93,254.5,309.04
2890,-0.4595,-0.4459,0.7669,0.0438,96.12,210.84,254.37,304.99
2891,-0.4595,-0.4449,0.7675,0.0443,96.26,210.71,254.18,303.58
2892,-0.4594,-0.4441,0.7679,0.0453,96.45,210.54,254.02,303.58
2893,-0.4591,-0.4432,0.7685,0.046,96.56,210.36,253.81,311.84
2894,-0.4587,-0.4423,0.7693,0.0465,96.64,210.17,253.58,305.74
2895,-0.4586,-0.4416,0.7698,0.047,96.74,210.05,253.43,305.22
2896,-0.4579,-0.4409,0.7705,0.0475,96.76,209.85,253.21,303.04
2897,-0.4571,-0.4401,0.7714,0.0479,96.72,209.64,252.97,305.58
2898,-0.4567,-0.4393,0.7721,0.0482,96.76,209.48,252.75,305.1
2899,-0.4566,-0.4384,0.7726,0.0485,96.86,209.36,252.58,305.16
2900,-0.4568,-0.4376,0.7729,0.0492,97.03,209.26,252.45,300.69
2901,-0.457,-0.4367,0.7732,0.0501,97.26,209.13,252.31,304.45
2902,-0.4568,-0.436,0.7737,0.0509,97.39,208.96,252.14,305.88
2903,-0.4562,-0.4353,0.7744,0.0516,97.44,208.75,251.93,309.17
2904,-0.4557,-0.4347,0.775,0.052,97.46,208.58,251.73,306.3
2905,-0.4551,-0.4339,0.7758,0.0524,97.47,208.4,251.51,307.37
2906,-0.4547,-0.4332,0.7763,0.0531,97.54,208.21,251.33,301.88
2907,-0.4547,-0.4324,0.7768,0.0535,97.64,208.09,251.16,306.95
2908,-0.4548,-0.4316,0.7771,0.054,97.79,207.99,251.03,306.79
2909,-0.4545,-0.4307,0.7777,0.0547,97.89,207.82,250.82,303.47
2910,-0.4538,-0.4298,0.7786,0.0553,97.92,207.59,250.55,303.57
2911,-0.4545,-0.4289,0.7787,0.0563,98.23,207.5,250.45,307.41
2912,-0.4554,-0.4279,0.7786,0.0574,98.61,207.43,250.37,305.58
2913,-0.4554,-0.4269,0.7791,0.0581,98.79,207.27,250.17,305.2
2914,-0.4547,-0.4261,0.78,0.0585,98.77,207.06,249.92,305.78
2915,-0.4536,-0.4253,0.781,0.0586,98.63,206.84,249.64,307.26
2916,-0.4527,-0.4244,0.782,0.0587,98.54,206.63,249.37,308.06
2917,-0.453,-0.4235,0.7823,0.0593,98.73,206.53,249.23,306.79
2918,-0.4536,-0.4225,0.7824,0.0603,99.05,206.43,249.1,306.23
2919,-0.4537,-0.4215,0.7828,0.061,99.24,206.3,248.93,306.96
2920,-0.4537,-0.4206,0.7832,0.0618,99.39,206.13,248.75,302.92
2921,-0.4536,-0.4199,0.7836,0.0627,99.55,205.96,248.58,305.22
2922,-0.4535,-0.4189,0.7841,0.0634,99.7,205.79,248.37,303.47
2923,-0.4538,-0.4179,0.7845,0.0638,99.87,205.69,248.21,304.14
2924,-0.4537,-0.4171,0.7849,0.0644,99.99,205.56,248.05,307.44
2925,-0.4531,-0.4162,0.7857,0.0648,99.97,205.35,247.8,304.49
2926,-0.4526,-0.4152,0.7865,0.0651,99.99,205.17,247.55,304.49
2927,-0.4527,-0.4144,0.7868,0.0655,100.1,205.07,247.4,304.62
2928,-0.4531,-0.4134,0.787,0.0661,100.33,204.99,247.26,307.04
2929,-0.4537,-0.4123,0.7872,0.0669,100.61,204.89,247.12,304.03
2930,-0.4539,-0.4113,0.7875,0.0678,100.84,204.73,246.93,304.62
2931,-0.4541,-0.4103,0.7879,0.0684,101.01,204.62,246.77,305.86
2932,-0.4539,-0.4093,0.7885,0.069,101.11,204.43,246.54,306.32
2933,-0.4538,-0.4084,0.789,0.0695,101.22,204.28,246.34,302.91
2934,-0.4536,-0.4075,0.7895,0.07,101.29,204.12,246.15,304.62
2935,-0.4535,-0.4066,0.79,0.0706,101.41,203.97,245.96,301.78
2936,-0.4537,-0.4054,0.7904,0.071,101.57,203.85,245.76,307.91
2937,-0.4538,-0.4046,0.7908,0.0715,101.69,203.73,245.6,304.7
2938,-0.4534,-0.4035,0.7915,0.0717,101.72,203.56,245.35,304.49
2939,-0.4529,-0.4025,0.7922,0.0724,101.77,203.33,245.08,309.81
2940,-0.4539,-0.4016,0.792,0.0735,102.16,203.27,245.02,304.45
2941,-0.4543,-0.4006,0.7923,0.0744,102.41,203.13,244.84,304.67
2942,-0.4542,-0.3994,0.7928,0.0749,102.53,202.97,244.62,305.74
2943,-0.4537,-0.3985,0.7935,0.0749,102.48,202.81,244.39,306.87
2944,-0.4526,-0.3976,0.7946,0.075,102.33,202.57,244.08,310.01
2945,-0.4521,-0.3968,0.7953,0.0752,102.3,202.4,243.86,305.69
2946,-0.4525,-0.3958,0.7955,0.0757,102.49,202.32,243.72,305.09
2947,-0.4527,-0.3948,0.7958,0.0763,102.67,202.19,243.54,303.04
2948,-0.453,-0.3938,0.7962,0.0768,102.85,202.08,243.36,305.09
2949,-0.4529,-0.3929,0.7966,0.0776,102.97,201.9,243.16,303.94
2950,-0.4528,-0.3919,0.797,0.0784,103.11,201.7,242.94,306.23
2951,-0.4528,-0.3908,0.7975,0.0788,103.21,201.57,242.73,302.91
2952,-0.453,-0.3898,0.7979,0.0792,103.37,201.45,242.56,305.22
2953,-0.4528,-0.3888,0.7984,0.0796,103.43,201.3,242.35,302.44
2954,-0.4521,-0.3878,0.7993,0.0799,103.37,201.07,242.06,303.35
2955,-0.4518,-0.3868,0.7999,0.0801,103.4,200.91,241.82,304.59
2956,-0.4519,-0.3858,0.8003,0.0806,103.54,200.79,241.65,304.03
2957,-0.4523,-0.3847,0.8005,0.0813,103.75,200.67,241.48,304.45
2958,-0.4528,-0.3836,0.8007,0.0822,104.02,200.52,241.29,305.3
2959,-0.4531,-0.3825,0.8009,0.0828,104.23,200.39,241.1,302.38
2960,-0.4533,-0.3814,0.8014,0.0832,104.36,200.26,240.9,307.37
2961,-0.453,-0.3804,0.8019,0.0838,104.43,200.07,240.68,305.09
2962,-0.4528,-0.3793,0.8025,0.0841,104.47,199.9,240.43,304.51
2963,-0.4525,-0.3784,0.8031,0.0845,104.5,199.74,240.21,307.57
2964,-0.4522,-0.3773,0.8037,0.085,104.56,199.54,239.96,300.68
2965,-0.4521,-0.3764,0.8041,0.0856,104.66,199.36,239.75,306.71
2966,-0.4524,-0.3752,0.8045,0.086,104.83,199.25,239.55,305.86
2967,-0.4527,-0.3742,0.8047,0.0866,105.01,199.12,239.38,305.3
2968,-0.4525,-0.3731,0.8053,0.0872,105.09,198.91,239.11,307.57
2969,-0.4519,-0.372,0.806,0.0879,105.11,198.66,238.83,306.23
2970,-0.4528,-0.3711,0.8058,0.0889,105.46,198.57,238.72,305.2
2971,-0.4532,-0.3701,0.806,0.0899,105.7,198.39,238.52,304.24
2972,-0.4529,-0.369,0.8066,0.0904,105.75,198.18,238.26,302.88
2973,-0.4522,-0.3679,0.8075,0.0906,105.66,197.98,237.98,305.78
2974,-0.451,-0.367,0.8085,0.0905,105.45,197.76,237.69,305.16
2975,-0.4507,-0.3661,0.8091,0.0906,105.44,197.62,237.47,304.78
2976,-0.4515,-0.3649,0.8091,0.0913,105.73,197.52,237.31,303.47
2977,-0.4521,-0.3638,0.8092,0.092,105.99,197.4,237.13,305.68
2978,-0.4519,-0.3627,0.8097,0.0926,106.07,197.21,236.9,306.15
2979,-0.4517,-0.3619,0.8101,0.0935,106.17,196.97,236.66,306.3
2980,-0.4512,-0.361,0.8106,0.0944,106.2,196.73,236.42,307.81
2981,-0.4507,-0.3601,0.8113,0.0948,106.18,196.52,236.17,307.26
2982,-0.4506,-0.3593,0.8116,0.0953,106.26,196.37,235.98,301.79
2983,-0.4501,-0.3585,0.8122,0.0957,106.23,196.18,235.76,305.3
2984,-0.4491,-0.3575,0.8132,0.096,106.08,195.93,235.46,303.47
2985,-0.4486,-0.3565,0.8139,0.0961,106.01,195.76,235.21,307.04
2986,-0.4483,-0.3556,0.8144,0.0963,106.02,195.63,235.01,306.3
2987,-0.4482,-0.3548,0.8148,0.0969,106.09,195.46,234.81,305.84
2988,-0.4482,-0.354,0.815,0.0979,106.23,195.24,234.6,308.47
2989,-0.4483,-0.3531,0.8152,0.0986,106.37,195.07,234.42,301.36
2990,-0.4478,-0.3523,0.8158,0.0992,106.37,194.86,234.18,305.84
2991,-0.4472,-0.3515,0.8164,0.0997,106.31,194.65,233.95,305.69
2992,-0.4466,-0.3507,0.817,0.1001,106.25,194.45,233.71,305.1
2993,-0.4465,-0.3497,0.8175,0.1006,106.32,194.28,233.49,302.44
2994,-0.4463,-0.3488,0.8179,0.1012,106.38,194.08,233.27,303.35
2995,-0.446,-0.3479,0.8183,0.1019,106.42,193.86,233.03,305.58
2996,-0.4461,-0.3468,0.8187,0.1024,106.53,193.71,232.82,308.41
2997,-0.4463,-0.346,0.8189,0.1029,106.66,193.58,232.65,308.42
2998,-0.4464,-0.3448,0.8192,0.1035,106.78,193.41,232.42,303.35
2999,-0.4457,-0.3437,0.8199,0.1042,106.76,193.13,232.11,302.5
3000,-0.4463,-0.3428,0.8198,0.1055,107.06,192.93,231.93,309.04
3001,-0.4467,-0.3418,0.82,0.1064,107.27,192.76,231.72,301.76
3002,-0.4464,-0.3406,0.8205,0.1068,107.3,192.55,231.46,305.16
3003,-0.4457,-0.3398,0.8212,0.107,107.19,192.38,231.23,306.23
3004,-0.4449,-0.3389,0.8221,0.1071,107.02,192.19,230.97,306.79
3005,-0.4444,-0.3379,0.8227,0.1072,106.96,192.02,230.73,306.87
3006,-0.445,-0.3369,0.8227,0.1079,107.2,191.88,230.55,307.52
3007,-0.4453,-0.3359,0.8228,0.1089,107.41,191.69,230.34,303.92
3008,-0.4455,-0.3349,0.823,0.1096,107.54,191.52,230.14,302.31
3009,-0.4454,-0.334,0.8233,0.1103,107.63,191.32,229.92,306.32
3010,-0.4453,-0.3332,0.8236,0.1111,107.72,191.12,229.71,305.88
3011,-0.4451,-0.3323,0.824,0.1114,107.73,190.97,229.51,303.47
3012,-0.4449,-0.3318,0.8243,0.1116,107.72,190.87,229.38,310.33
3013,-0.4451,-0.3309,0.8245,0.1122,107.85,190.72,229.19,300.68
3014,-0.4444,-0.3299,0.8252,0.1127,107.77,190.48,228.92,304.11
3015,-0.444,-0.3287,0.8258,0.1132,107.77,190.26,228.64,306.79
3016,-0.4443,-0.3276,0.826,0.1138,107.92,190.09,228.41,308.54
3017,-0.4447,-0.3264,0.8262,0.1147,108.12,189.89,228.17,306.37
3018,-0.4451,-0.3252,0.8263,0.1155,108.32,189.7,227.94,307.37
3019,-0.4452,-0.3239,0.8266,0.1163,108.47,189.48,227.66,305.07
3020,-0.4452,-0.3229,0.827,0.1169,108.55,189.28,227.42,302.38
3021,-0.4449,-0.322,0.8274,0.1174,108.56,189.09,227.19,305.68
3022,-0.4447,-0.3209,0.8278,0.1179,108.58,188.89,226.94,307.37
3023,-0.4444,-0.32,0.8283,0.1186,108.6,188.66,226.69,301.1
3024,-0.4444,-0.3188,0.8287,0.119,108.66,188.5,226.46,306.37
3025,-0.4441,-0.3179,0.8291,0.1192,108.64,188.36,226.25,304.59
3026,-0.4427,-0.3168,0.8303,0.1192,108.33,188.11,225.92,310.33
3027,-0.4408,-0.3157,0.8318,0.1192,107.91,187.82,225.55,304.7
3028,-0.4407,-0.3149,0.832,0.12,107.98,187.62,225.35,306.79
3029,-0.4415,-0.3139,0.8318,0.121,108.29,187.44,225.15,303.04
3030,-0.4417,-0.3126,0.8321,0.1218,108.44,187.21,224.88,301.78
3031,-0.4416,-0.3115,0.8325,0.1221,108.46,187.06,224.65,304.49
3032,-0.441,-0.3105,0.8332,0.1222,108.33,186.89,224.4,302.74
3033,-0.4408,-0.3094,0.8336,0.1225,108.34,186.73,224.17,305.07
3034,-0.4415,-0.3084,0.8336,0.123,108.57,186.62,224.0,303.45
3035,-0.4422,-0.3074,0.8335,0.124,108.83,186.43,223.79,305.58
3036,-0.4424,-0.3063,0.8336,0.1247,108.97,186.24,223.56,306.3
3037,-0.4423,-0.3054,0.8339,0.1254,109.03,186.02,223.33,303.57
3038,-0.4423,-0.3044,0.8341,0.1266,109.16,185.75,223.07,306.95
3039,-0.4422,-0.3032,0.8345,0.1274,109.21,185.5,222.78,306.44
3040,-0.4422,-0.3021,0.8348,0.1278,109.27,185.34,222.55,313.67
3041,-0.442,-0.3012,0.8352,0.1283,109.27,185.16,222.33,306.32
3042,-0.4415,-0.3003,0.8357,0.1287,109.22,184.96,222.09,311.07
3043,-0.441,-0.2991,0.8362,0.1293,109.16,184.71,221.8,306.79
3044,-0.4411,-0.2981,0.8365,0.1299,109.24,184.53,221.57,304.24
3045,-0.4419,-0.2969,0.8363,0.1309,109.55,184.32,221.33,306.23
3046,-0.4434,-0.2956,0.8358,0.1325,110.05,184.07,221.08,306.87
3047,-0.4453,-0.2944,0.8349,0.1343,110.69,183.82,220.85,309.17
3048,-0.4471,-0.2931,0.8341,0.1362,111.31,183.55,220.59,304.03
3049,-0.4489,-0.2918,0.8333,0.1379,111.9,183.3,220.35,302.91
3050,-0.4499,-0.2906,0.8329,0.1393,112.29,183.03,220.09,307.25
3051,-0.451,-0.2894,0.8325,0.1409,112.69,182.74,219.8,304.74
3052,-0.4537,-0.2881,0.8311,0.1431,113.57,182.46,219.57,304.03
3053,-0.4571,-0.2867,0.8293,0.1453,114.58,182.24,219.37,305.3
3054,-0.4594,-0.2856,0.8282,0.147,115.3,182.03,219.16,304.99
3055,-0.4603,-0.2842,0.8279,0.148,115.64,181.78,218.87,304.24
3056,-0.4595,-0.2829,0.8288,0.1483,115.44,181.53,218.54,304.65
3057,-0.458,-0.282,0.8299,0.1486,115.11,181.25,218.22,307.54
3058,-0.4558,-0.281,0.8315,0.1484,114.55,181.0,217.89,306.3
3059,-0.4528,-0.2799,0.8336,0.1476,113.75,180.77,217.54,304.03
3060,-0.4495,-0.279,0.8359,0.1463,112.82,180.65,217.26,309.85
3061,-0.446,-0.2781,0.8384,0.1444,111.82,180.59,217.01,303.92
3062,-0.443,-0.2771,0.8406,0.143,110.96,180.53,216.77,304.45
3063,-0.4413,-0.2762,0.8418,0.1424,110.51,180.41,216.54,300.69
3064,-0.4408,-0.2752,0.8424,0.1423,110.37,180.29,216.34,306.71
3065,-0.4408,-0.2741,0.8428,0.1423,110.37,180.18,216.12,301.79
3066,-0.4407,-0.273,0.8431,0.1428,110.39,179.99,215.88,304.45
3067,-0.4408,-0.2722,0.8432,0.1437,110.47,179.77,215.66,308.14
3068,-0.4407,-0.2712,0.8435,0.144,110.49,179.6,215.44,301.18
3069,-0.4405,-0.27,0.844,0.1441,110.44,179.47,215.21,304.51
3070,-0.44,-0.2692,0.8445,0.1441,110.32,179.35,215.02,306.19
3071,-0.4393,-0.2681,0.8453,0.1439,110.12,179.23,214.79,306.64
3072,-0.4387,-0.2671,0.8459,0.1437,109.97,179.13,214.59,305.86
3073,-0.4385,-0.266,0.8464,0.1438,109.91,178.99,214.36,306.71
3074,-0.4386,-0.265,0.8465,0.1442,109.97,178.84,214.16,307.74
3075,-0.4397,-0.2643,0.8461,0.1447,110.28,178.76,214.04,307.37
3076,-0.4408,-0.2636,0.8457,0.1452,110.58,178.68,213.94,303.57
3077,-0.4406,-0.2628,0.8459,0.1458,110.59,178.48,213.72,303.47
3078,-0.4398,-0.2616,0.8466,0.1465,110.42,178.21,213.41,304.14
3079,-0.4388,-0.2605,0.8473,0.1469,110.21,177.97,213.12,308.47
3080,-0.4378,-0.2594,0.8481,0.1475,110.0,177.7,212.82,305.22
3081,-0.4372,-0.2582,0.8487,0.1479,109.86,177.47,212.53,304.03
3082,-0.4371,-0.2571,0.8491,0.1482,109.86,177.32,212.3,302.91
3083,-0.437,-0.256,0.8493,0.1486,109.86,177.14,212.06,306.37
3084,-0.4365,-0.2549,0.8499,0.1489,109.75,176.95,211.81,304.59
3085,-0.4363,-0.254,0.8502,0.1497,109.73,176.72,211.56,307.18
3086,-0.4372,-0.2529,0.8498,0.1509,110.04,176.47,211.31,304.11
3087,-0.4372,-0.2517,0.85,0.1517,110.1,176.23,211.03,306.23
3088,-0.4367,-0.2507,0.8505,0.152,109.96,176.05,210.79,306.64
3089,-0.4351,-0.2497,0.8517,0.1517,109.55,175.91,210.56,305.78
3090,-0.4338,-0.2487,0.8527,0.1513,109.18,175.81,210.36,304.44
3091,-0.4335,-0.2479,0.853,0.1516,109.11,175.67,210.17,301.35
3092,-0.4339,-0.2469,0.853,0.1524,109.26,175.48,209.95,306.96
3093,-0.4339,-0.2459,0.8532,0.153,109.29,175.27,209.7,308.02
3094,-0.4332,-0.2451,0.8536,0.1536,109.14,175.05,209.49,306.37
3095,-0.4324,-0.2444,0.8541,0.1544,108.98,174.81,209.26,306.71
3096,-0.4316,-0.2435,0.8547,0.1548,108.8,174.64,209.05,303.92
3097,-0.4313,-0.2426,0.855,0.1552,108.76,174.47,208.85,304.45
3098,-0.431,-0.2418,0.8552,0.1559,108.72,174.28,208.63,305.78
3099,-0.4302,-0.2409,0.8559,0.156,108.52,174.13,208.44,304.14
3100,-0.4294,-0.2399,0.8566,0.1561,108.29,173.98,208.21,307.18
3101,-0.429,-0.239,0.857,0.1563,108.2,173.85,208.02,308.02
3102,-0.429,-0.2379,0.8572,0.157,108.21,173.64,207.77,306.44
3103,-0.429,-0.2369,0.8573,0.1579,108.26,173.39,207.52,305.74
3104,-0.4292,-0.236,0.8573,0.159,108.35,173.13,207.26,305.1
3105,-0.4292,-0.235,0.8574,0.1595,108.37,172.96,207.05,305.78
3106,-0.429,-0.234,0.8577,0.1601,108.34,172.75,206.81,308.35
3107,-0.4283,-0.2331,0.8581,0.1607,108.21,172.53,206.58,303.58
3108,-0.428,-0.2321,0.8584,0.1613,108.14,172.34,206.34,304.45
3109,-0.4279,-0.2312,0.8587,0.1617,108.12,172.19,206.14,308.06
3110,-0.4277,-0.2303,0.859,0.1621,108.06,172.03,205.94,301.18
3111,-0.4271,-0.229,0.8595,0.1623,107.9,171.85,205.69,302.92
3112,-0.427,-0.2281,0.8596,0.1635,107.93,171.57,205.42,303.35
3113,-0.428,-0.2271,0.8591,0.1649,108.24,171.27,205.15,304.62
3114,-0.4284,-0.226,0.859,0.166,108.39,171.0,204.86,307.52
3115,-0.4283,-0.2249,0.8593,0.1663,108.35,170.84,204.64,306.23
3116,-0.427,-0.224,0.8601,0.1663,108.02,170.71,204.46,303.37
3117,-0.4259,-0.223,0.8609,0.1662,107.71,170.61,204.27,306.3
3118,-0.4259,-0.222,0.8611,0.1666,107.7,170.45,204.06,304.14
3119,-0.4263,-0.221,0.861,0.1676,107.82,170.19,203.79,302.91
3120,-0.4264,-0.2198,0.8611,0.1686,107.88,169.93,203.5,302.1
3121,-0.4262,-0.2187,0.8613,0.1693,107.85,169.7,203.25,304.7
3122,-0.4262,-0.2179,0.8613,0.1701,107.88,169.5,203.04,307.33
3123,-0.426,-0.2169,0.8615,0.171,107.85,169.26,202.79,301.84
3124,-0.4262,-0.2158,0.8616,0.1714,107.88,169.08,202.55,303.95
3125,-0.4261,-0.2149,0.8618,0.1719,107.86,168.91,202.35,305.1
3126,-0.4253,-0.2139,0.8624,0.1722,107.65,168.76,202.14,305.12
3127,-0.4245,-0.2128,0.863,0.1724,107.43,168.6,201.91,305.09
3128,-0.4244,-0.2117,0.8633,0.1728,107.39,168.45,201.7,303.57
3129,-0.4245,-0.2108,0.8632,0.1736,107.44,168.23,201.47,304.06
3130,-0.4247,-0.2099,0.8632,0.1746,107.5,167.99,201.23,308.31
3131,-0.4248,-0.2089,0.8632,0.1754,107.54,167.75,200.98,301.11
3132,-0.4236,-0.2079,0.8638,0.1765,107.26,167.45,200.71,308.02
3133,-0.4226,-0.207,0.8643,0.1775,107.02,167.18,200.45,308.98
3134,-0.4216,-0.2061,0.8649,0.1783,106.78,166.95,200.22,304.99
3135,-0.421,-0.2049,0.8653,0.179,106.63,166.71,199.95,306.3
3136,-0.4208,-0.2039,0.8655,0.1796,106.58,166.54,199.74,302.05
3137,-0.4205,-0.2028,0.8658,0.1804,106.49,166.29,199.47,304.78
3138,-0.4196,-0.2016,0.8664,0.1809,106.25,166.09,199.22,303.93
3139,-0.4193,-0.2006,0.8665,0.1819,106.2,165.84,198.97,309.15
