1492, 0.58, -0.52, 0.63, -51.49, 18.99, -69.47, 28.06, 49.66, 25.66, 0.9772, -0.1856, 0.0817, -0.0624, 338.93, 21.02, 5.34, 29.46
1506, 0.52, -0.50, 0.65, -23.86, -22.40, -4.75, 28.06, 49.66, 25.66, 0.9498, -0.2783, 0.0646, -0.1274, 337.67, 31.48, 12.12, 29.46
1519, 0.63, -0.27, 0.98, -46.02, 24.06, -27.56, 26.86, 49.06, 24.76, 0.9041, -0.4048, 0.0176, -0.1359, 343.68, 47.27, 13.52, 28.70
1532, 0.45, -0.60, 0.60, -93.98, 29.97, -84.69, 26.86, 49.06, 24.76, 0.8109, -0.4346, 0.1104, -0.3761, 299.23, 46.13, 36.57, 28.70
1546, 0.58, -0.36, 0.97, -10.76, 84.12, 32.27, 26.86, 49.06, 24.76, 0.7009, -0.5014, 0.2660, -0.4319, 252.58, 53.07, 34.90, 28.70
1568, 0.31, -0.41, 0.57, -29.21, 47.37, 21.91, 29.26, 46.36, 21.31, 0.7049, -0.3703, 0.3544, -0.4903, 240.76, 20.19, 57.99, 32.25
1603, 0.42, -0.71, 0.83, -95.29, -57.15, 59.49, 29.86, 47.11, 21.01, 0.7025, -0.4512, 0.4626, -0.2981, 226.44, 65.29, 0.20, 32.36
1638, 0.50, -1.51, 0.76, -35.33, 5.34, 14.21, 28.96, 47.26, 19.35, 0.6578, -0.6043, 0.4250, -0.1470, 265.10, 97.77, 331.74, 31.50
1684, 0.33, -0.31, 0.81, 121.25, 102.87, -128.49, 30.91, 45.01, 16.20, 0.4741, -0.6109, 0.4508, -0.4459, 207.06, 130.77, 326.84, 34.48
1708, 0.45, -0.82, 0.45, 30.27, 51.54, 41.20, 31.06, 45.61, 16.80, 0.5008, -0.4216, 0.4837, -0.5810, 206.03, 321.64, 129.40, 34.25
1743, 0.47, -0.36, -0.33, 158.07, -18.41, 41.71, 29.86, 43.81, 16.05, 0.5808, -0.1846, 0.3609, -0.7060, 274.34, 336.27, 110.54, 34.27
1778, 0.36, -0.49, 0.82, 157.80, 126.24, -6.04, 28.51, 43.06, 19.50, 0.5613, 0.1458, 0.2327, -0.7807, 356.15, 328.17, 109.12, 33.51
1813, 0.19, -0.37, 0.83, 83.09, 118.44, 46.24, 26.26, 43.81, 18.90, 0.4309, 0.5085, 0.1591, -0.7283, 74.25, 302.83, 98.04, 30.93
1848, 0.18, -0.39, 0.96, 86.60, 40.64, 47.26, 25.51, 43.06, 21.76, 0.3674, 0.7446, 0.0053, -0.5573, 111.39, 258.86, 47.77, 30.64
1883, 0.17, -0.47, 0.91, 54.56, -1.29, 48.42, 22.51, 47.11, 23.11, 0.2199, 0.8551, -0.1988, -0.4254, 109.16, 200.92, 344.70, 25.53
1918, 0.04, -0.33, 1.07, 54.39, 65.32, 8.65, 21.61, 48.31, 23.26, 0.1835, 0.8809, -0.2869, -0.3287, 86.38, 190.64, 328.15, 24.09
1953, 0.14, -0.34, 0.97, 27.76, 12.33, 8.87, 20.56, 49.81, 25.36, 0.1093, 0.9090, -0.3111, -0.2548, 64.18, 182.71, 322.99, 22.42
1987, 0.03, -0.20, 0.83, 32.47, 12.82, -0.11, 21.46, 50.41, 26.26, 0.0458, 0.9264, -0.3174, -0.1973, 46.49, 177.47, 321.65, 23.05
2023, 0.08, -0.26, 0.92, 26.63, 13.60, -3.56, 19.05, 50.26, 25.81, 0.0045, 0.9328, -0.3328, -0.1379, 30.17, 175.04, 320.07, 20.76
2057, 0.14, -0.25, 0.97, 25.38, 11.11, -2.97, 20.41, 49.66, 27.31, -0.0440, 0.9361, -0.3362, -0.0934, 16.72, 171.56, 319.87, 22.34
2092, 0.04, -0.15, 0.95, 12.68, 11.15, -13.22, 18.75, 50.26, 26.41, -0.0917, 0.9423, -0.3180, -0.0506, 4.25, 168.17, 322.48, 20.46
2127, 0.04, -0.21, 0.99, 6.47, 1.01, -4.66, 19.50, 50.86, 26.41, -0.1018, 0.9430, -0.3158, -0.0258, 358.20, 167.97, 323.07, 20.98
2162, 0.12, -0.24, 0.95, -19.95, -27.33, -6.84, 19.20, 49.21, 26.26, -0.1152, 0.9458, -0.2954, -0.0707, 7.53, 164.92, 324.80, 21.32
2197, 0.09, -0.21, 0.97, -3.06, -27.06, -34.43, 20.11, 49.81, 27.61, -0.1206, 0.9545, -0.2431, -0.1239, 20.48, 162.83, 329.87, 21.98
2232, 0.13, -0.28, 1.10, -46.69, -34.93, -6.52, 19.95, 49.66, 26.26, -0.0922, 0.9602, -0.1532, -0.2147, 45.18, 164.75, 338.81, 21.89
2267, 0.14, -0.29, 0.96, -14.33, -30.85, -16.14, 19.95, 48.61, 26.71, -0.0311, 0.9395, -0.1165, -0.3205, 73.02, 170.47, 342.71, 22.32
2302, 0.19, -0.41, 1.01, -4.23, -24.66, 7.43, 19.50, 50.26, 27.91, -0.0457, 0.9166, -0.0950, -0.3858, 88.61, 167.33, 342.98, 21.21
2337, 0.05, -0.77, 1.10, -75.20, -74.95, 8.13, 20.56, 50.56, 29.71, 0.0706, 0.8596, -0.0180, -0.5057, 121.38, 192.18, 4.75, 22.12
2371, 0.34, -1.02, 0.63, -3.68, -92.77, -24.04, 19.65, 49.96, 27.31, 0.1868, 0.6821, 0.0747, -0.7031, 137.23, 279.22, 89.97, 21.47
2407, 0.04, -0.20, 1.07, 102.12, -52.21, -78.24, 21.31, 49.06, 30.01, 0.0879, 0.5317, 0.2249, -0.8118, 110.91, 306.01, 137.66, 23.47
