,time,acc_X,acc_Y,acc_Z,gyro_X,gyro_Y,gyro_Z,heading
898,-0.5307,-0.7026,0.0183,-0.4737,279.48,270.9,316.18,19.92
899,-0.647,-0.6297,0.1155,-0.4142,316.3,281.2,312.76,23.36
900,-0.6963,-0.5916,0.0973,-0.3946,321.28,287.33,315.22,24.46
901,-0.7002,-0.6072,0.1303,-0.3521,331.62,283.64,317.78,27.33
902,-0.6172,-0.6987,0.2646,-0.2466,357.94,263.31,317.61,29.33
903,-0.4637,-0.7894,0.3402,-0.2145,357.35,241.44,312.59,27.36
904,-0.2871,-0.802,0.2681,-0.4501,290.79,238.5,303.23,23.77
905,-0.0517,-0.679,0.0765,-0.7284,202.3,290.07,247.91,22.68
906,0.1284,-0.618,0.0966,-0.7696,205.15,2.64,158.93,14.5
907,0.4131,-0.3602,-0.1972,-0.8128,310.01,43.01,116.13,15.51
908,0.4786,-0.2538,-0.3264,-0.7746,350.74,48.68,114.48,7.5
909,0.3492,-0.519,-0.4906,-0.6066,326.64,91.2,103.11,5.49
910,-0.1015,-0.7863,-0.4737,-0.3835,271.27,163.45,68.92,7.39
911,-0.482,-0.7837,-0.3065,-0.2439,274.65,235.5,19.49,9.26
912,-0.7235,-0.6904,-0.0005,-0.003,359.45,272.68,359.79,17.8
913,-0.6604,-0.7053,0.228,0.1202,56.15,263.57,349.36,21.66
914,-0.5398,-0.7292,0.3998,0.1304,76.9,240.7,325.61,21.88
915,-0.3773,-0.7063,0.5611,0.2096,92.02,205.39,293.99,23.25
916,-0.1905,-0.691,0.6591,0.2278,68.92,177.43,271.91,20.66
917,-0.1349,-0.6551,0.7191,0.1889,52.39,173.93,263.25,14.8
918,-0.1809,-0.6668,0.7178,0.086,43.97,187.29,267.2,18.43
919,-0.2575,-0.6895,0.6501,-0.1886,8.57,217.02,274.8,22.35
920,-0.4574,-0.5308,0.4937,-0.515,349.09,267.07,268.96,12.85
921,-0.5791,-0.3155,0.1293,-0.7405,322.99,324.03,262.11,9.01
922,-0.6635,-0.2734,-0.0378,-0.6954,309.02,339.89,271.91,9.52
923,-0.8027,-0.4467,-0.0893,-0.3849,301.69,312.06,321.95,4.2
924,-0.7889,-0.426,-0.2956,-0.3299,263.27,314.09,336.16,2.41
925,-0.701,-0.2694,-0.5365,-0.385,212.7,7.22,297.04,355.98
926,-0.6392,-0.0554,-0.6166,-0.4563,245.98,64.6,251.05,0.64
927,-0.4757,0.2306,-0.7533,-0.3913,295.14,106.6,238.5,1.8
928,-0.3999,0.3707,-0.7906,-0.2787,309.6,125.45,243.39,2.92
929,-0.5154,0.395,-0.7601,0.0259,253.0,141.81,254.71,0.25
930,-0.472,0.2713,-0.7236,0.4242,228.07,241.47,178.91,359.25
931,-0.322,0.1664,-0.6434,0.6742,280.6,278.72,163.37,356.19
932,-0.2519,0.1575,-0.5267,0.7964,297.84,297.5,164.05,353.46
933,-0.2278,0.1002,-0.5209,0.8165,312.73,298.51,163.01,353.13
934,-0.2906,0.0996,-0.5187,0.7979,305.18,299.87,156.05,351.05
935,-0.4305,0.0712,-0.5588,0.7052,288.87,296.68,139.56,349.39
936,-0.6459,-0.0031,-0.5233,0.5558,275.47,307.67,102.93,351.06
937,-0.8264,-0.0971,-0.3669,0.4161,296.59,326.81,63.12,350.23
938,-0.8061,-0.3367,-0.3486,0.3395,321.06,304.22,56.06,349.02
939,-0.7791,-0.5056,-0.2902,0.2307,334.71,289.16,42.0,346.6
940,-0.9127,-0.3984,-0.034,-0.0833,345.23,313.32,352.77,346.87
941,-0.8879,0.1961,0.2216,-0.3523,64.23,13.1,320.5,344.34
942,-0.6981,0.5705,0.1659,-0.3996,86.87,66.12,329.49,356.04
943,-0.268,0.6314,0.3072,-0.6596,171.94,281.81,149.67,357.6
944,0.3783,0.5807,0.5087,-0.5107,24.04,258.69,92.3,5.24
945,0.6837,0.63,0.052,-0.3645,45.69,282.59,37.73,17.62
946,0.791,0.5575,-0.2459,-0.0546,53.47,286.76,347.86,19.71
947,0.9377,-0.0728,-0.3221,0.108,76.61,4.89,348.56,15.87
948,0.595,-0.622,-0.4995,0.0975,91.41,113.0,46.35,21.97
949,0.0347,-0.8667,-0.4975,0.009,5.76,177.06,59.64,33.05
950,-0.2154,-0.9097,-0.3548,0.0088,344.26,203.7,40.96,36.91
951,-0.1878,-0.9713,-0.1453,0.0107,356.12,201.6,16.64,38.57
952,-0.6769,-0.7349,0.0023,-0.0415,353.36,265.4,356.58,36.75
953,-0.714,-0.6911,0.1104,-0.0188,15.13,271.18,349.56,38.75
954,-0.7884,-0.5846,0.1846,0.0506,41.02,285.37,351.65,40.6
955,-0.9276,-0.3032,0.1769,0.1277,47.86,325.53,8.16,39.62
956,-0.9382,-0.2235,0.2052,0.1665,54.7,336.72,14.39,40.48
957,-0.9431,0.1172,0.1455,0.2752,24.23,17.94,34.45,39.73
958,-0.8468,0.3843,0.0861,0.3576,345.17,45.92,42.65,41.96
959,-0.8025,0.4357,0.12,0.3897,343.09,53.26,47.56,42.51
960,-0.6016,0.6753,0.0487,0.4238,298.16,84.44,42.16,42.51
961,-0.5087,0.7609,-0.024,0.402,280.97,101.91,28.87,42.51
962,-0.3156,0.8835,-0.0995,0.3316,279.1,139.76,2.52,42.88
963,-0.1788,0.9398,-0.1225,0.2642,294.58,161.19,350.72,42.25
964,0.0496,0.9674,-0.1684,0.1823,320.72,189.62,338.59,42.51
965,0.2929,0.929,-0.215,0.0701,359.52,215.06,333.86,41.0
966,0.3923,0.887,-0.2437,0.0074,20.5,225.3,333.56,42.15
967,0.4525,0.8605,-0.2342,-0.0051,25.5,232.74,335.89,41.1
968,0.5957,0.7756,-0.1927,-0.08,41.42,252.75,347.43,42.54
969,0.6219,0.7608,-0.1499,-0.1091,41.27,257.5,354.33,41.1
970,0.5795,0.8013,-0.1301,-0.0718,30.83,250.73,352.53,41.9
971,0.5568,0.8154,-0.1428,-0.068,31.33,247.36,350.61,41.74
972,0.6401,0.7548,-0.1249,-0.0698,30.77,259.8,354.1,42.51
973,0.5618,0.8168,-0.1258,-0.037,23.28,248.05,350.36,42.07
974,0.6719,0.727,-0.115,-0.0826,31.87,265.02,356.65,41.99
975,0.7097,0.6944,-0.0796,-0.0887,27.32,271.36,0.9,42.86
976,0.6425,0.7579,-0.0841,-0.0756,25.72,260.38,358.22,42.65
977,0.7311,0.671,-0.0508,-0.1127,26.07,275.56,5.69,43.07
978,0.7021,0.7055,-0.0369,-0.0896,20.53,270.11,4.3,40.01
979,0.6928,0.7101,-0.0475,-0.1166,26.76,269.24,5.55,41.7
980,0.7184,0.6861,-0.0116,-0.1139,19.92,273.39,8.63,40.73
981,0.7282,0.6737,-0.019,-0.1242,22.49,275.35,9.11,43.47
982,0.7288,0.669,-0.019,-0.1446,25.55,276.13,10.95,43.6
983,0.6562,0.7453,-0.001,-0.118,20.41,263.53,8.97,40.71
984,0.6734,0.7275,0.0073,-0.1316,20.92,266.59,11.01,41.65
985,0.6262,0.7732,0.0205,-0.0982,14.5,258.58,8.96,44.03
986,0.4619,0.8862,0.0057,-0.0363,6.77,235.13,2.5,41.0
987,0.2452,0.9694,0.0108,-0.0052,0.54,208.39,1.35,41.17
988,0.204,0.9787,0.0196,0.0133,356.11,203.51,1.88,44.73
989,-0.3258,0.9431,-0.0662,-0.0035,355.81,142.02,352.69,45.8
990,-0.8026,0.5953,-0.0315,0.019,351.61,73.14,359.59,44.74
991,-0.9934,0.0403,0.1041,-0.024,24.09,4.4,357.7,45.14
992,-0.8581,-0.5072,-0.0589,-0.0542,342.04,298.98,358.07,43.78
993,-0.4359,-0.8928,-0.078,0.082,8.99,232.53,12.21,42.39
994,0.1624,-0.9693,-0.0162,0.184,42.44,160.65,358.25,37.86
995,0.6958,-0.7029,-0.0317,0.1442,28.59,89.41,350.73,29.8
996,0.8914,-0.4009,-0.1746,0.1188,47.98,47.47,355.49,24.74
997,0.8639,-0.474,-0.1689,0.0221,36.44,58.68,7.37,20.96
998,0.8892,-0.3691,-0.258,-0.0809,47.05,49.59,21.39,20.36
999,0.8626,-0.124,-0.4903,0.0105,116.09,22.63,11.28,22.01
1000,0.7941,0.3516,-0.466,0.169,76.82,293.98,310.47,19.49
1001,0.6521,0.6843,-0.3119,0.0957,32.02,262.15,324.97,10.86
1002,0.1527,0.9752,-0.1215,0.1046,340.78,199.14,344.18,5.91
1003,-0.3861,0.8909,0.0067,0.2389,310.27,130.36,12.51,352.92
1004,-0.7196,0.6205,0.2182,0.2228,4.3,82.25,36.28,342.77
1005,-0.8601,0.1206,0.4948,0.0283,115.19,26.07,18.28,337.27
1006,-0.7513,-0.401,0.5184,-0.077,91.66,281.66,310.3,326.94
1007,-0.6986,-0.5918,0.3807,-0.1294,44.52,270.59,316.98,320.03
1008,-0.795,-0.5008,0.2831,-0.1925,29.82,290.48,322.4,317.79
1009,-0.8651,-0.35,0.2206,-0.2837,21.1,311.99,318.98,320.66
1010,-0.8866,-0.2839,0.1024,-0.3505,358.0,324.88,317.18,323.33
1011,-0.9162,0.0837,0.2006,-0.3367,50.17,1.16,319.91,323.58
1012,-0.6786,0.6007,0.3391,-0.2522,99.49,85.72,5.79,323.95
1013,-0.2114,0.7264,0.6535,0.0226,28.18,159.68,81.41,335.92
1014,0.0333,0.2376,0.6661,0.7061,315.35,90.01,163.06,353.66
1015,0.3767,-0.3978,0.1978,0.8127,59.68,45.75,242.59,15.09
1016,0.3799,-0.8263,-0.3325,0.2493,83.3,141.79,28.82,26.8
1017,0.2461,-0.7221,-0.4566,-0.4578,308.25,120.73,79.5,32.71
1018,0.1296,-0.6133,-0.4618,-0.6276,278.9,103.6,106.37,33.88
1019,0.1774,-0.793,-0.2349,-0.5334,260.61,124.68,60.28,36.25
1020,0.2408,-0.9207,-0.0401,-0.3043,294.48,146.2,15.19,34.51
1021,0.5473,-0.8302,0.0778,-0.0714,336.49,113.51,357.02,35.95
1022,0.8359,-0.277,0.1176,0.4589,6.61,34.89,303.51,32.03
1023,0.52,0.4596,0.1973,0.6923,245.4,337.72,266.13,26.78
1024,-0.2168,0.7076,0.2624,0.6191,260.65,102.42,81.5,13.53
1025,-0.82,0.476,0.1958,0.2501,9.52,61.84,36.78,351.67
1026,-0.9939,-0.0924,-0.0044,-0.0599,357.73,349.44,353.21,336.45
1027,-0.9328,0.2475,-0.1386,-0.2221,342.9,31.96,330.77,320.86
1028,-0.608,0.7068,0.0257,-0.3605,65.49,90.04,331.44,325.43
1029,-0.0822,0.9156,0.2125,-0.3313,79.81,179.28,25.87,341.08
1030,0.4616,0.8393,0.2722,-0.0916,348.79,235.97,32.96,358.64
1031,0.8918,0.4125,0.1856,0.0109,320.25,308.93,8.17,10.67
1032,0.9801,0.1785,0.0628,-0.0594,348.3,338.94,8.02,19.72
1033,0.9004,0.398,-0.0309,-0.1729,22.3,313.97,17.0,20.96
1034,0.522,0.81,-0.1641,-0.2108,61.72,244.76,356.94,21.38
1035,0.1651,0.9159,-0.2607,-0.2568,67.62,191.7,331.79,14.66
1036,0.0584,0.8631,-0.2795,-0.4166,97.48,168.44,318.86,10.15
1037,0.0227,0.787,-0.2609,-0.5586,126.01,145.71,301.91,11.05
1038,-0.0715,0.7304,-0.3086,-0.6051,114.25,118.31,278.18,15.56
1039,-0.2026,0.6702,-0.4107,-0.584,76.12,107.42,268.58,7.69
1040,-0.2943,0.6245,-0.4962,-0.5265,42.87,107.01,267.12,4.4
1041,-0.2396,0.6413,-0.4377,-0.5829,65.07,104.12,265.73,4.06
1042,-0.137,0.6603,-0.3272,-0.662,103.35,97.98,261.61,2.86
1043,-0.1306,0.668,-0.3267,-0.6557,104.51,99.96,263.12,6.3
1044,-0.1532,0.6704,-0.3863,-0.6147,89.8,106.17,265.61,10.4
1045,-0.2149,0.6437,-0.4806,-0.5554,61.12,109.73,264.75,6.54
1046,-0.2252,0.6379,-0.5096,-0.5317,53.33,111.89,264.56,4.79
1047,-0.1074,0.6604,-0.4319,-0.6048,89.83,110.28,261.51,4.01
1048,-0.074,0.6668,-0.4384,-0.5981,94.22,113.71,261.57,1.41
1049,-0.1778,0.659,-0.5739,-0.4525,46.2,124.97,265.74,6.75
1050,-0.2924,0.587,-0.7015,-0.279,350.52,132.51,261.93,2.78
1051,-0.3499,0.3951,-0.8197,0.2227,262.9,187.69,228.0,353.21
1052,-0.1934,0.0873,-0.7807,0.5878,312.27,255.17,174.28,347.05
1053,0.0636,-0.077,-0.8707,0.4815,21.32,237.49,175.75,339.08
1054,0.2366,-0.2236,-0.8721,0.3653,70.35,220.55,164.6,338.66
1055,0.2915,-0.289,-0.8511,0.3274,86.53,212.28,155.58,341.03
1056,0.3251,-0.2823,-0.8395,0.3315,94.29,213.25,157.66,342.93
1057,0.3541,-0.2869,-0.8051,0.3796,104.0,221.52,161.73,345.01
1058,0.4092,-0.2751,-0.7142,0.4968,118.15,250.52,181.53,341.57
1059,0.4244,-0.2517,-0.6304,0.5993,113.6,278.24,200.45,342.0
1060,0.5573,-0.2941,-0.5035,0.591,130.72,320.12,240.44,339.81
1061,0.6172,-0.35,-0.4167,0.5682,131.63,354.19,270.98,338.81
1062,0.6793,-0.2362,-0.2928,0.6301,88.12,356.16,272.75,337.75
1063,0.7171,-0.1041,-0.1553,0.6714,42.51,356.36,273.08,337.73
1064,0.7239,-0.1633,-0.2162,0.6344,62.69,357.46,276.83,335.59
1065,0.7083,-0.2395,-0.2979,0.5934,89.88,358.85,279.62,338.04
1066,0.6996,-0.1506,-0.3097,0.6261,76.91,346.94,271.78,336.25
1067,0.7328,-0.1073,-0.3109,0.5957,71.39,344.79,276.86,336.25
1068,0.8131,-0.1736,-0.2256,0.5077,65.8,3.63,297.11,335.73
1069,0.8601,-0.194,-0.058,0.4682,32.7,16.92,305.32,338.32
1070,0.8936,-0.1587,0.026,0.419,9.92,17.85,310.54,337.23
1071,0.8964,-0.1614,0.0023,0.4128,14.83,17.08,311.66,338.16
1072,0.9348,-0.2104,0.0406,0.2832,4.96,24.63,326.83,338.89
1073,0.8848,-0.2613,0.3116,0.2276,308.75,42.08,321.15,340.47
1074,0.7928,-0.3437,0.49,0.1152,271.51,66.68,313.53,340.02
1075,0.8409,-0.3482,0.4079,0.073,281.15,56.64,328.21,341.34
1076,0.8312,-0.4021,0.3795,0.0579,288.49,61.39,330.35,341.57
1077,0.7836,-0.3998,0.4749,0.0248,267.15,70.58,322.61,342.48
1078,0.7969,-0.2945,0.5106,0.1327,265.3,63.23,310.89,344.22
1079,0.7316,-0.3464,0.5758,0.1147,260.52,81.39,298.72,341.28
1080,0.6467,-0.4088,0.6407,0.0648,258.27,104.22,285.69,342.3
1081,0.6513,-0.3851,0.6527,0.038,249.63,105.1,284.71,341.67
1082,0.7065,-0.2802,0.6407,0.1085,244.74,87.65,286.87,342.02
1083,0.7167,-0.2838,0.6328,0.0736,240.17,85.63,292.07,339.16
1084,0.6549,-0.2871,0.6991,0.0046,228.16,110.39,273.17,342.83
1085,0.5229,-0.2133,0.8251,0.0193,242.57,150.61,225.76,341.46
1086,0.5175,-0.1402,0.8441,-0.0054,237.87,163.67,208.54,341.78
1087,0.5155,-0.1006,0.849,-0.0583,235.01,179.4,193.88,343.09
1088,0.1804,-0.0206,0.9747,-0.1305,318.18,195.33,179.57,340.0
1089,-0.156,0.1877,0.951,-0.1901,43.19,199.01,161.33,340.06
1090,-0.2419,0.2338,0.9224,-0.1898,64.7,196.3,156.31,340.15
1091,-0.2467,0.2808,0.9155,-0.1487,64.72,189.11,148.54,339.74
1092,-0.2703,0.2337,0.9243,-0.1344,68.45,188.49,154.24,340.22
1093,-0.2705,0.1303,0.953,-0.0399,63.47,180.37,164.53,339.95
1094,-0.3755,0.1058,0.9137,0.1138,82.92,157.45,158.16,340.15
1095,-0.5584,0.0253,0.8016,0.2119,124.4,127.89,143.51,342.4
1096,-0.7485,-0.0146,0.6028,0.2759,131.14,48.72,72.99,344.6
1097,-0.8405,-0.0365,0.4584,0.2864,104.66,19.22,47.15,342.94
1098,-0.8353,-0.1567,0.4191,0.3196,106.31,0.58,42.17,341.8
1099,-0.7205,-0.2561,0.4509,0.4604,124.64,5.71,68.61,344.16
1100,-0.725,-0.2342,0.4397,0.4756,118.69,8.88,71.6,342.84
1101,-0.7334,-0.2792,0.3564,0.5071,107.4,355.34,66.96,345.93
1102,-0.7864,-0.3681,0.1382,0.4764,69.23,327.08,51.9,344.67
1103,-0.8121,-0.425,-0.0895,0.3896,21.42,309.32,46.17,346.29
1104,-0.7987,-0.4494,-0.2759,0.2899,339.25,296.82,46.29,346.56
1105,-0.7718,-0.4743,-0.3818,0.1832,310.88,286.51,45.17,347.18
1106,-0.7385,-0.4946,-0.4472,0.1,291.68,277.7,45.49,346.31
1107,-0.7581,-0.4912,-0.4128,0.1163,298.46,281.85,42.64,344.73
1108,-0.7644,-0.4889,-0.4034,0.1183,299.87,283.12,41.66,347.57
1109,-0.7668,-0.4855,-0.3936,0.1462,305.0,284.28,43.12,346.31
1110,-0.7376,-0.4754,-0.4674,0.1074,288.05,277.89,48.15,346.55
1111,-0.6963,-0.4909,-0.5226,0.0319,271.71,267.75,50.97,346.17
1112,-0.6544,-0.4878,-0.5767,-0.0351,255.82,256.73,57.24,346.56
1113,-0.5499,-0.4431,-0.6976,-0.1214,237.98,220.99,90.31,345.0
1114,-0.4261,-0.4229,-0.7784,-0.1832,250.14,187.52,119.06,345.86
1115,-0.2765,-0.384,-0.8524,-0.2224,280.09,167.44,136.08,347.07
1116,-0.2676,-0.3825,-0.8641,-0.188,285.35,171.31,135.18,344.93
1117,-0.2786,-0.4035,-0.8527,-0.18,283.32,173.99,131.44,346.27
1118,-0.3075,-0.3922,-0.8527,-0.1565,279.33,178.07,131.31,344.82
1119,-0.4407,-0.3742,-0.8116,-0.0841,257.78,197.93,121.87,344.33
1120,-0.5185,-0.3574,-0.7736,-0.0711,242.93,209.95,113.36,344.81
1121,-0.5501,-0.3503,-0.7565,-0.0493,239.82,218.54,107.44,345.41
1122,-0.5344,-0.3299,-0.7767,-0.0488,240.86,213.14,114.64,346.38
1123,-0.5397,-0.3147,-0.7803,-0.0264,241.59,215.66,115.36,346.27
1124,-0.5476,-0.3074,-0.7773,-0.0378,238.02,214.96,115.83,346.9
1125,-0.5224,-0.2982,-0.7972,-0.0523,240.46,206.94,123.31,346.03
1126,-0.5025,-0.3056,-0.8075,-0.0457,245.84,205.41,124.56,345.26
1127,-0.5777,-0.3539,-0.7352,-0.0225,240.14,228.58,99.43,345.18
1128,-0.6715,-0.4,-0.6236,-0.0183,243.13,259.25,64.95,345.86
1129,-0.6967,-0.3857,-0.6032,-0.0452,237.82,267.0,56.31,345.34
1130,-0.6899,-0.3542,-0.6286,-0.0588,229.28,264.32,60.89,345.18
1131,-0.6595,-0.3282,-0.6736,-0.0606,223.69,250.73,76.75,345.86
1132,-0.6814,-0.3147,-0.6596,-0.0391,225.1,259.76,70.68,345.18
1133,-0.7071,-0.2889,-0.6451,-0.0203,224.97,270.11,64.13,345.34
1134,-0.6529,-0.2694,-0.7077,0.0164,227.49,248.62,90.31,345.01
1135,-0.6216,-0.2349,-0.7436,0.0749,234.47,241.82,104.81,344.93
1136,-0.6566,-0.189,-0.7156,0.1447,235.46,258.13,98.18,345.18
1137,-0.7265,-0.1405,-0.6463,0.1867,235.12,285.7,78.15,345.36
1138,-0.7441,-0.1371,-0.6203,0.2066,239.89,292.72,73.11,346.1
1139,-0.7198,-0.1442,-0.6473,0.2052,238.47,284.27,80.84,348.61
1140,-0.6453,-0.1658,-0.7207,0.1917,239.89,259.17,103.0,346.86
1141,-0.5133,-0.1809,-0.8186,0.1837,258.61,230.18,130.06,346.27
1142,-0.4722,-0.1637,-0.8405,0.2092,267.01,227.34,136.63,346.03
1143,-0.4939,-0.1362,-0.8213,0.2509,264.04,234.76,135.21,347.78
1144,-0.5218,-0.1741,-0.8096,0.2048,258.64,234.1,128.54,347.49
1145,-0.4832,-0.1981,-0.8338,0.1789,265.39,226.25,132.08,345.46
1146,-0.406,-0.2303,-0.8729,0.1423,279.94,214.65,137.47,347.11
1147,-0.4114,-0.2217,-0.872,0.1457,278.49,215.19,138.03,346.03
1148,-0.4175,-0.2241,-0.87,0.1362,276.57,214.62,137.57,346.44
1149,-0.4228,-0.2572,-0.8625,0.1061,275.14,212.87,133.73,346.54
1150,-0.3523,-0.2802,-0.8904,0.0678,287.78,203.2,137.41,344.83
1151,-0.2635,-0.2889,-0.9201,0.025,303.88,192.98,141.88,347.02
1152,-0.2166,-0.2854,-0.9335,-0.0151,311.21,186.02,144.7,346.2
1153,-0.0946,-0.2677,-0.9555,-0.0794,334.19,174.04,149.37,343.94
1154,-0.114,-0.2738,-0.951,-0.0875,329.3,173.81,148.71,346.71
1155,-0.0619,-0.2725,-0.9545,-0.1045,339.82,170.31,148.99,344.92
1156,-0.0403,-0.2845,-0.9526,-0.1001,344.62,170.25,147.4,346.13
1157,-0.0552,-0.2938,-0.9508,-0.0812,342.42,172.91,146.2,345.23
1158,-0.159,-0.3592,-0.919,-0.0353,322.97,182.98,136.82,345.62
1159,-0.1679,-0.3848,-0.9065,-0.045,320.36,182.9,133.49,343.86
1160,-0.0316,-0.376,-0.9205,-0.1018,344.52,170.5,136.21,343.18
1161,0.0047,-0.3679,-0.9233,-0.1098,351.74,168.07,136.98,344.25
1162,0.0377,-0.3494,-0.9255,-0.1416,356.65,163.23,138.88,342.91
1163,0.0198,-0.3492,-0.9226,-0.1629,351.14,161.62,139.26,343.0
1164,0.0343,-0.3646,-0.9119,-0.1853,351.67,158.66,137.2,345.86
1165,0.0952,-0.3461,-0.9075,-0.2181,2.5,152.49,137.94,343.78
1166,0.0577,-0.3506,-0.9118,-0.2057,355.53,155.42,138.42,343.84
1167,-0.0053,-0.3776,-0.9071,-0.1857,342.77,160.32,136.29,344.81
1168,-0.0391,-0.3919,-0.902,-0.177,335.84,162.83,134.86,344.33
1169,-0.1084,-0.4321,-0.885,-0.1358,323.98,171.13,129.36,343.96
1170,-0.1,-0.4382,-0.8823,-0.14,325.19,170.39,128.65,342.97
1171,-0.0745,-0.4309,-0.8881,-0.1412,330.57,168.88,129.67,344.93
1172,-0.048,-0.4186,-0.8912,-0.1681,333.84,164.55,131.46,343.88
1173,-0.0507,-0.442,-0.8785,-0.1742,331.87,164.38,128.52,342.2
1174,-0.0463,-0.4644,-0.8698,-0.1599,333.52,166.02,125.43,344.37
1175,-0.0133,-0.4599,-0.8735,-0.1593,340.45,164.34,125.81,342.71
1176,0.0603,-0.4525,-0.871,-0.1813,353.24,158.22,125.75,344.05
1177,0.0389,-0.4945,-0.8559,-0.1462,351.06,163.17,120.63,342.23
1178,-0.0094,-0.5506,-0.8287,-0.1003,345.51,170.96,113.37,343.48
1179,0.0306,-0.5639,-0.8164,-0.1207,350.12,166.56,111.31,342.47
1180,0.0536,-0.5721,-0.8076,-0.1331,352.47,163.93,109.91,341.52
1181,0.0427,-0.5846,-0.8016,-0.118,352.03,166.14,108.28,342.2
1182,0.0335,-0.5924,-0.7978,-0.1071,351.58,167.81,107.25,341.7
1183,0.0094,-0.598,-0.7965,-0.0885,349.57,171.2,106.6,341.38
1184,0.0347,-0.5894,-0.7951,-0.1391,347.51,164.72,107.74,342.2
1185,0.0276,-0.5943,-0.7863,-0.1667,342.21,162.63,107.19,343.18
1186,-0.0259,-0.5914,-0.7928,-0.1453,335.41,168.2,107.83,341.93
1187,-0.0464,-0.5785,-0.8001,-0.1516,331.08,168.76,109.7,340.58
1188,-0.0305,-0.5549,-0.8086,-0.193,329.44,163.23,113.34,341.52
1189,-0.1998,-0.5811,-0.7832,-0.0945,309.98,185.33,105.67,341.74
1190,-0.2388,-0.5519,-0.7924,-0.1024,301.12,186.68,108.53,341.29
1191,-0.2258,-0.5491,-0.7948,-0.126,300.36,183.15,109.88,341.47
1192,-0.1695,-0.5333,-0.811,-0.1707,305.62,173.8,114.84,342.67
1193,-0.1204,-0.4907,-0.8318,-0.2298,309.6,163.03,122.74,342.88
1194,-0.1835,-0.4826,-0.8265,-0.2245,297.35,166.88,123.14,341.08
1195,-0.2132,-0.4969,-0.8064,-0.2396,288.82,167.6,120.72,341.34
1196,-0.2102,-0.4845,-0.8014,-0.2807,284.98,161.92,123.87,340.7
1197,-0.2176,-0.452,-0.8068,-0.312,281.43,156.65,129.92,341.03
1198,-0.2856,-0.4203,-0.8058,-0.3042,268.56,159.0,133.84,341.61
1199,-0.2266,-0.347,-0.8372,-0.3568,282.33,145.59,147.43,341.87
1200,-0.2189,-0.3177,-0.8311,-0.4005,283.61,137.92,153.33,343.18
1201,-0.239,-0.3172,-0.8176,-0.4168,278.13,135.44,154.98,341.7
1202,-0.2723,-0.3296,-0.8021,-0.417,269.26,135.84,154.57,341.34
1203,-0.1988,-0.3006,-0.8019,-0.4765,285.49,125.91,158.43,342.02
1204,-0.0505,-0.2246,-0.7893,-0.5693,320.8,111.6,161.62,340.93
1205,0.1032,-0.1395,-0.7421,-0.6475,356.85,98.06,160.08,340.93
1206,0.2881,0.0191,-0.6565,-0.6969,47.77,81.36,155.68,341.24
1207,0.5298,0.2991,-0.4109,-0.6789,114.6,26.51,118.73,341.75
1208,0.681,0.5729,0.0285,-0.4551,57.74,292.98,48.17,339.78
1209,0.6305,0.6476,0.3984,-0.1557,325.0,260.57,48.33,339.39
1210,0.4851,0.6053,0.6152,0.1406,259.8,220.23,71.51,338.87
1211,0.307,0.4955,0.7042,0.4053,246.96,151.1,125.5,337.13
1212,0.208,0.3772,0.7097,0.5575,268.58,114.7,154.25,336.67
1213,0.2201,0.3589,0.6638,0.6182,265.23,101.84,162.43,334.57
1214,0.2421,0.3917,0.6014,0.6529,253.23,92.89,164.95,332.91
1215,0.2011,0.3788,0.5742,0.6974,261.2,85.27,166.27,333.59
1216,0.1531,0.3775,0.5652,0.7173,268.76,83.76,162.78,331.86
1217,0.1232,0.3929,0.5562,0.7218,270.45,84.14,158.59,331.11
1218,0.0531,0.3392,0.5701,0.7464,290.94,81.63,158.08,332.12
1219,-0.0101,0.2682,0.5932,0.759,313.45,80.45,158.71,331.13
1220,-0.0462,0.2149,0.6233,0.7504,329.28,82.22,159.53,331.71
1221,-0.0171,0.2281,0.6597,0.7159,324.59,88.47,160.02,329.69
1222,0.0061,0.258,0.6881,0.6782,318.01,94.92,158.19,330.64
1223,-0.0296,0.2194,0.7108,0.6676,330.94,96.34,158.71,330.28
1224,-0.0791,0.1583,0.7275,0.6629,349.13,96.27,160.32,332.64
1225,-0.0815,0.1161,0.7497,0.6464,356.8,98.69,163.76,329.96
1226,-0.0691,0.0939,0.7611,0.6381,358.32,100.14,166.64,332.38
1227,-0.075,0.0543,0.7655,0.6367,5.24,100.26,169.69,332.05
1228,-0.0988,0.0001,0.7613,0.6408,17.28,99.27,172.64,331.72
1229,-0.1234,-0.0399,0.7545,0.6434,27.48,98.38,174.17,331.1
1230,-0.1696,-0.0688,0.745,0.6414,39.88,97.31,172.97,331.55
1231,-0.2143,-0.1055,0.7339,0.6359,53.33,96.38,172.43,329.58
1232,-0.2618,-0.1172,0.7215,0.6302,63.4,94.63,169.11,330.23
1233,-0.2957,-0.13,0.7134,0.6218,71.41,93.65,167.03,329.63
1234,-0.3373,-0.1737,0.6996,0.6055,86.04,93.07,166.92,329.43
1235,-0.3592,-0.1808,0.6964,0.5944,91.33,92.9,165.49,327.46
1236,-0.3754,-0.173,0.696,0.5872,93.05,92.39,163.1,327.79
1237,-0.3696,-0.1581,0.7097,0.5785,90.07,94.66,163.28,328.47
1238,-0.3831,-0.1895,0.7066,0.564,98.08,96.15,165.48,328.23
1239,-0.3819,-0.2161,0.7134,0.5463,102.7,100.27,169.95,327.05
