time,acc_X,acc_Y,acc_Z,gyro_X,gyro_Y,gyro_Z,heading
0.0341,-0.5828,0.5063,0.6347,89.71,105.71,243.31,353.81
0.0699,-0.5404,0.5002,0.6729,82.19,96.44,237.39,355.67
0.1014,-0.5232,0.5101,0.6751,74.18,94.88,237.22,355.36
0.1173,-0.5189,0.5231,0.6659,69.26,95.98,238.16,355.74
0.103,-0.5232,0.5628,0.6316,66.04,102.47,239.04,356.32
0.1501,-0.5078,0.4917,0.6912,67.34,89.96,238.15,354.56
0.228,-0.3897,0.4401,0.7762,47.7,70.26,229.64,355.02
0.2708,-0.3107,0.4125,0.8124,32.69,60.91,226.52,353.88
0.2706,-0.3362,0.4179,0.7994,36.29,63.46,228.68,353.69
0.2737,-0.3328,0.4159,0.8008,35.56,62.98,228.68,354.97
0.2809,-0.2971,0.4047,0.818,29.98,59.11,226.44,355.12
0.3034,-0.2454,0.387,0.8354,20.18,53.9,225.07,356.12
0.3538,-0.184,0.374,0.8373,4.98,49.22,226.96,353.6
0.3091,-0.2399,0.42,0.8188,15.31,57.53,225.58,355.97
0.2743,-0.2988,0.4707,0.7835,24.25,67.24,226.67,355.21
0.2536,-0.3435,0.4993,0.7539,30.7,74.02,228.79,354.62
0.2447,-0.3656,0.4961,0.7485,35.47,75.39,229.95,354.59
0.2585,-0.3455,0.4648,0.7732,34.19,69.85,228.95,355.29
0.2983,-0.2672,0.4281,0.8102,20.45,60.09,226.35,355.59
0.3193,-0.1876,0.3825,0.8465,8.42,50.3,223.31,355.94
0.3175,-0.172,0.3614,0.8596,7.6,47.07,222.2,354.21
0.3657,-0.0682,0.3164,0.8726,347.08,37.3,223.3,354.91
0.4607,0.2136,0.1954,0.839,294.84,8.94,234.93,355.22
0.5035,0.3992,0.1038,0.7592,269.42,339.67,255.66,354.69
0.5191,0.6304,-0.0218,0.5768,270.42,286.73,298.05,354.91
0.4819,0.8236,-0.1851,0.2348,335.96,244.22,327.1,354.69
0.3664,0.8596,-0.3173,-0.1616,61.36,217.83,330.22,353.54
0.2787,0.8103,-0.351,-0.3776,107.72,198.44,322.58,353.64
0.2519,0.7952,-0.3292,-0.4425,120.82,192.79,322.5,353.5
0.201,0.718,-0.3615,-0.5598,143.32,158.34,290.82,355.51
0.0609,0.5146,-0.3942,-0.759,112.03,73.43,214.1,354.04
-0.0712,0.3662,-0.4059,-0.8343,67.18,61.12,209.96,353.09
-0.1343,0.3174,-0.3985,-0.8499,51.25,57.77,212.26,357.65
-0.2089,0.2646,-0.3881,-0.8577,33.93,54.26,216.12,355.1
-0.2629,0.1561,-0.3762,-0.8746,8.62,47.92,215.38,355.82
-0.2771,0.0956,-0.3739,-0.8799,355.54,45.36,214.02,354.59
-0.2459,0.126,-0.3945,-0.8763,3.08,48.92,212.05,352.35
-0.2721,0.1165,-0.3765,-0.8779,359.96,46.42,214.44,354.12
-0.3096,0.0762,-0.3367,-0.886,351.57,40.2,216.98,354.12
-0.311,0.0656,-0.3329,-0.8878,349.61,39.38,216.76,355.03
-0.3272,0.1732,-0.3568,-0.8577,7.29,46.62,223.34,354.86
-0.3437,0.1648,-0.3878,-0.8392,1.16,49.84,224.81,356.07
-0.3949,0.0226,-0.3748,-0.8385,330.09,42.0,224.67,353.18
-0.5129,-0.1044,-0.3468,-0.7784,297.58,30.4,238.08,352.26
-0.5872,-0.065,-0.3795,-0.712,294.88,33.41,249.01,352.78
-0.7125,0.0143,-0.3559,-0.6046,301.34,31.12,271.03,353.29
-0.7938,-0.0943,-0.2143,-0.5613,307.02,5.82,288.1,354.05
-0.8159,-0.0318,-0.2702,-0.5101,303.49,14.72,292.25,354.51
-0.8316,0.0967,-0.3316,-0.4348,304.25,30.54,297.04,353.73
-0.849,0.1786,-0.3272,-0.3745,310.1,37.21,303.87,356.51
-0.8428,0.2643,-0.3374,-0.3255,313.25,46.44,307.62,356.86
-0.8522,0.3215,-0.307,-0.2758,319.53,49.87,314.65,358.6
-0.8525,0.3728,-0.2989,-0.2121,318.86,54.52,321.37,358.25
-0.8266,0.4327,-0.3432,-0.1078,303.4,63.71,327.33,0.39
-0.7664,0.4998,-0.3918,0.0967,271.6,74.35,340.15,1.2
-0.6781,0.5415,-0.4247,0.2581,242.39,84.14,347.75,359.23
-0.4327,0.5129,-0.6144,0.4149,213.58,193.21,249.88,0.75
-0.2382,0.5528,-0.7104,0.3648,264.25,202.34,245.76,2.51
-0.355,0.5934,-0.5396,0.4802,215.23,198.68,261.72,3.46
-0.6477,0.5033,-0.0334,0.5709,283.66,51.34,63.9,3.33
-0.726,0.1446,0.5051,0.4436,74.48,55.76,83.06,0.0
-0.476,-0.3531,0.7686,0.2408,128.78,175.5,226.53,354.64
-0.1806,-0.506,0.843,-0.0253,32.39,193.57,243.89,349.56
0.018,-0.6035,0.7971,-0.0106,355.25,179.72,254.27,346.5
0.1742,-0.7167,0.675,0.0199,336.16,163.58,275.17,343.87
0.0494,-0.8257,0.5614,0.0226,357.92,173.86,291.63,345.25
-0.027,-0.8734,0.4723,0.1155,26.27,176.35,302.77,344.6
0.0495,-0.9287,0.334,0.1536,29.22,168.4,318.94,348.54
-0.1145,-0.9722,0.2039,0.0082,7.18,192.69,336.71,348.18
-0.1374,-0.9898,-0.031,0.0201,3.58,195.86,3.83,349.58
0.3078,-0.811,-0.1334,0.4791,118.46,133.39,351.17,350.77
0.6056,-0.1591,-0.0163,0.7795,31.08,10.0,257.06,347.26
0.6066,0.2867,0.3711,0.6419,250.16,12.93,260.02,338.63
0.4315,0.8392,0.2886,0.1616,297.31,227.66,23.82,331.15
-0.0566,0.9272,-0.1494,-0.3386,75.31,164.9,336.52,324.91
-0.5329,0.5431,-0.4689,-0.4484,358.54,91.71,279.1,317.05
-0.6876,0.0138,-0.6844,-0.2419,221.68,79.82,261.3,313.53
-0.4088,-0.5251,-0.7462,0.0166,287.32,214.32,98.16,307.73
0.0509,-0.8328,-0.5101,0.2088,47.12,188.05,64.65,306.91
0.3857,-0.9003,-0.2017,-0.0071,16.41,135.21,21.86,311.73
0.1962,-0.9166,0.2577,0.2342,38.33,149.42,323.31,306.05
-0.3392,-0.4645,0.414,0.7055,138.84,50.0,164.46,302.83
-0.1973,0.2489,0.1371,0.9382,311.23,22.97,151.21,294.5
0.058,0.7073,-0.3988,0.5807,258.36,239.7,270.69,299.03
0.075,0.7354,-0.6362,-0.2204,49.62,169.19,275.9,300.08
-0.1757,0.5343,-0.2716,-0.7809,95.3,65.3,236.97,298.98
-0.7852,-0.0937,-0.2079,-0.5754,308.52,5.87,286.2,297.16
-0.7737,-0.5921,0.0124,-0.2249,331.38,287.94,338.01,297.91
-0.7063,-0.0759,0.7016,-0.0541,158.73,271.25,273.03,301.68
-0.1711,0.3051,0.904,-0.2454,54.67,202.46,148.22,301.54
0.3763,0.446,0.5325,-0.6131,16.81,272.03,108.81,303.62
0.7614,0.4062,0.2462,-0.4413,358.13,303.29,60.7,306.77
0.6997,0.6582,0.2591,-0.0998,333.27,269.97,29.61,300.35
0.2371,0.8034,0.3477,0.4212,245.37,189.39,41.67,299.82
0.2112,0.3558,0.1595,0.8962,270.32,11.03,201.96,295.31
0.4502,-0.1254,0.049,0.8827,20.42,11.69,235.09,283.94
0.8301,0.0677,0.2961,0.4675,292.6,11.39,297.77,288.66
0.8137,0.2628,0.5184,-0.0025,245.21,307.01,30.88,288.72
0.8351,0.3867,0.3767,-0.1055,293.59,299.9,33.97,293.5
0.9474,0.1924,-0.1685,0.1923,28.38,333.72,333.72,293.73
0.5656,-0.1433,-0.7565,0.2953,140.21,236.9,200.17,292.6
-0.0727,-0.172,-0.9776,0.0966,347.5,192.43,159.36,295.51
-0.5536,0.1442,-0.8115,0.119,222.25,185.33,196.5,295.15
-0.5937,0.3597,-0.6909,0.2019,210.12,145.26,261.97,300.06
-0.4717,0.1844,-0.8623,0.0,251.14,162.6,213.15,299.31
-0.1123,-0.1187,-0.8869,-0.432,324.87,129.12,173.16,296.57
-0.1405,-0.2974,-0.8496,-0.4123,302.11,135.16,153.57,294.18
-0.3012,-0.3878,-0.6918,-0.5294,248.35,117.35,157.19,291.8
-0.3228,-0.3503,-0.3196,-0.8191,257.44,28.39,209.17,289.57
-0.0974,-0.1574,-0.1137,-0.9761,321.52,11.69,189.41,291.67
0.0358,0.1422,0.0482,-0.988,32.22,353.7,174.96,288.0
-0.0411,0.4266,0.103,-0.8976,101.48,346.31,178.72,286.04
-0.1966,0.6186,0.1157,-0.7518,154.69,18.43,224.11,283.95
-0.2454,0.8344,0.1531,-0.4691,118.19,148.82,2.82,286.47
-0.23,0.9505,0.1825,-0.1012,32.09,155.38,18.22,290.15
-0.2293,0.9007,0.2385,0.2815,313.12,143.38,37.51,291.06
-0.1888,0.728,0.2704,0.601,258.76,108.98,78.05,293.46
-0.1495,0.4849,0.2043,0.8371,262.69,47.5,137.25,294.81
-0.0868,0.2593,0.1101,0.9556,303.09,16.89,165.31,297.9
0.0615,0.1015,0.1382,0.9833,334.99,15.4,185.46,299.16
0.2072,-0.024,0.1095,0.9719,0.14,12.87,204.08,301.24
0.2227,-0.1158,0.0549,0.9664,23.0,9.26,206.89,305.39
0.091,-0.2383,0.0768,0.9639,52.91,12.35,193.7,305.03
-0.0717,-0.4353,0.0667,0.895,104.12,5.32,173.44,307.54
-0.1859,-0.5194,-0.0581,0.8321,114.86,327.44,136.64,306.14
-0.3352,-0.5197,-0.2639,0.7402,72.66,293.45,106.97,308.32
-0.5264,-0.5688,-0.3459,0.5288,27.48,276.72,78.03,311.8
-0.5954,-0.5749,-0.4555,0.3278,340.95,265.57,67.96,311.75
-0.6379,-0.4895,-0.5657,0.1828,294.25,261.83,69.58,311.96
-0.6075,-0.4896,-0.6239,-0.0447,253.4,244.43,68.66,312.05
-0.5583,-0.434,-0.6519,-0.2738,210.16,209.37,89.99,319.37
-0.5167,-0.3645,-0.6384,-0.439,203.17,113.68,176.68,320.35
-0.4345,-0.2702,-0.5933,-0.6214,243.26,73.4,204.72,323.32
-0.3419,-0.1612,-0.5333,-0.7568,285.02,61.45,205.82,326.23
-0.2842,0.0127,-0.5037,-0.8157,329.19,59.3,209.62,326.23
-0.2797,0.1683,-0.5143,-0.7931,357.62,65.52,218.09,330.22
-0.2483,0.3476,-0.4861,-0.7624,33.56,72.63,228.45,334.6
-0.2039,0.5114,-0.4262,-0.7177,68.16,82.12,241.62,335.72
-0.2247,0.6148,-0.3796,-0.6538,78.59,93.28,259.35,335.8
-0.284,0.6713,-0.3514,-0.5876,72.21,100.57,274.44,339.41
-0.3685,0.6903,-0.268,-0.5621,70.69,96.8,285.98,336.24
-0.4453,0.7287,-0.1749,-0.49,67.87,98.54,303.56,335.64
-0.5301,0.7294,-0.1268,-0.4134,55.89,96.25,315.12,336.43
-0.6168,0.7038,-0.0734,-0.3449,46.51,90.08,324.86,337.71
-0.6779,0.7038,-0.0315,-0.2101,29.31,89.56,340.11,340.57
-0.7112,0.6986,0.0149,-0.077,14.8,88.65,354.86,336.04
-0.7283,0.6831,0.0525,0.013,6.73,86.48,5.21,338.87
-0.7185,0.6881,0.0755,0.0681,1.68,87.61,11.64,339.86
-0.6907,0.7096,0.096,0.1014,358.69,91.45,16.04,340.5
-0.6714,0.727,0.0936,0.1091,356.23,94.28,16.42,339.55
-0.6587,0.74,0.0911,0.1012,356.59,96.42,15.56,340.24
-0.6382,0.76,0.0793,0.0941,355.21,99.67,13.94,341.92
-0.6264,0.7695,0.0673,0.1048,351.17,101.19,13.62,341.71
-0.6428,0.7544,0.0606,0.1189,348.35,98.41,14.22,341.49
-0.6542,0.7411,0.0615,0.1377,345.8,96.14,15.87,341.78
-0.6168,0.7648,0.1032,0.1547,347.44,101.09,20.54,339.86
-0.5182,0.8106,0.1853,0.2003,344.76,112.71,30.83,342.2
-0.4391,0.847,0.2398,0.1796,349.26,123.52,34.5,344.33
-0.3956,0.8768,0.2172,0.1662,346.27,129.52,31.07,345.58
-0.3453,0.8986,0.1987,0.1836,337.77,135.02,29.55,344.7
-0.2854,0.9183,0.1782,0.2084,327.34,141.42,27.71,346.3
-0.2812,0.918,0.1449,0.2393,318.07,141.15,25.4,342.88
-0.3602,0.8774,0.1279,0.2898,310.79,129.03,28.46,346.84
-0.4761,0.8243,0.1102,0.286,317.0,114.32,29.2,345.1
-0.5902,0.7564,0.1145,0.2576,330.5,100.16,29.57,343.93
-0.6514,0.7111,0.1264,0.2326,340.88,92.51,29.31,345.86
-0.6759,0.6835,0.1243,0.2458,340.66,87.99,30.63,341.28
-0.6723,0.694,0.1189,0.2284,341.91,89.52,28.56,341.57
-0.6367,0.7267,0.1249,0.2257,340.54,95.09,28.41,342.85
-0.6175,0.7203,0.2373,0.2088,359.12,98.64,36.85,341.79
-0.6961,0.5316,0.4332,0.2126,44.31,86.32,54.77,344.31
-0.6668,0.072,0.704,0.2336,129.7,90.2,103.65,340.55
-0.3278,-0.5163,0.7411,0.277,101.05,173.49,246.66,339.71
0.2091,-0.8474,0.4082,0.2673,32.81,143.34,303.09,336.69
0.4924,-0.834,0.0688,0.2393,38.71,115.13,338.19,333.62
0.4329,-0.8122,0.0239,0.3904,75.67,113.94,331.5,332.08
0.3053,-0.8465,0.0825,0.4283,84.86,127.25,327.07,331.81
0.3331,-0.8899,0.1421,0.2774,47.03,132.9,331.49,332.5
0.4372,-0.86,0.1251,0.2314,33.54,122.23,334.15,333.17
0.4458,-0.874,0.0745,0.1785,28.44,123.77,342.64,333.62
0.4098,-0.9055,0.1101,-0.0007,349.5,131.83,348.49,334.39
0.4341,-0.8724,0.1324,-0.1817,308.82,128.15,355.34,333.69
0.4676,-0.8448,0.067,-0.2512,301.7,119.99,8.01,332.86
0.3724,-0.8788,-0.0021,-0.2984,296.95,129.71,15.37,336.37
0.2219,-0.891,-0.0881,-0.3862,279.05,142.46,25.58,333.52
0.2532,-0.781,-0.2611,-0.5077,277.28,118.34,62.36,338.2
0.3828,-0.5213,-0.5024,-0.5738,335.33,92.84,99.63,339.34
0.4469,-0.2607,-0.6196,-0.5903,28.47,84.3,118.64,336.67
0.4626,-0.0977,-0.6701,-0.5722,61.08,84.49,129.94,337.55
0.4669,0.0096,-0.7023,-0.5374,83.53,88.97,139.11,338.53
0.4362,0.0799,-0.7369,-0.5102,92.84,98.25,151.66,337.78
0.3722,0.1323,-0.7638,-0.5104,89.44,106.51,165.51,337.83
0.2923,0.2643,-0.7443,-0.5392,92.14,110.92,186.47,339.2
0.2532,0.3371,-0.7485,-0.5118,92.78,120.29,200.85,341.26
0.2609,0.3907,-0.7377,-0.4848,99.59,127.59,210.07,338.23
0.3105,0.5257,-0.6516,-0.4502,122.8,147.08,237.89,340.68
0.3672,0.5608,-0.6156,-0.4143,132.93,165.76,255.31,339.95
0.4998,0.6219,-0.506,-0.3277,131.96,225.44,312.14,341.86
0.6543,0.6398,-0.3658,-0.1692,88.1,263.09,339.93,342.28
0.7146,0.5627,-0.3998,-0.1135,88.73,273.77,336.27,340.32
0.7493,0.5412,-0.361,-0.1238,84.91,282.01,343.84,341.09
0.7978,0.5126,-0.2871,-0.1356,73.33,292.71,354.42,340.28
0.7981,0.4341,-0.3193,-0.2695,96.09,308.83,13.23,341.71
0.6613,0.3521,-0.5101,-0.4224,152.91,351.48,58.42,342.49
0.4555,0.197,-0.6221,-0.6055,107.3,75.51,148.86,340.68
0.3117,0.0958,-0.6002,-0.7304,61.88,72.27,156.62,343.88
0.157,0.101,-0.6148,-0.7663,40.71,76.2,172.87,343.32
0.0256,0.268,-0.6856,-0.6763,46.86,95.24,201.27,346.27
0.0267,0.4268,-0.6527,-0.6254,69.33,105.25,219.55,344.38
0.0966,0.4174,-0.6192,-0.6581,83.97,98.92,211.63,344.65
0.2319,0.4944,-0.6129,-0.5711,116.18,117.03,220.21,344.94
0.4113,0.5953,-0.5785,-0.3765,135.09,188.15,277.09,345.25
0.4894,0.5582,-0.5847,-0.3273,139.31,208.06,287.08,345.07
0.5615,0.5094,-0.5806,-0.2968,145.27,229.65,300.09,342.94
0.5955,0.4779,-0.6117,-0.2068,135.71,237.03,296.15,345.4
0.684,0.4174,-0.5975,-0.029,114.64,263.35,301.76,343.66
0.727,0.3013,-0.6049,0.1218,107.42,278.42,293.77,342.55
0.7321,0.2153,-0.6322,0.1345,120.38,282.56,289.33,340.3
0.7456,0.1333,-0.6391,0.1335,133.13,291.77,291.76,339.84
0.7036,0.0479,-0.6988,0.1196,152.77,274.57,268.72,340.02
0.6334,0.0238,-0.771,0.0614,153.72,213.3,210.23,339.59
0.6082,0.0378,-0.7895,0.0731,145.41,212.89,210.0,341.12
0.5481,0.1332,-0.8108,0.1561,115.83,228.73,226.79,340.74
0.488,0.1967,-0.8284,0.1925,94.23,228.64,229.01,340.48
0.4713,0.2092,-0.8309,0.2091,88.18,229.32,229.33,339.41
0.4082,0.16,-0.864,0.2475,77.53,225.73,217.86,340.78
0.3389,0.178,-0.8948,0.2296,63.31,218.64,213.85,339.11
0.2032,0.2567,-0.9292,0.1715,33.65,206.23,214.84,338.67
0.054,0.3196,-0.9405,0.1018,4.19,193.07,217.77,338.93
-0.1566,0.388,-0.9042,-0.0861,335.01,163.5,228.27,338.17
-0.2834,0.4099,-0.8319,-0.2443,328.51,138.42,238.47,338.53
-0.3541,0.4609,-0.7572,-0.2982,329.7,126.3,250.36,338.41
-0.4222,0.4835,-0.6656,-0.3808,337.65,111.12,259.66,339.46
-0.3875,0.4901,-0.6295,-0.462,355.99,105.84,257.32,339.54
-0.3359,0.4721,-0.5905,-0.5618,15.38,98.3,250.63,340.0
-0.2947,0.4914,-0.5454,-0.6118,32.5,94.65,249.04,341.51
-0.1866,0.52,-0.3866,-0.7385,77.18,78.16,240.1,340.59
-0.0561,0.558,-0.1932,-0.8051,122.52,51.01,219.52,343.3
-0.0957,0.5561,-0.112,-0.818,125.32,39.09,217.74,345.07
-0.0779,0.5123,-0.1102,-0.8481,116.83,30.62,207.89,346.18
-0.0035,0.4325,-0.0441,-0.9006,102.27,7.55,184.06,347.24
-0.0329,0.3753,0.0134,-0.9262,88.22,359.99,184.07,347.11
-0.0919,0.2907,0.0617,-0.9504,68.66,355.57,189.67,347.17
-0.0744,0.277,0.0892,-0.9538,65.6,351.17,186.31,347.05
0.0101,0.2344,0.1986,-0.9516,52.48,334.75,172.81,347.33
0.0386,0.1845,0.2514,-0.9494,38.65,328.61,169.87,348.32
0.0634,0.1811,0.2797,-0.9407,35.55,324.78,166.61,347.63
0.1426,0.051,0.4721,-0.8685,354.72,303.35,162.78,350.88
0.203,-0.0545,0.5614,-0.8004,323.26,292.54,163.86,350.08
0.2563,-0.0375,0.5637,-0.7843,319.3,292.69,157.44,353.07
0.2549,-0.0082,0.5511,-0.7945,325.82,294.24,155.52,351.66
0.3109,-0.0731,0.5085,-0.7997,308.68,301.59,152.02,351.48
0.577,-0.1374,0.6082,-0.5274,244.25,294.72,123.86,350.9
0.692,-0.2291,0.6839,0.0291,222.12,96.47,280.08,351.75
0.6908,-0.2431,0.6021,0.3182,274.76,77.69,275.66,354.09
0.8269,0.1014,0.321,0.4504,283.05,8.92,299.74,357.92
0.8027,0.2938,0.1122,0.5068,302.91,335.95,301.67,359.04
0.7495,0.2606,0.0074,0.6085,321.68,336.17,285.94,356.68
0.7014,0.1789,-0.2334,0.6493,10.91,326.18,272.75,352.75
0.6641,-0.0441,-0.3712,0.6474,66.76,329.63,262.16,0.0
0.6574,-0.2485,-0.5393,0.4639,139.98,329.5,267.98,1.03
0.6161,-0.4485,-0.6327,0.1378,129.16,118.2,67.9,7.06
0.6024,-0.5071,-0.6137,0.0573,105.78,116.33,66.53,10.49
0.6154,-0.3449,-0.7088,0.0035,122.03,120.04,90.56,13.56
0.6211,-0.0446,-0.7813,-0.0428,150.35,151.45,151.3,13.14
0.6448,-0.0914,-0.7587,0.0149,157.73,150.43,141.77,10.56
0.5989,-0.2979,-0.737,-0.097,111.17,117.84,100.73,10.19
0.4747,-0.4272,-0.7485,-0.1786,67.84,125.81,102.84,11.46
0.3915,-0.3669,-0.831,-0.147,65.75,140.74,120.34,16.97
0.4391,-0.1151,-0.8909,-0.0145,102.36,168.32,159.67,15.3
0.4742,0.1292,-0.8573,0.1532,101.35,217.43,215.37,12.85
0.4698,0.0183,-0.8695,0.1516,108.46,208.72,197.34,10.77
0.5012,0.0573,-0.8513,0.1443,113.61,213.61,206.25,9.88
0.4442,0.2161,-0.8595,0.131,90.0,216.15,223.62,9.42
0.4173,0.249,-0.8732,0.0356,90.65,202.59,221.37,11.37
0.4166,0.2679,-0.8632,-0.0978,101.0,184.91,216.8,8.68
0.423,0.2985,-0.8427,-0.1476,106.47,180.36,219.19,14.45
0.3641,0.3173,-0.8572,-0.179,95.09,173.55,217.78,13.04
0.3413,0.2943,-0.8549,-0.2569,94.58,159.42,208.9,12.72
0.2847,0.2835,-0.8582,-0.3194,84.1,148.61,204.23,12.66
0.2618,0.3158,-0.8188,-0.4016,86.05,137.67,204.82,16.41
0.2666,0.3893,-0.7434,-0.474,99.9,129.41,210.45,14.99
0.2515,0.4333,-0.6903,-0.522,106.18,123.17,213.99,14.83
0.234,0.4292,-0.6507,-0.5811,106.89,111.18,208.76,20.56
0.2265,0.4378,-0.6104,-0.62,110.05,102.96,206.26,17.94
0.1907,0.4534,-0.559,-0.6675,109.88,93.61,206.06,17.3
0.1901,0.4756,-0.5011,-0.6975,117.31,84.99,203.97,18.14
0.2091,0.4552,-0.4554,-0.736,118.75,70.42,192.11,16.82
0.2077,0.4454,-0.4188,-0.7636,117.34,60.96,186.17,19.7
0.2269,0.4179,-0.3908,-0.7881,113.45,51.01,176.77,19.23
0.2223,0.3657,-0.3594,-0.8293,100.04,42.43,170.51,20.01
0.2186,0.3501,-0.307,-0.8575,94.57,33.41,166.37,20.78
0.2216,0.3897,-0.293,-0.8445,104.0,31.56,166.29,20.56
0.2027,0.4591,-0.3513,-0.7904,120.5,48.08,180.26,22.71
0.1707,0.5284,-0.4569,-0.6949,125.84,86.96,212.64,21.63
0.1994,0.5581,-0.5228,-0.6128,126.35,112.07,228.73,17.21
0.2421,0.5434,-0.6186,-0.5132,118.03,133.75,235.42,15.18
0.2176,0.4417,-0.7501,-0.4414,91.51,137.65,222.42,14.61
0.1698,0.2399,-0.8605,-0.4161,58.93,133.21,198.17,12.3
0.1924,0.0077,-0.883,-0.428,40.54,126.62,170.73,12.4
0.1266,-0.1423,-0.915,-0.3555,15.0,136.16,159.3,15.28
0.0841,-0.1525,-0.9768,-0.1246,14.5,164.27,161.25,15.77
-0.004,-0.3216,-0.9423,-0.0925,352.32,170.09,142.64,10.21
-0.2635,-0.5636,-0.7396,-0.2569,274.43,173.5,107.93,9.93
-0.4362,-0.7125,-0.4175,-0.3573,238.27,221.6,35.58,16.86
-0.3662,-0.8408,-0.2571,-0.3047,271.03,220.05,17.05,25.76
-0.0856,-0.9675,-0.1139,-0.2087,309.92,187.49,11.76,23.61
0.3432,-0.9227,0.1757,0.0032,346.84,140.31,340.82,18.66
0.7004,-0.521,0.4831,0.0686,285.51,90.69,311.15,14.74
0.8064,-0.2425,0.5394,-0.0098,238.01,51.69,329.54,9.92
0.8865,-0.183,0.4202,0.0631,267.57,33.07,337.41,6.43
0.8568,-0.2684,0.3563,0.2586,303.72,46.94,313.98,358.74
0.8541,-0.0404,0.3651,0.3681,287.13,24.82,305.08,10.65
0.8192,0.2712,0.2571,0.4351,277.83,342.99,310.46,4.86
0.7117,0.4783,0.269,0.4386,253.27,311.8,322.05,358.49
0.5643,0.5725,0.2446,0.5422,232.5,300.57,311.37,0.0
0.4313,0.6397,0.2936,0.5644,205.48,272.37,329.73,0.0
0.17,0.6915,0.3854,0.5868,219.0,139.4,87.58,351.56
-0.1415,0.7456,0.4644,0.4565,293.35,130.54,79.53,350.15
-0.3295,0.7899,0.4036,0.3236,331.61,126.27,61.34,344.78
-0.2946,0.8659,0.3801,0.1376,358.35,142.06,47.68,345.53
-0.3059,0.8602,0.3826,0.1417,358.9,140.6,48.15,338.85
-0.256,0.882,0.3942,0.0346,16.2,151.07,46.07,342.76
-0.2168,0.9054,0.3632,-0.0375,26.05,157.98,41.17,340.67
-0.2538,0.9108,0.3206,-0.057,30.92,153.79,35.17,339.12
-0.2429,0.9079,0.3381,-0.0493,29.41,155.07,37.59,336.15
-0.2311,0.8936,0.3827,-0.0398,28.72,156.74,43.4,340.82
-0.1879,0.9015,0.3602,-0.1491,47.68,165.34,40.45,340.02
-0.1315,0.8976,0.3376,-0.251,65.29,175.47,39.9,342.58
-0.1645,0.8794,0.3577,-0.2676,72.07,173.05,42.0,338.89
-0.1125,0.8741,0.3534,-0.3137,77.79,181.84,44.68,341.94
0.0483,0.8894,0.2868,-0.3528,73.72,201.11,42.85,340.56
0.1292,0.9066,0.2332,-0.327,64.37,207.19,36.84,342.2
0.1855,0.8775,0.1998,-0.3945,76.37,217.93,39.22,352.57
0.2386,0.8764,0.2048,-0.3648,65.6,222.48,39.36,349.29
0.2212,0.9108,0.1178,-0.3279,66.08,214.96,25.42,354.14
0.1501,0.9496,-0.0314,-0.2733,63.81,198.4,1.51,352.72
0.1133,0.9623,-0.0762,-0.2353,56.09,191.91,353.93,353.91
0.0876,0.9703,-0.0073,-0.2255,52.06,190.68,1.61,2.17
-0.1381,0.9528,0.1694,-0.2106,53.24,167.6,17.22,353.88
-0.1706,0.9148,0.1871,-0.3146,79.49,165.35,17.8,346.28
-0.2157,0.8639,0.2222,-0.3972,102.91,161.64,19.94,334.98
-0.2501,0.8148,0.2996,-0.4288,116.11,163.47,31.16,342.2
-0.0996,0.7266,0.3442,-0.5862,133.98,221.47,78.83,340.29
0.0415,0.6748,0.3224,-0.6626,120.32,256.23,99.95,338.36
0.1311,0.5624,0.3113,-0.7547,100.21,285.7,121.28,339.1
0.2902,0.3928,0.2594,-0.8332,60.54,310.14,127.26,336.43
0.3671,0.1994,0.1817,-0.8902,25.6,331.19,131.88,1.22
0.3737,-0.043,0.1134,-0.9196,341.15,349.7,136.62,340.02
0.5351,-0.0614,0.0693,-0.8397,339.58,357.04,115.24,345.62
0.6179,-0.0313,0.0184,-0.7854,351.75,0.56,103.59,342.18
0.7217,0.022,-0.0636,-0.689,14.03,3.23,87.54,348.41
0.75,0.1473,-0.0423,-0.6435,29.31,350.08,79.98,356.19
0.6394,0.2226,0.0473,-0.7344,30.92,338.44,94.96,346.87
0.4668,0.2183,0.038,-0.8561,39.55,343.4,119.88,345.53
0.008,-0.0249,-0.0225,-0.9994,354.34,2.6,179.02,341.57
-0.4098,-0.2336,0.0018,-0.8818,311.54,347.68,232.51,305.94
-0.5155,-0.4957,0.1623,-0.6798,299.12,301.92,271.53,296.18
-0.3321,-0.7534,0.449,-0.3471,334.02,236.45,291.42,290.06
-0.1644,-0.8061,0.5634,0.075,35.67,190.93,291.82,282.99
-0.0198,-0.6972,0.6175,0.3637,64.23,150.15,268.16,278.13
0.1272,-0.5953,0.6031,0.5155,54.82,119.43,253.04,282.68
0.1782,-0.6454,0.5501,0.4991,53.26,119.36,263.36,270.99
0.1869,-0.6595,0.5888,0.4283,40.34,126.88,266.32,274.57
0.139,-0.6711,0.672,0.2805,21.87,144.97,266.47,9953.24
0.0886,-0.7844,0.6003,0.1285,10.92,162.87,284.33,265.91
0.0043,-0.786,0.6116,-0.0897,343.18,185.98,283.78,264.51
-0.0165,-0.7646,0.5908,-0.2572,316.1,200.79,280.54,272.01
-0.1115,-0.6681,0.5374,-0.5024,293.07,235.68,264.33,276.71
-0.0236,-0.4479,0.5645,-0.6929,287.1,267.25,222.02,280.62
0.0694,-0.3561,0.5134,-0.7777,282.62,286.32,199.27,283.07
-0.0276,-0.3027,0.319,-0.8977,296.55,316.13,196.57,277.67
