24684731, 0.50, 0.15, -0.89, -0.30, -0.92, -0.05, 2.05
24684765, 0.50, 0.16, -0.87, -0.24, -0.96, 0.15, 351.42
24684800, 0.51, 0.16, -0.89, -0.10, -0.65, 0.11, 3.01
24684835, 0.52, 0.15, -0.90, -0.45, -0.27, -0.06, 354.40
24684870, 0.51, 0.15, -0.89, -0.47, -1.27, -0.16, 0.97
24684905, 0.51, 0.16, -0.89, -0.56, -0.88, -0.21, 351.87
24684940, 0.51, 0.16, -0.88, -0.31, -1.43, 0.10, 7.59
24684975, 0.51, 0.15, -0.89, -0.10, -1.73, 0.05, 356.12
24685010, 0.51, 0.15, -0.89, 0.02, -1.66, 0.21, 352.15
24685045, 0.51, 0.16, -0.90, -0.10, -1.63, 0.01, 354.90
24685080, 0.52, 0.15, -0.88, -0.54, 0.46, -0.15, 358.21
24685114, 0.51, 0.16, -0.89, -0.98, 1.22, -0.22, 2.16
24685149, 0.51, 0.15, -0.87, -0.53, -1.35, -0.33, 0.00
24685185, 0.51, 0.15, -0.88, -0.22, -1.24, 0.14, 346.18
24685220, 0.50, 0.15, -0.88, 0.11, -2.50, 0.12, 1.10
24685254, 0.51, 0.15, -0.89, -0.11, -2.20, 0.14, 355.60
24685289, 0.50, 0.15, -0.89, -0.53, -0.06, 0.13, 350.18
24685324, 0.51, 0.16, -0.88, -0.53, -0.13, 0.00, 0.00
24685360, 0.52, 0.15, -0.88, -0.36, 0.24, 0.23, 355.43
24685395, 0.51, 0.16, -0.87, -0.27, 0.29, 0.20, 353.00
24685429, 0.50, 0.16, -0.87, -0.20, -0.76, 0.17, 354.90
24685464, 0.51, 0.15, -0.88, -0.50, -0.58, 0.07, 355.67
24685499, 0.51, 0.16, -0.87, -0.45, -1.65, -0.09, 344.20
24685534, 0.51, 0.15, -0.89, -0.34, -2.08, -0.07, 356.76
24685569, 0.51, 0.15, -0.89, -0.02, -1.92, 0.02, 0.00
24685604, 0.51, 0.15, -0.89, -0.44, -0.94, 0.05, 0.00
24685639, 0.50, 0.15, -0.87, -0.67, -0.50, -0.10, 10.01
24685674, 0.50, 0.16, -0.88, -0.43, -0.37, 0.11, 357.71
24685709, 0.51, 0.15, -0.87, 0.13, -0.81, 0.47, 3.12
24685744, 0.51, 0.16, -0.88, -0.10, -0.36, 0.21, 2.25
24685778, 0.51, 0.15, -0.87, -0.47, -0.18, 0.15, 2.16
24685813, 0.52, 0.15, -0.88, -0.47, -0.82, -0.08, 352.53
24685848, 0.51, 0.15, -0.89, -0.70, -0.56, -0.17, 8.75
24685883, 0.52, 0.16, -0.88, -0.43, -1.30, -0.15, 355.84
24685918, 0.51, 0.15, -0.89, -0.41, -1.72, -0.18, 351.87
24685953, 0.52, 0.16, -0.87, -0.24, -0.47, -0.08, 347.28
24685988, 0.50, 0.15, -0.88, -0.14, -2.87, -0.14, 3.95
24686023, 0.51, 0.16, -0.87, -0.67, -2.52, -0.42, 0.00
24686059, 0.50, 0.15, -0.87, -0.92, -2.05, -0.40, 351.33
24686094, 0.51, 0.16, -0.89, -0.77, -1.76, -0.30, 3.43
24686128, 0.51, 0.16, -0.88, -0.73, -0.36, -0.27, 357.04
24686163, 0.50, 0.16, -0.88, -0.46, 0.90, 0.00, 3.75
24686198, 0.52, 0.15, -0.88, 0.01, -0.63, 0.25, 355.14
24686233, 0.52, 0.15, -0.89, -0.10, -0.65, 0.22, 356.42
24686268, 0.51, 0.15, -0.86, -0.48, -1.18, 0.00, 354.05
24686303, 0.51, 0.15, -0.89, -0.76, -2.42, -0.15, 3.95
24686338, 0.50, 0.15, -0.88, -0.57, -2.15, 0.03, 3.95
24686373, 0.51, 0.16, -0.87, -0.41, -2.36, 0.04, 3.30
24686408, 0.50, 0.15, -0.88, -0.35, -1.84, 0.08, 3.30
24686443, 0.51, 0.15, -0.90, -0.11, -0.66, 0.20, 356.63
24686478, 0.51, 0.15, -0.89, -0.21, -0.31, 0.11, 357.18
24686513, 0.51, 0.16, -0.90, -0.54, -0.47, -0.06, 349.32
24686548, 0.52, 0.15, -0.88, -0.81, -0.72, -0.14, 354.90
24686583, 0.51, 0.16, -0.89, -0.52, -2.09, -0.15, 0.00
24686617, 0.51, 0.15, -0.88, -0.25, -1.63, 0.15, 1.10
24686652, 0.51, 0.15, -0.89, -0.08, -2.10, 0.17, 352.33
24686687, 0.50, 0.15, -0.89, -0.24, -1.81, 0.00, 350.54
24686723, 0.50, 0.16, -0.88, -0.40, -1.68, 0.05, 0.86
24686758, 0.51, 0.15, -0.88, -0.47, -1.89, -0.08, 352.03
24686793, 0.50, 0.16, -0.88, -0.42, 0.42, 0.08, 352.15
24686828, 0.51, 0.15, -0.87, -0.53, 0.55, 0.04, 357.99
24686863, 0.51, 0.16, -0.88, -0.36, -1.34, -0.17, 349.88
24686897, 0.51, 0.15, -0.88, -0.42, -0.92, 0.02, 352.33
24686932, 0.50, 0.16, -0.88, -0.35, -2.25, 0.05, 354.61
24686967, 0.50, 0.16, -0.89, -0.37, -1.99, -0.02, 355.99
24687002, 0.50, 0.16, -0.89, -0.55, -0.73, -0.07, 357.46
24687037, 0.51, 0.15, -0.88, -0.23, -1.18, 0.05, 1.10
24687072, 0.51, 0.16, -0.89, -0.18, -0.67, 0.07, 348.69
24687107, 0.51, 0.16, -0.88, -0.27, -0.37, 0.03, 0.00
24687142, 0.51, 0.15, -0.88, -0.38, -1.21, 0.00, 9.75
24687177, 0.51, 0.16, -0.88, -0.51, -0.97, 0.01, 4.32
24687212, 0.50, 0.16, -0.89, -0.22, -2.26, 0.05, 3.30
24687247, 0.50, 0.16, -0.89, -0.37, -2.24, -0.04, 1.36
24687282, 0.50, 0.16, -0.88, -0.19, -1.56, -0.03, 8.39
24687317, 0.51, 0.15, -0.87, -0.40, -1.21, -0.20, 2.05
24687351, 0.51, 0.15, -0.89, -0.34, -1.00, 0.09, 351.42
24687386, 0.51, 0.16, -0.88, -0.35, -0.94, 0.06, 357.27
24687421, 0.50, 0.15, -0.87, -0.21, -1.47, 0.09, 4.09
24687456, 0.51, 0.15, -0.88, -0.34, -1.38, 0.01, 356.63
24687491, 0.50, 0.15, -0.87, -0.30, -0.60, 0.04, 355.07
24687526, 0.51, 0.15, -0.89, -0.14, -2.01, 0.06, 2.25
24687561, 0.51, 0.15, -0.90, -0.33, -0.54, 0.01, 1.10
24687596, 0.51, 0.16, -0.88, -0.04, -2.18, -0.14, 1.01
24687631, 0.51, 0.15, -0.89, -0.34, 0.83, 0.12, 357.18
24687666, 0.50, 0.15, -0.87, -0.53, -0.97, -0.07, 346.50
24687701, 0.51, 0.16, -0.88, -0.47, -1.69, -0.30, 346.22
24687736, 0.50, 0.15, -0.88, -0.57, -1.20, -0.09, 4.48
24687771, 0.51, 0.16, -0.88, -0.45, -2.31, 0.05, 356.42
24687806, 0.50, 0.15, -0.89, -0.34, -0.25, 0.02, 0.00
24687841, 0.51, 0.15, -0.88, -0.27, 0.08, 0.10, 0.00
24687876, 0.51, 0.16, -0.89, -0.17, -0.83, 0.05, 355.07
24687911, 0.51, 0.15, -0.87, -0.20, -0.49, 0.20, 2.49
24687946, 0.51, 0.16, -0.87, -0.49, -0.65, 0.05, 356.93
24687981, 0.51, 0.16, -0.89, -0.62, -1.05, -0.16, 1.01
24688016, 0.52, 0.15, -0.88, -0.55, -1.24, -0.08, 6.55
24688051, 0.52, 0.15, -0.89, -0.23, -1.89, -0.07, 1.97
24688085, 0.51, 0.16, -0.88, -0.18, -1.34, 0.01, 353.00
24688120, 0.51, 0.15, -0.89, -0.24, -1.08, 0.03, 357.56
24688155, 0.51, 0.16, -0.88, -0.37, -1.20, -0.08, 355.60
24688190, 0.50, 0.16, -0.90, -0.34, -0.93, -0.04, 344.85
24688225, 0.52, 0.15, -0.88, -0.34, -1.25, -0.03, 352.03
24688261, 0.51, 0.15, -0.88, -0.37, -1.84, -0.07, 0.00
24688295, 0.49, 0.15, -0.87, -0.37, -0.85, 0.06, 3.95
24688330, 0.50, 0.16, -0.89, -0.33, -1.12, 0.02, 1.15
24688365, 0.51, 0.15, -0.88, -0.32, -1.00, -0.04, 354.05
24688400, 0.50, 0.15, -0.88, -0.42, -0.82, 0.09, 354.90
24688435, 0.52, 0.16, -0.89, -0.26, -1.95, 0.02, 354.90
24688470, 0.51, 0.15, -0.88, -0.34, -0.86, -0.05, 347.69
24688505, 0.52, 0.16, -0.88, -0.50, 0.18, 0.05, 351.03
24688540, 0.50, 0.16, -0.89, -0.40, -1.87, -0.13, 356.10
24688575, 0.50, 0.15, -0.88, -0.62, -0.50, 0.10, 352.53
24688610, 0.51, 0.15, -0.88, -0.33, -1.48, -0.11, 5.53
24688645, 0.51, 0.15, -0.88, -0.28, -1.28, -0.09, 345.00
24688680, 0.51, 0.15, -0.87, -0.38, -0.40, -0.05, 355.84
24688715, 0.50, 0.15, -0.89, -0.34, -1.14, -0.08, 349.32
24688750, 0.51, 0.15, -0.88, -0.21, -1.24, 0.07, 0.97
24688785, 0.51, 0.15, -0.89, -0.27, -0.96, 0.08, 356.93
24688820, 0.51, 0.15, -0.88, -0.32, -1.14, -0.05, 356.12
24688855, 0.52, 0.15, -0.88, -0.41, -0.85, -0.10, 357.99
24688890, 0.51, 0.15, -0.88, -0.37, -1.31, 0.02, 352.53
24688925, 0.50, 0.15, -0.87, -0.30, -1.89, 0.00, 1.15
24688959, 0.50, 0.15, -0.88, -0.44, -1.14, 0.02, 2.25
24688994, 0.51, 0.15, -0.89, -0.34, -1.27, 0.00, 3.43
24689029, 0.51, 0.15, -0.89, -0.30, -1.38, -0.08, 354.61
24689064, 0.51, 0.15, -0.87, -0.39, -0.73, 0.12, 351.87
24689099, 0.51, 0.15, -0.89, -0.36, -1.53, 0.08, 348.11
24689134, 0.51, 0.15, -0.88, -0.37, -1.39, -0.11, 0.00
24689169, 0.51, 0.16, -0.87, -0.44, -1.06, 0.07, 355.07
24689204, 0.51, 0.14, -0.88, -0.34, -1.66, 0.08, 3.30
24689239, 0.51, 0.15, -0.89, -0.37, -1.21, -0.05, 355.31
24689274, 0.51, 0.16, -0.88, -0.25, -1.65, 0.04, 357.92
24689309, 0.51, 0.15, -0.89, -0.18, -1.97, 0.11, 352.33
24689344, 0.51, 0.15, -0.89, -0.48, 0.56, 0.00, 352.75
24689379, 0.52, 0.16, -0.88, -0.48, -0.84, -0.05, 9.64
24689414, 0.51, 0.15, -0.89, -0.56, -1.24, -0.09, 0.92
24689449, 0.51, 0.15, -0.89, -0.51, -0.84, -0.09, 355.60
24689484, 0.51, 0.15, -0.88, -0.32, -1.93, 0.00, 2.05
24689519, 0.51, 0.15, -0.88, -0.40, -1.27, -0.07, 9.09
24689554, 0.51, 0.16, -0.89, -0.27, -0.89, 0.08, 0.00
24689588, 0.50, 0.15, -0.89, -0.22, -1.33, 0.18, 355.60
24689623, 0.51, 0.15, -0.89, -0.36, -0.94, 0.01, 349.88
24689658, 0.51, 0.16, -0.88, -0.55, -0.88, -0.11, 351.53
24689693, 0.52, 0.16, -0.89, -0.66, -1.14, -0.03, 353.75
24689728, 0.51, 0.15, -0.88, -0.47, -1.27, -0.05, 350.71
24689763, 0.50, 0.15, -0.88, -0.31, -1.85, 0.03, 349.88
24689798, 0.51, 0.16, -0.87, -0.22, -1.89, 0.10, 356.93
24689833, 0.49, 0.15, -0.90, -0.39, -1.38, -0.05, 12.20
24689868, 0.51, 0.15, -0.87, -0.50, -1.21, -0.02, 4.09
24689903, 0.51, 0.15, -0.88, -0.44, -0.94, -0.06, 353.23
24689938, 0.51, 0.16, -0.87, -0.37, -0.97, 0.01, 356.63
24689973, 0.51, 0.16, -0.89, -0.39, -1.19, 0.06, 351.09
24690008, 0.51, 0.15, -0.89, -0.35, -1.47, 0.02, 351.16
24690043, 0.50, 0.14, -0.89, -0.25, -1.43, 0.02, 341.18
24690078, 0.51, 0.15, -0.88, -0.24, -1.68, -0.06, 355.31
24690113, 0.51, 0.16, -0.88, -0.24, -2.56, 0.02, 0.00
24690148, 0.51, 0.15, -0.88, -0.40, -0.99, -0.08, 355.43
24690183, 0.51, 0.15, -0.86, -0.38, 0.75, 0.12, 353.00
24690218, 0.51, 0.15, -0.89, -0.44, -1.59, -0.20, 3.12
24690252, 0.51, 0.16, -0.88, -0.41, -0.88, -0.04, 354.61
24690287, 0.51, 0.15, -0.89, -0.31, -1.91, -0.06, 350.71
24690322, 0.51, 0.15, -0.89, -0.32, -2.00, -0.16, 351.53
24690357, 0.51, 0.16, -0.88, -0.31, -0.99, -0.12, 352.33
24690392, 0.50, 0.15, -0.87, -0.11, -1.14, 0.11, 7.99
24690427, 0.50, 0.15, -0.89, -0.14, -1.13, 0.15, 355.43
24690462, 0.51, 0.15, -0.87, -0.31, -0.36, 0.15, 356.63
24690497, 0.51, 0.15, -0.87, -0.50, -1.21, -0.05, 3.01
24690532, 0.51, 0.15, -0.90, -0.54, -0.16, -0.03, 6.55
24690567, 0.51, 0.16, -0.87, -0.51, -0.87, -0.10, 357.56
24690602, 0.51, 0.17, -0.88, -0.04, -1.90, 0.06, 3.43
24690637, 0.51, 0.16, -0.88, -0.37, -1.18, 0.00, 349.88
24690672, 0.50, 0.15, -0.89, -0.44, -1.53, 0.01, 357.80
24690707, 0.50, 0.16, -0.89, -0.40, -1.27, 0.05, 4.97
24690742, 0.50, 0.16, -0.88, -0.43, -0.75, 0.10, 358.15
24690777, 0.51, 0.16, -0.89, -0.36, -1.27, 0.08, 357.99
24690812, 0.51, 0.16, -0.88, -0.43, -0.42, 0.11, 1.01
24690847, 0.50, 0.15, -0.88, -0.33, -1.03, -0.10, 8.30
24690882, 0.51, 0.15, -0.89, -0.26, -1.02, 0.01, 350.71
24690916, 0.51, 0.15, -0.88, -0.17, -1.82, 0.00, 348.91
24690951, 0.51, 0.15, -0.89, -0.26, -2.37, 0.08, 342.15
24690986, 0.51, 0.16, -0.88, -0.51, 0.11, -0.05, 357.18
24691021, 0.51, 0.15, -0.87, -0.35, -0.45, 0.02, 2.16
24691056, 0.51, 0.16, -0.88, -0.65, -0.94, 0.03, 1.97
24691091, 0.50, 0.15, -0.88, -0.44, -0.29, 0.02, 0.00
24691127, 0.50, 0.16, -0.88, -0.28, -1.52, -0.04, 3.65
24691161, 0.51, 0.15, -0.89, -0.27, -0.91, -0.05, 356.42
24691196, 0.51, 0.16, -0.87, -0.31, -0.78, 0.07, 0.00
24691232, 0.52, 0.15, -0.89, -0.10, -1.50, -0.10, 352.33
24691267, 0.50, 0.15, -0.88, -0.26, -1.19, 0.05, 10.62
24691302, 0.51, 0.15, -0.89, -0.50, -0.89, 0.04, 354.92
24691337, 0.50, 0.15, -0.89, -0.56, -0.99, 0.00, 354.40
24691371, 0.51, 0.15, -0.89, -0.39, -0.96, 0.06, 0.00
24691406, 0.51, 0.15, -0.88, -0.26, -1.56, -0.06, 352.33
24691441, 0.51, 0.15, -0.89, -0.30, -1.70, 0.00, 1.15
24691476, 0.50, 0.16, -0.87, -0.40, -1.27, 0.08, 2.39
24691511, 0.51, 0.16, -0.89, -0.44, -1.43, -0.11, 353.00
24691546, 0.51, 0.16, -0.89, -0.28, -1.22, -0.13, 8.28
24691580, 0.51, 0.15, -0.89, -0.17, -1.06, 0.12, 357.71
24691616, 0.51, 0.15, -0.89, -0.16, -1.53, 0.14, 356.76
24691651, 0.51, 0.15, -0.88, -0.42, -0.71, -0.02, 0.00
24691686, 0.51, 0.15, -0.87, -0.41, -1.37, -0.11, 357.04
24691721, 0.50, 0.15, -0.87, -0.52, -1.08, -0.02, 344.36
24691756, 0.51, 0.15, -0.87, -0.39, -1.52, 0.08, 353.23
24691791, 0.51, 0.16, -0.88, -0.32, -1.76, -0.05, 8.28
24691826, 0.50, 0.16, -0.89, -0.27, 0.09, 0.07, 1.15
24691861, 0.52, 0.15, -0.88, -0.44, -0.05, 0.08, 347.20
24691896, 0.51, 0.16, -0.89, -0.40, -1.49, -0.19, 357.27
24691931, 0.51, 0.15, -0.87, -0.57, -0.63, -0.03, 356.63
24691965, 0.51, 0.16, -0.90, -0.47, -1.69, 0.05, 354.40
24692000, 0.51, 0.16, -0.88, -0.37, -1.22, 0.03, 10.92
24692035, 0.51, 0.15, -0.88, -0.41, -0.68, 0.02, 352.15
24692070, 0.51, 0.15, -0.88, -0.23, -0.97, 0.02, 12.76
24692105, 0.51, 0.16, -0.87, -0.40, -1.03, 0.02, 5.12
24692140, 0.52, 0.15, -0.89, -0.56, -0.80, -0.07, 1.36
24692175, 0.51, 0.16, -0.88, -0.48, -1.28, -0.20, 347.01
24692210, 0.51, 0.15, -0.88, -0.51, -1.20, -0.02, 352.15
24692245, 0.51, 0.16, -0.87, -0.34, -1.62, -0.08, 8.75
24692280, 0.51, 0.16, -0.87, -0.36, -1.92, -0.05, 357.56
24692315, 0.52, 0.16, -0.88, -0.36, -1.56, -0.08, 344.93
24692350, 0.52, 0.16, -0.90, -0.46, -1.22, -0.16, 356.42
24692384, 0.52, 0.16, -0.88, -0.50, -1.20, 0.07, 0.00
24692420, 0.51, 0.15, -0.88, -0.44, -0.62, 0.02, 349.05
24692455, 0.51, 0.15, -0.87, -0.24, -1.41, 0.02, 352.33
24692490, 0.51, 0.15, -0.87, -0.40, -1.35, -0.02, 1.10
24692525, 0.51, 0.15, -0.88, -0.35, -1.38, 0.05, 357.71
24692560, 0.51, 0.16, -0.88, -0.46, -1.44, -0.13, 357.18
24692595, 0.50, 0.15, -0.88, -0.28, -1.45, 0.00, 350.18
24692630, 0.51, 0.16, -0.88, -0.33, -1.92, 0.03, 350.69
24692665, 0.50, 0.16, -0.89, -0.49, -0.65, -0.05, 357.92
24692700, 0.51, 0.15, -0.88, -0.47, 0.53, 0.15, 355.07
24692735, 0.51, 0.16, -0.88, -0.50, -1.66, -0.12, 347.69
24692770, 0.51, 0.16, -0.90, -0.69, -0.82, -0.11, 354.90
24692805, 0.51, 0.16, -0.89, -0.34, -1.53, 0.06, 356.42
24692840, 0.51, 0.16, -0.88, -0.34, -2.08, -0.06, 3.12
24692874, 0.51, 0.15, -0.88, -0.32, -0.38, -0.02, 3.63
24692909, 0.51, 0.15, -0.87, -0.18, -0.89, 0.10, 1.97
24692944, 0.52, 0.15, -0.88, -0.15, -1.27, 0.25, 356.76
24692979, 0.51, 0.14, -0.87, -0.56, -0.50, -0.02, 351.74
24693014, 0.51, 0.15, -0.89, -0.56, -1.48, -0.09, 2.05
24693049, 0.51, 0.16, -0.89, -0.33, -1.37, -0.03, 355.43
24693084, 0.51, 0.15, -0.87, -0.30, -1.73, -0.07, 353.23
24693119, 0.51, 0.16, -0.88, -0.21, -2.12, -0.02, 3.30
24693154, 0.50, 0.15, -0.89, -0.30, -1.65, 0.01, 357.56
24693189, 0.51, 0.15, -0.88, -0.27, -1.40, 0.00, 355.07
24693224, 0.51, 0.15, -0.87, -0.24, -0.83, 0.07, 354.40
24693259, 0.51, 0.15, -0.87, -0.27, -0.83, 0.20, 355.60
24693294, 0.51, 0.16, -0.89, -0.19, -1.18, 0.05, 0.86
24693329, 0.51, 0.15, -0.88, -0.21, -1.34, 0.10, 355.99
24693364, 0.50, 0.14, -0.89, -0.26, -1.50, -0.07, 350.18
24693398, 0.50, 0.16, -0.88, -0.47, -1.27, 0.05, 350.69
24693433, 0.51, 0.15, -0.88, -0.26, -1.85, -0.07, 357.92
24693468, 0.50, 0.15, -0.89, -0.26, -1.21, -0.05, 357.56
24693503, 0.51, 0.15, -0.88, -0.50, 1.12, 0.07, 1.04
24693538, 0.50, 0.15, -0.89, -0.33, -1.27, -0.05, 2.39
24693574, 0.51, 0.16, -0.89, -0.54, -0.74, 0.03, 350.71
24693608, 0.50, 0.16, -0.88, -0.51, -0.95, 0.08, 355.99
24693643, 0.52, 0.16, -0.90, -0.38, -1.71, -0.10, 352.15
24693678, 0.51, 0.16, -0.88, -0.40, -0.76, 0.03, 0.00
24693713, 0.51, 0.16, -0.89, -0.24, -0.76, 0.02, 0.00
24693748, 0.50, 0.15, -0.88, -0.19, -0.92, 0.15, 357.04
24693783, 0.51, 0.16, -0.89, -0.18, -0.53, 0.04, 355.14
24693817, 0.51, 0.15, -0.88, -0.37, -0.94, 0.03, 356.76
24693852, 0.51, 0.16, -0.89, -0.49, -0.89, 0.05, 7.82
24693887, 0.50, 0.16, -0.88, -0.40, -1.02, 0.02, 352.76
24693923, 0.51, 0.16, -0.89, -0.37, -1.79, 0.07, 1.82
24693958, 0.52, 0.15, -0.87, -0.34, -1.27, -0.04, 352.53
24693992, 0.52, 0.16, -0.88, -0.42, -1.16, 0.05, 355.60
24694027, 0.51, 0.16, -0.90, -0.42, -1.20, 0.00, 355.07
24694063, 0.50, 0.15, -0.88, -0.24, -0.75, 0.05, 1.15
24694098, 0.51, 0.16, -0.88, -0.27, -1.34, 0.10, 3.63
24694133, 0.51, 0.15, -0.89, -0.29, -1.27, 0.02, 354.90
24694168, 0.50, 0.16, -0.88, -0.35, -0.99, 0.02, 7.99
24694202, 0.51, 0.15, -0.89, -0.43, -1.52, -0.05, 356.12
24694237, 0.50, 0.16, -0.88, -0.48, -1.09, -0.02, 355.14
24694272, 0.51, 0.15, -0.88, -0.27, -1.81, -0.07, 355.60
24694307, 0.50, 0.15, -0.88, -0.24, -1.53, -0.07, 1.04
24694342, 0.50, 0.15, -0.88, -0.63, 0.72, 0.01, 355.99
24694377, 0.52, 0.14, -0.88, -0.27, -1.50, 0.06, 4.09
24694412, 0.51, 0.16, -0.87, -0.50, -0.69, 0.04, 358.29
24694447, 0.50, 0.16, -0.87, -0.47, -1.21, -0.05, 3.01
24694482, 0.51, 0.16, -0.88, -0.43, -1.73, -0.05, 356.93
24694517, 0.51, 0.16, -0.89, -0.45, -0.64, -0.12, 0.00
24694552, 0.50, 0.16, -0.88, -0.34, -0.83, 0.17, 356.31
24694587, 0.51, 0.15, -0.88, -0.24, -1.10, 0.15, 356.76
24694622, 0.51, 0.15, -0.88, -0.33, -0.84, -0.08, 351.87
24694657, 0.51, 0.15, -0.88, -0.37, -0.89, 0.09, 0.00
24694691, 0.51, 0.16, -0.89, -0.42, -0.96, -0.06, 357.92
24694726, 0.50, 0.15, -0.89, -0.44, -1.45, -0.08, 349.70
24694761, 0.50, 0.16, -0.89, -0.40, -1.82, 0.05, 0.00
24694797, 0.52, 0.15, -0.88, -0.27, -1.27, 0.06, 355.84
24694832, 0.51, 0.15, -0.87, -0.26, -1.15, 0.05, 1.97
24694866, 0.50, 0.15, -0.88, -0.44, -1.37, -0.08, 0.00
24694901, 0.51, 0.16, -0.88, -0.40, -0.62, 0.00, 1.22
24694937, 0.50, 0.16, -0.88, -0.45, -1.09, -0.08, 5.81
24694971, 0.51, 0.15, -0.88, -0.52, -1.11, -0.11, 355.99
24695006, 0.52, 0.16, -0.88, -0.42, -0.98, 0.03, 6.23
24695041, 0.50, 0.15, -0.89, -0.26, -1.50, 0.17, 354.61
24695076, 0.50, 0.16, -0.88, -0.43, -1.24, 0.07, 2.25
24695111, 0.50, 0.15, -0.89, -0.20, -1.99, 0.03, 357.92
24695146, 0.51, 0.16, -0.88, -0.21, -1.99, 0.09, 357.99
24695181, 0.51, 0.15, -0.88, -0.54, 1.02, 0.05, 350.71
24695216, 0.51, 0.15, -0.89, -0.59, -0.95, -0.15, 0.97
24695250, 0.51, 0.16, -0.88, -0.49, -1.38, -0.14, 346.93
24695285, 0.51, 0.15, -0.89, -0.44, -1.23, 0.00, 350.71
24695321, 0.51, 0.15, -0.88, -0.29, -2.06, 0.02, 3.01
24695356, 0.51, 0.15, -0.89, -0.46, -1.37, -0.02, 357.18
24695391, 0.50, 0.15, -0.88, -0.37, -0.31, 0.05, 0.00
24695426, 0.50, 0.15, -0.89, 0.02, -1.04, 0.24, 354.90
24695461, 0.50, 0.15, -0.89, -0.34, -1.08, -0.02, 0.00
24695496, 0.51, 0.15, -0.89, -0.60, -0.66, 0.07, 353.76
24695531, 0.51, 0.16, -0.88, -0.72, -0.95, -0.15, 349.80
24695566, 0.50, 0.16, -0.88, -0.50, -1.56, -0.16, 0.92
24695601, 0.51, 0.15, -0.88, -0.26, -2.18, -0.04, 348.50
24695636, 0.50, 0.15, -0.89, -0.15, -2.02, -0.02, 352.75
24695671, 0.50, 0.16, -0.88, -0.25, -1.44, 0.03, 2.16
