27064065, -0.02, -0.12, 1.00, -2.59, 0.75, -0.51, 17.40, 20.41, -33.61
27064100, -0.02, -0.12, 0.99, -2.56, 0.78, -0.51, 18.75, 22.06, -33.76
27064135, -0.02, -0.12, 0.99, -2.63, 0.66, -0.62, 19.65, 22.21, -32.26
27064170, -0.01, -0.12, 1.01, -2.63, 0.63, -0.57, 18.30, 22.06, -32.41
27064205, -0.01, -0.12, 1.01, -2.59, 0.70, -0.51, 18.90, 22.51, -33.31
27064240, -0.02, -0.12, 1.01, -2.60, 0.75, -0.56, 19.50, 21.61, -32.41
27064275, -0.03, -0.12, 1.00, -2.50, 0.76, -0.56, 18.30, 21.61, -33.46
27064310, -0.02, -0.12, 1.01, -2.58, 0.75, -0.48, 19.20, 21.46, -32.26
27064345, -0.01, -0.12, 0.99, -2.50, 0.68, -0.56, 18.30, 21.61, -32.41
27064380, -0.01, -0.13, 0.99, -2.62, 0.67, -0.48, 18.75, 22.06, -32.41
27064414, -0.02, -0.12, 1.00, -2.38, 0.66, -0.60, 19.20, 22.51, -31.51
27064450, -0.02, -0.11, 1.00, -2.56, 0.80, -0.52, 18.90, 21.46, -32.26
27064484, -0.02, -0.12, 1.00, -2.48, 0.82, -0.62, 18.00, 21.31, -33.16
27064519, -0.02, -0.13, 1.00, -2.57, 0.70, -0.60, 17.25, 21.61, -33.46
27064555, -0.02, -0.12, 0.99, -2.53, 0.69, -0.52, 18.45, 22.51, -32.26
27064589, -0.02, -0.13, 1.00, -2.55, 0.72, -0.61, 18.15, 22.51, -31.51
27064624, -0.01, -0.12, 1.00, -2.55, 0.83, -0.65, 17.70, 22.51, -31.51
27064660, -0.01, -0.11, 1.00, -2.64, 0.67, -0.60, 18.00, 22.81, -32.41
27064694, -0.02, -0.12, 1.00, -2.56, 0.73, -0.62, 18.30, 22.06, -31.66
27064729, -0.02, -0.12, 0.99, -2.53, 0.80, -0.61, 18.90, 22.96, -32.26
27064764, -0.02, -0.12, 1.00, -2.60, 0.72, -0.56, 18.90, 21.76, -31.81
27064799, -0.02, -0.12, 1.00, -2.61, 0.69, -0.56, 17.55, 20.86, -31.66
27064834, -0.02, -0.12, 1.00, -2.46, 0.76, -0.58, 17.25, 21.61, -31.66
27064869, -0.02, -0.13, 1.00, -2.48, 0.67, -0.56, 17.40, 21.16, -33.61
27064904, -0.02, -0.12, 0.99, -2.42, 0.66, -0.48, 17.25, 22.06, -32.11
27064939, -0.02, -0.12, 1.00, -2.51, 0.73, -0.67, 18.30, 20.86, -32.41
27064974, -0.03, -0.12, 1.00, -2.53, 0.70, -0.63, 18.15, 21.76, -31.81
27065009, -0.01, -0.13, 1.00, -2.47, 0.76, -0.56, 19.20, 21.76, -31.21
27065043, -0.02, -0.12, 1.00, -2.54, 0.65, -0.63, 18.90, 22.96, -32.26
27065079, -0.02, -0.13, 1.00, -2.59, 0.80, -0.51, 21.31, 21.61, -33.16
27065113, -0.02, -0.12, 0.99, -2.45, 0.77, -0.51, 18.45, 20.41, -32.86
27065148, -0.03, -0.12, 0.99, -2.56, 0.73, -0.40, 17.40, 21.46, -33.31
27065184, -0.01, -0.13, 1.00, -2.51, 0.76, -0.55, 19.65, 22.51, -32.56
27065218, -0.01, -0.11, 1.01, -2.47, 0.68, -0.62, 19.05, 20.86, -34.21
27065254, -0.01, -0.12, 1.00, -2.53, 0.56, -0.56, 18.90, 21.76, -33.61
27065288, -0.01, -0.13, 1.01, -2.47, 0.76, -0.50, 18.45, 22.21, -32.86
27065323, -0.02, -0.13, 1.00, -2.57, 0.77, -0.56, 17.70, 21.46, -33.31
27065358, -0.02, -0.12, 1.00, -2.62, 0.67, -0.62, 18.90, 23.71, -32.26
27065393, -0.02, -0.12, 1.00, -2.61, 0.68, -0.59, 18.30, 22.36, -32.71
27065428, -0.03, -0.12, 0.99, -2.63, 0.70, -0.62, 18.30, 21.61, -31.66
27065463, -0.03, -0.11, 1.02, -2.58, 0.56, -0.63, 19.05, 22.06, -33.76
27065498, -0.01, -0.12, 1.01, -2.65, 0.69, -0.69, 18.00, 22.81, -32.71
27065533, -0.02, -0.12, 1.01, -2.58, 0.58, -0.52, 18.30, 22.06, -32.71
27065568, -0.02, -0.11, 1.00, -2.49, 0.70, -0.63, 19.65, 23.26, -32.86
27065603, -0.02, -0.13, 1.01, -2.48, 0.70, -0.62, 18.90, 21.76, -32.56
27065638, -0.02, -0.12, 1.00, -2.50, 0.60, -0.70, 18.15, 22.51, -31.21
27065672, -0.01, -0.12, 0.99, -2.59, 0.63, -0.54, 19.50, 21.61, -32.11
27065708, -0.02, -0.11, 1.00, -2.61, 0.61, -0.69, 18.75, 21.31, -33.16
27065743, -0.01, -0.12, 1.02, -2.53, 0.70, -0.66, 18.00, 22.06, -33.46
27065777, -0.01, -0.12, 0.99, -2.50, 0.73, -0.65, 17.55, 21.61, -32.41
27065813, -0.02, -0.12, 1.00, -2.47, 0.66, -0.59, 17.55, 20.86, -33.16
27065847, -0.02, -0.12, 1.00, -2.47, 0.61, -0.54, 18.30, 20.86, -32.11
27065882, -0.02, -0.12, 0.99, -2.60, 0.72, -0.50, 18.00, 20.86, -33.16
27065918, -0.01, -0.12, 1.00, -2.50, 0.73, -0.66, 17.55, 21.31, -33.46
27065952, -0.03, -0.13, 1.00, -2.64, 0.76, -0.59, 18.30, 22.36, -33.16
27065987, -0.02, -0.12, 1.00, -2.58, 0.80, -0.61, 19.20, 22.51, -32.26
27066023, -0.02, -0.13, 1.00, -2.39, 0.60, -0.61, 17.40, 21.16, -33.31
27066057, -0.01, -0.12, 1.01, -2.42, 0.78, -0.57, 18.45, 21.46, -31.51
27066092, -0.01, -0.12, 1.01, -2.61, 0.77, -0.65, 19.05, 22.06, -33.16
27066127, -0.01, -0.12, 1.00, -2.60, 0.76, -0.54, 18.30, 21.61, -32.11
27066162, -0.02, -0.12, 1.00, -2.56, 0.82, -0.61, 20.11, 22.06, -32.11
27066197, -0.01, -0.12, 1.00, -2.54, 0.83, -0.55, 18.75, 20.86, -31.66
27066232, -0.02, -0.13, 1.00, -2.63, 0.73, -0.50, 19.20, 21.46, -31.51
27066267, -0.01, -0.12, 1.00, -2.59, 0.69, -0.56, 18.75, 22.06, -32.71
27066302, -0.02, -0.12, 1.00, -2.40, 0.85, -0.56, 19.80, 23.11, -32.71
27066337, -0.02, -0.12, 1.01, -2.54, 0.79, -0.63, 19.05, 22.36, -32.41
27066372, -0.02, -0.13, 1.00, -2.57, 0.76, -0.53, 19.50, 23.56, -31.36
27066406, -0.01, -0.12, 1.01, -2.48, 0.67, -0.60, 19.05, 21.61, -32.11
27066442, -0.02, -0.12, 0.99, -2.61, 0.75, -0.48, 19.05, 22.06, -32.71
27066477, -0.02, -0.12, 1.00, -2.56, 0.73, -0.66, 18.15, 22.21, -32.56
27066511, -0.02, -0.12, 0.99, -2.59, 0.82, -0.54, 18.90, 22.51, -31.81
27066546, -0.02, -0.12, 1.01, -2.56, 0.70, -0.39, 18.90, 21.76, -32.86
27066581, -0.02, -0.12, 1.00, -2.53, 0.78, -0.60, 19.05, 22.81, -31.66
27066616, -0.02, -0.12, 1.00, -2.53, 0.73, -0.48, 18.75, 22.36, -32.71
27066651, -0.02, -0.11, 1.00, -2.60, 0.72, -0.45, 18.15, 21.76, -32.86
27066686, -0.02, -0.12, 1.02, -2.55, 0.77, -0.59, 18.45, 21.76, -32.86
27066721, -0.01, -0.12, 1.00, -2.57, 0.67, -0.58, 18.75, 21.61, -32.11
27066756, -0.01, -0.12, 1.00, -2.50, 0.72, -0.56, 18.90, 21.76, -32.86
27066791, -0.01, -0.12, 1.00, -2.61, 0.65, -0.58, 18.15, 21.46, -32.86
27066826, -0.02, -0.12, 1.00, -2.54, 0.65, -0.61, 18.90, 22.96, -32.86
27066860, -0.01, -0.12, 1.00, -2.50, 0.73, -0.49, 18.15, 20.71, -31.21
27066896, -0.02, -0.12, 1.00, -2.53, 0.69, -0.57, 17.40, 22.51, -30.76
27066931, -0.01, -0.12, 0.99, -2.50, 0.56, -0.63, 18.30, 21.61, -31.66
27066966, -0.02, -0.12, 1.00, -2.56, 0.76, -0.58, 19.65, 21.46, -32.56
27067001, -0.02, -0.11, 1.00, -2.48, 0.75, -0.57, 19.80, 21.31, -32.71
27067035, -0.01, -0.12, 0.99, -2.55, 0.79, -0.63, 17.40, 22.21, -33.31
27067071, -0.02, -0.13, 0.99, -2.55, 0.63, -0.55, 19.50, 20.11, -32.71
27067105, -0.02, -0.13, 1.01, -2.63, 0.83, -0.63, 19.50, 22.06, -30.61
27067140, -0.01, -0.12, 1.00, -2.49, 0.66, -0.66, 17.70, 21.76, -31.51
27067176, -0.02, -0.12, 0.99, -2.54, 0.68, -0.49, 18.00, 22.06, -32.41
27067210, -0.02, -0.12, 0.99, -2.47, 0.66, -0.54, 19.65, 20.71, -31.81
27067245, -0.03, -0.12, 1.00, -2.58, 0.77, -0.62, 19.20, 21.76, -33.61
27067280, -0.01, -0.12, 1.00, -2.40, 0.78, -0.55, 17.55, 22.06, -32.41
27067315, -0.02, -0.12, 1.01, -2.46, 0.70, -0.55, 18.45, 22.21, -32.26
27067350, -0.02, -0.12, 1.01, -2.57, 0.73, -0.56, 19.05, 21.61, -32.11
27067385, -0.02, -0.12, 1.01, -2.53, 0.78, -0.53, 18.90, 24.46, -33.61
27067420, -0.02, -0.12, 1.01, -2.52, 0.77, -0.54, 19.50, 20.86, -33.16
27067454, -0.02, -0.12, 1.00, -2.50, 0.72, -0.59, 19.65, 21.76, -32.56
27067490, -0.02, -0.12, 1.01, -2.50, 0.72, -0.56, 18.75, 22.36, -32.41
27067525, -0.01, -0.12, 1.00, -2.53, 0.78, -0.61, 20.11, 22.06, -31.66
27067559, -0.02, -0.12, 1.01, -2.60, 0.69, -0.43, 18.75, 22.06, -30.91
27067595, -0.02, -0.12, 1.00, -2.58, 0.77, -0.56, 19.20, 23.26, -33.31
27067630, -0.02, -0.11, 1.00, -2.57, 0.62, -0.52, 18.75, 21.61, -32.71
27067664, -0.03, -0.12, 1.00, -2.60, 0.73, -0.50, 18.15, 21.16, -32.56
27067700, -0.01, -0.12, 0.99, -2.57, 0.72, -0.60, 17.25, 20.86, -33.16
27067734, -0.01, -0.12, 0.99, -2.65, 0.85, -0.54, 17.70, 21.76, -32.26
27067769, -0.01, -0.12, 1.00, -2.56, 0.75, -0.55, 19.50, 22.06, -32.11
27067805, -0.01, -0.11, 1.01, -2.62, 0.77, -0.56, 19.50, 22.06, -32.41
27067839, -0.02, -0.12, 1.00, -2.63, 0.85, -0.49, 18.75, 20.86, -32.71
27067874, -0.02, -0.12, 1.00, -2.68, 0.72, -0.69, 18.15, 21.16, -31.51
27067909, -0.01, -0.13, 0.99, -2.49, 0.73, -0.65, 18.75, 21.31, -32.11
27067944, -0.01, -0.13, 0.98, -2.61, 0.72, -0.56, 19.50, 22.06, -32.11
27067979, -0.02, -0.12, 1.01, -2.50, 0.73, -0.61, 18.00, 22.81, -32.71
27068014, -0.01, -0.13, 1.00, -2.56, 0.72, -0.53, 18.00, 21.61, -31.66
27068049, -0.01, -0.12, 1.00, -2.57, 0.77, -0.50, 18.90, 22.21, -32.56
27068084, -0.02, -0.12, 1.00, -2.53, 0.70, -0.62, 18.75, 22.06, -31.36
27068119, -0.02, -0.12, 1.00, -2.47, 0.75, -0.63, 18.90, 21.46, -31.21
27068154, -0.02, -0.13, 1.01, -2.63, 0.60, -0.56, 18.75, 22.81, -31.36
27068189, -0.02, -0.13, 1.01, -2.59, 0.65, -0.53, 18.30, 22.06, -33.76
27068224, -0.01, -0.12, 0.99, -2.60, 0.63, -0.63, 19.50, 22.36, -32.11
27068259, -0.02, -0.12, 0.99, -2.56, 0.72, -0.54, 18.15, 20.71, -33.61
27068293, -0.01, -0.12, 1.00, -2.60, 0.72, -0.52, 18.30, 21.61, -32.71
27068329, -0.02, -0.12, 1.00, -2.53, 0.73, -0.61, 19.50, 21.61, -33.46
27068364, -0.03, -0.12, 1.00, -2.58, 0.65, -0.62, 18.30, 22.81, -32.71
27068398, -0.02, -0.12, 1.00, -2.40, 0.82, -0.56, 17.70, 22.21, -32.26
27068434, -0.01, -0.12, 1.00, -2.57, 0.78, -0.61, 17.40, 20.41, -33.31
27068468, -0.02, -0.12, 1.00, -2.54, 0.72, -0.56, 19.05, 22.06, -32.11
27068503, -0.01, -0.12, 1.01, -2.54, 0.78, -0.59, 18.75, 22.81, -32.11
27068539, -0.01, -0.12, 0.99, -2.62, 0.85, -0.55, 19.20, 21.76, -33.31
27068573, -0.02, -0.12, 1.00, -2.62, 0.68, -0.53, 18.90, 22.21, -32.56
